available_migs,bandwidth_allocation_sum,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_unused,bandwidth_violation,cluster_load_cv,cluster_size_std,cluster_size_violation,compute_delay_ms,delay,delay_normalized,epoch,is_warmup,kl_normalized,kl_sum,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,penalty,physical_cluster_count,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count,virtual_cluster_count
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,394.3783998838626,1.272714070225831,1.272714070225831,1,True,0.1300581748474689,1.1978800585031801,0.1,5,1.9,2.9,0.1,2,0.0,2,-0.70138612253665,486604.8,4866048.0,1,,1272.7140702258312,0.01875,4.643379551172257,930.3775700458773,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,416.29399970406666,0.6965461436345828,0.6965461436345828,1,True,0.12905247583393809,1.1886172282768008,0.1,7,2.0,3.0,0.1,2,0.0,2,-0.41279930973426043,473497.6,4734976.0,2,,696.5461436345828,0.0125,4.635479366779327,280.25214393051607,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,410.63930018572137,0.7058753091364407,0.7058753091364407,1,True,0.1424936930458546,1.3124154138122166,0.1,7,1.7,2.7,0.1,2,0.0,2,-0.42418450109114764,565248.0,5652480.0,3,,705.8753091364407,0.0296875,4.6427757263183596,295.23600895071934,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,435.209899849724,0.7312058531972234,0.7312058531972234,2,True,0.13042882553207283,1.2012938774674884,0.1,7,2.0,3.0,0.1,2,0.0,2,-0.4308173393646481,486604.8,4866048.0,1,,731.2058531972234,0.0234375,4.495168006420135,295.99595334749944,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,353.5179999889806,0.5855912287312998,0.5855912287312998,2,True,0.12020972105691183,1.1071724469544706,0.1,6,1.8,2.8,0.1,2,0.0,2,-0.3529004748941058,512819.2,5128192.0,2,,585.5912287312998,0.0328125,4.44043955206871,232.07322874231917,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,414.5338998641819,0.689148152343414,0.689148152343414,2,True,0.1418680076659428,1.3066526384974595,0.1,7,1.1,2.1,0.1,2,0.0,2,-0.41550808000467837,596377.6,5963776.0,3,,689.1481523434139,0.0265625,4.493751537799835,274.6142524792321,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,471.93489986239,0.9149476518378876,0.9149476518378876,3,True,0.16191838215137386,1.4913234120938665,0.1,8,2.0,3.0,0.1,2,0.0,2,-0.5384330169946308,486604.8,4866048.0,1,,914.9476518378876,0.0171875,4.429110300540924,443.01275197549757,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,355.15680006938055,0.7712371129013698,0.7712371129013698,3,True,0.12120301154708267,1.1163209904571911,0.1,6,2.0,3.0,0.1,2,0.0,2,-0.4462200622242262,473497.6,4734976.0,2,,771.2371129013698,0.0234375,4.42188469171524,416.08031283198926,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,361.7197999265045,0.5822872693714567,0.5822872693714567,3,True,0.13605889758627204,1.2531487574054143,0.1,6,1.3,2.3,0.1,2,0.0,2,-0.35917308347886434,365363.2,3653632.0,3,,582.2872693714567,0.028125,4.459112131595612,220.56746944495222,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,411.54809977160767,0.6145108151731402,0.6145108151731402,4,True,0.13042882553207283,1.2012938774674884,0.1,7,1.2,2.2,0.1,2,0.0,2,-0.3724698203526065,365363.2,3653632.0,1,,614.5108151731403,0.0359375,4.468364399671555,202.96271540153253,10,10
