bandwidth_cv_ci95,bandwidth_cv_mean,bandwidth_cv_std,bandwidth_floor_hit_rate_ci95,bandwidth_floor_hit_rate_mean,bandwidth_floor_hit_rate_std,bandwidth_gini_ci95,bandwidth_gini_mean,bandwidth_gini_std,cluster_load_cv_ci95,cluster_load_cv_mean,cluster_load_cv_std,cluster_size_std_ci95,cluster_size_std_mean,cluster_size_std_std,compute_delay_ms_ci95,compute_delay_ms_mean,compute_delay_ms_std,delay_normalized_ci95,delay_normalized_mean,delay_normalized_std,epoch,is_warmup,kl_normalized_ci95,kl_normalized_mean,kl_normalized_std,kl_sum_ci95,kl_sum_mean,kl_sum_std,max_bandwidth_share_ci95,max_bandwidth_share_mean,max_bandwidth_share_std,max_cluster_size_ci95,max_cluster_size_mean,max_cluster_size_std,mean_l1_ci95,mean_l1_mean,mean_l1_std,mean_l2_ci95,mean_l2_mean,mean_l2_std,min_bandwidth_share_ci95,min_bandwidth_share_mean,min_bandwidth_share_std,physical_cluster_count_ci95,physical_cluster_count_mean,physical_cluster_count_std,ppo_approx_kl_ci95,ppo_approx_kl_mean,ppo_approx_kl_std,ppo_clip_fraction_ci95,ppo_clip_fraction_mean,ppo_clip_fraction_std,ppo_entropy_ci95,ppo_entropy_mean,ppo_entropy_std,ppo_grad_norm_ci95,ppo_grad_norm_mean,ppo_grad_norm_std,ppo_policy_loss_ci95,ppo_policy_loss_mean,ppo_policy_loss_std,ppo_value_loss_ci95,ppo_value_loss_mean,ppo_value_loss_std,reward_ci95,reward_mean,reward_std,seed_count,smashed_data_bytes_total_ci95,smashed_data_bytes_total_mean,smashed_data_bytes_total_std,test_accuracy_ci95,test_accuracy_mean,test_accuracy_std,total_delay_ms_ci95,total_delay_ms_mean,total_delay_ms_std,train_accuracy_ci95,train_accuracy_mean,train_accuracy_std,train_loss_ci95,train_loss_mean,train_loss_std,tx_delay_ms_ci95,tx_delay_ms_mean,tx_delay_ms_std
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11523716821525776,0.2888888888888889,0.10183501544346314,0.5761858410762887,1.4444444444444444,0.5091750772173156,29.783697664553213,407.776800055419,26.31983550626361,0.12704520544915632,0.764951612852888,0.11226977076324753,1,True,0.006575653515302312,0.1386416112884897,0.005810901010955355,0.06056400704411604,1.2769364296862056,0.05352037617875936,0.0,0.10000000000000002,0.0,0.5761858410762887,6.444444444444444,0.5091750772173156,0.500888888888889,2.1222222222222222,0.4426352063787132,0.5008888888888884,3.1222222222222222,0.4426352063787127,0.0,0.10000000000000002,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.06178086184557455,-0.4517966120706889,0.054595710026494194,3,1290206.8171412516,5197368.888888889,1140154.9793675386,,,,127.04520544915631,764.951612852888,112.26977076324751,0.004250068082243356,0.019270833333333334,0.003755782578608324,0.011084809588438537,4.629445827669568,0.009795639489490918,127.00200007244932,374.4377757362802,112.23159019813697
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11523716821525769,0.3111111111111111,0.10183501544346307,0.5761858410762887,1.5555555555555556,0.5091750772173156,30.60083881774643,391.6031999720467,27.041942646205484,0.019268564449231345,0.652991636428541,0.01702761868111434,2,True,0.006801711822165926,0.13756669992126186,0.0060106685992006486,0.06264608099424258,1.267036130124331,0.055360303661787326,0.0,0.10000000000000002,0.0,0.5761858410762887,6.555555555555556,0.5091750772173156,0.36635892809856696,1.988888888888889,0.3237511618740771,0.366358928098567,2.988888888888889,0.32375116187407715,0.0,0.10000000000000002,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.007964894722051356,-0.39527916817490133,0.007038572620168438,3,1423714.0275269654,5789013.333333333,1258135.2199618465,,,,19.26856444923138,652.9916364285409,17.027618681114372,0.0029468919989887165,0.030208333333333337,0.002604166666666668,0.025408647173724513,4.455905565288332,0.022453606049225618,12.401514641377789,264.59542969795467,10.959210943712069
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11523716821525773,0.3111111111111111,0.10183501544346311,0.5761858410762887,1.5555555555555556,0.5091750772173156,28.11104488696616,395.15434444183484,24.841713264323822,0.05546625791940744,0.7006961307500098,0.04901549837863943,3,True,0.008234294035611465,0.1424046452571925,0.007276640629663483,0.07584065079091504,1.3115952533692667,0.06702033696375183,0.0,0.10000000000000002,0.0,0.5761858410762887,6.555555555555556,0.5091750772173156,0.5444444444444445,2.0444444444444443,0.4811252243246881,0.5444444444444443,3.0444444444444447,0.48112522432468796,0.0,0.10000000000000002,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.027530483121870914,-0.4215503880036012,0.024328671185713194,3,1441390.3264212816,5275648.0,1273755.7545407899,,,,55.46625791940731,700.69613075001,49.01549837863932,0.0015593486739780302,0.022395833333333334,0.0013779954745128087,0.004619920572483652,4.440546257628335,0.004082620999221622,56.745910634824455,319.42422235254554,50.1463267047342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15704178888687598,0.2888888888888889,0.13877773329774215,0.7852089444343799,1.4444444444444446,0.693888666488711,27.52231908460797,392.06625550286844,24.321456630950795,0.11697695989849842,0.7069569828884634,0.10337246829548284,4,True,0.01474408940040269,0.14032036650318344,0.013029342833079185,0.135798081852555,1.2923983366147649,0.12000468231582777,0.0,0.10000000000000002,0.0,0.7852089444343798,6.4444444444444455,0.6938886664887108,0.5321091505961427,2.3000000000000003,0.47022453265552977,0.5321091505961424,3.3000000000000003,0.47022453265552944,0.0,0.10000000000000002,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.054751755194313266,-0.4236386746958234,0.048384092755165184,3,1139036.498189894,5064476.444444444,1006565.8604797102,,,,116.97695989849844,706.9569828884634,103.37246829548285,0.008187906407781699,0.02291666666666667,0.007235647911171774,0.020059796212584684,4.456142312288285,0.017726829709017553,142.9965009248607,328.5683307986681,126.36592087062688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15704178888687598,0.2888888888888889,0.13877773329774215,0.7852089444343799,1.4444444444444446,0.693888666488711,34.04317660468003,389.7572222372724,30.083934454258134,0.0711927298618526,0.6697306566814238,0.06291297206645649,5,True,0.007035558425213423,0.13663187343340946,0.006217318700045372,0.06479988780314058,1.2584260599824715,0.05726362142847056,0.0,0.10000000000000002,0.0,0.7852089444343798,6.4444444444444455,0.6938886664887108,0.3815774924128118,2.211111111111111,0.33719979789985605,0.3815774924128118,3.211111111111111,0.33719979789985605,0.0,0.10000000000000002,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.03515997916991534,-0.4031812650574167,0.03107085220171264,3,1313471.870447035,4447345.777777778,1160714.2928197912,,,,71.19272986185264,669.730656681424,62.912972066456526,0.00408333333333333,0.02760416666666667,0.0036084391824351583,0.04167888579035923,4.443702829546399,0.03683160601620546,35.80990739294621,310.4124478232331,31.645193376999583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2649381013196558,0.35555555555555557,0.23412563895228308,1.324690506598279,1.777777777777778,1.1706281947614154,70.01348989793286,407.1339000301022,61.87087842777042,0.14258468769202753,0.7087532335738188,0.12600200176731247,6,False,0.025911833563227606,0.14504491944936374,0.022898271555499342,0.23865680677932277,1.3359130773545083,0.21090087495608953,0.0,0.10000000000000002,0.0,1.3246905065982788,6.777777777777779,1.1706281947614152,0.5185672569686599,1.8666666666666665,0.4582575694955841,0.5185672569686599,2.866666666666667,0.45825756949558416,0.0,0.10000000000000002,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.08420762017954915,-0.42689907651159126,0.07441422272216397,3,2476619.208775607,5514126.222222222,2188586.88806142,,,,142.5846876920274,708.7532335738186,126.00200176731235,0.0006805555555555566,0.027430555555555555,0.000601406530405861,0.029411384492001345,4.437949432267083,0.025990822582188614,47.648056005292766,328.84322731177036,42.1065581035992
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15704178888687598,0.3111111111111111,0.13877773329774215,0.78520894443438,1.5555555555555554,0.6938886664887111,40.69641652513074,392.2427111150076,35.963398524240866,0.2755659631035937,0.8221995757852839,0.24351747394493617,7,False,0.008101091440007731,0.14021880893821856,0.0071589295769666885,0.074613809546974,1.2914629568740894,0.06593617810287078,0.0,0.10000000000000002,0.0,0.7852089444343798,6.5555555555555545,0.6938886664887108,0.556080107915895,2.211111111111111,0.4914076530554665,0.5560801079158949,3.2111111111111117,0.4914076530554664,0.0,0.10000000000000002,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.1360149636397747,-0.4812091923617512,0.12019634061924654,3,2273362.5648950804,5554176.0,2008969.1155221318,,,,275.5659631035936,822.1995757852839,243.51747394493609,0.004800208770858529,0.033680555555555554,0.0042419415704411855,0.021702998409299592,4.380994566943911,0.019178926490557868,288.4996538433886,439.94882634906776,254.94696858305244
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15704178888687598,0.35555555555555557,0.13877773329774215,0.78520894443438,1.777777777777778,0.6938886664887111,35.923640190062045,409.1802000378569,31.74569898061773,0.021824103143479767,0.6862006758895743,0.019285946670474795,8,False,0.005336072467869321,0.1410636348953982,0.004715483993479137,0.04914704367860742,1.2992440914947945,0.0434312125985484,0.0,0.10000000000000002,0.0,0.7852089444343797,6.777777777777778,0.6938886664887107,0.5920191855416366,2.0444444444444443,0.5231669940886023,0.5920191855416364,3.0444444444444443,0.5231669940886021,0.0,0.10000000000000002,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.010476983281485507,-0.41363215539248627,0.009258503751827856,3,1338673.5205377182,5135473.777777778,1182984.9756726667,,,,21.824103143479853,686.2006758895744,19.28594667047487,0.0024537779513574376,0.03871527777777778,0.0021684020827772215,0.021716126205400105,4.362614976697498,0.01919052751598516,61.11952850088939,288.3545475585406,54.011290152140035
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24250707002548536,0.2222222222222222,0.21430335024428784,1.2125353501274274,1.1111111111111112,1.0715167512214396,69.15482287033905,370.30317776629494,61.11207489788439,0.06034940745471409,0.645246562544712,0.053330734652163654,9,False,0.016431495392146975,0.13760262268577084,0.01452050248139411,0.1513396653822319,1.2673669910125611,0.1337387702257645,0.0,0.10000000000000002,0.0,1.2125353501274272,6.111111111111111,1.0715167512214394,0.816884415415148,2.2333333333333334,0.7218802609235905,0.8168844154151479,3.233333333333333,0.7218802609235904,0.0,0.10000000000000002,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.03323541967977184,-0.3914245926152415,0.029370120151142532,3,1659697.7795056142,5539612.444444445,1466673.918016822,,,,60.34940745471408,645.2465625447121,53.33073465216365,0.004083333333333333,0.04322916666666666,0.0036084391824351605,0.03309398523086211,4.3133933239512965,0.029245134614687352,48.99346283137065,305.72285143874825,43.295493297281276
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19959663026918764,0.26666666666666666,0.17638342073763932,0.9979831513459387,1.3333333333333333,0.881917103688197,56.71087047517636,378.87283335698567,50.11536173697102,0.08721422943932139,0.6795730639900186,0.07707116149585407,10,False,0.03025056771538027,0.14445447657982002,0.026732408286143573,0.27861802510416633,1.3304748975558045,0.24621457927801887,0.0,0.10000000000000002,0.0,0.9979831513459382,6.333333333333333,0.8819171036881965,0.8057777777777779,2.011111111111111,0.7120653320005386,0.8057777777777778,3.011111111111111,0.7120653320005385,0.0,0.10000000000000002,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.054128274676271425,-0.4120137702849193,0.0478331234006867,3,1312870.7834952166,5155498.666666667,1160183.1126461604,0.0018403334635180776,0.009895833333333333,0.001626301562082916,87.21422943932143,679.5730639900186,77.0711614958541,0.0073219048942788235,0.04496527777777778,0.006470362900550077,0.02446524234260848,4.315404245588514,0.021619919773920054,59.02741609429912,304.128922530788,52.16249169124231
