available_migs,bandwidth_allocation_sum,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_unused,bandwidth_violation,cluster_load_cv,cluster_size_std,cluster_size_violation,compute_delay_ms,delay,delay_normalized,epoch,is_warmup,kl_normalized,kl_sum,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,penalty,physical_cluster_count,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count,virtual_cluster_count
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.8,4.0,0.0,519.9013000819832,0.5947992365975072,0.5947992365975072,1,True,0.25297861569434227,2.3300191573762485,0.1,9,4.0,5.0,0.1,2,0.0,2,-0.42388892614592477,262144.0,2621440.0,1,,594.7992365975073,0.0203125,4.616959202289581,74.89793651552395,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,228.24469994520769,0.3086076115813181,0.3086076115813181,1,True,0.13274852577848165,1.2226591062978707,0.1,7,4.0,5.0,0.1,2,0.0,2,-0.22067806867989986,262144.0,2621440.0,2,,308.6076115813181,0.01875,4.6313995003700255,80.36291163611043,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,225.3111000172794,0.3901474175083761,0.3901474175083761,1,True,0.15824581615332187,1.4574978292132612,0.1,7,4.0,5.0,0.1,2,0.0,2,-0.274196616830849,262144.0,2621440.0,3,,390.1474175083761,0.025,4.556272089481354,164.83631749109676,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.61100001772866,0.2889355124749577,0.2889355124749577,2,True,0.14556763909478346,1.3407275032079427,0.1,5,4.0,5.0,0.1,2,0.0,2,-0.2172515757848706,262144.0,2621440.0,1,,288.9355124749577,0.0296875,4.346933662891388,130.77171251246315,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.42900002887473,0.2676115404116837,0.2676115404116837,2,True,0.11421588906836996,1.0519672142075611,0.1,5,4.0,5.0,0.1,2,0.0,2,-0.19091371474002683,262144.0,2621440.0,2,,267.61154041168373,0.0265625,4.533521115779877,109.24304040390157,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,193.3002999285236,0.2909605283907684,0.2909605283907684,2,True,0.12676733691517156,1.1675703210377115,0.1,6,4.0,5.0,0.1,2,0.0,2,-0.20886393265296999,262144.0,2621440.0,3,,290.9605283907684,0.0203125,4.436443781852722,97.6602284622448,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.8,4.0,0.0,289.7336999885738,0.37036009709852036,0.37036009709852036,3,True,0.22919659908523476,2.1109786896743774,0.1,9,4.0,5.0,0.1,2,0.0,2,-0.29977834809187753,262144.0,2621440.0,1,,370.3600970985204,0.0140625,4.411824595928192,80.62639710994657,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,188.72870004270226,0.26963380192027364,0.26963380192027364,3,True,0.11710872542120512,1.0786112216575992,0.1,6,4.0,5.0,0.1,2,0.0,2,-0.19337126367073937,262144.0,2621440.0,2,,269.63380192027364,0.034375,4.558341383934021,80.90510187757137,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,264.20829992275685,0.3183024799068022,0.3183024799068022,3,True,0.14309587601272958,1.3179617239033417,0.1,8,4.0,5.0,0.1,2,0.0,2,-0.2306991779597659,262144.0,2621440.0,3,,318.3024799068022,0.0265625,4.449360418319702,81.77249012106233,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,190.95540005946532,0.24690342925802855,0.24690342925802855,4,True,0.14103007271164067,1.2989349723587607,0.1,6,4.0,5.0,0.1,2,0.0,2,-0.19396675098483462,262144.0,2621440.0,1,,246.90342925802855,0.01875,4.413164877891541,94.47835068925411,10,2
