available_migs,bandwidth_allocation_sum,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_unused,bandwidth_violation,cluster_load_cv,cluster_size_std,cluster_size_violation,compute_delay_ms,delay,delay_normalized,epoch,is_warmup,kl_normalized,kl_sum,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,penalty,physical_cluster_count,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count,virtual_cluster_count
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,409.18180003063753,0.7087735460927334,0.7087735460927334,1,True,0.14870957295826293,1.3696657835168269,0.1,6,3.1,4.1,0.1,2,0.0,2,-0.42874155952549814,411238.4,4112384.0,1,,708.7735460927333,0.015625,4.614072430133819,299.5917460620958,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,475.7084004813805,0.7184510151597497,0.7184510151597497,1,True,0.1434038439817492,1.3207982137216787,0.1,8,2.3,3.3,0.1,2,0.0,2,-0.4309274295707495,394854.4,3948544.0,2,,718.4510151597498,0.0109375,4.661921751499176,242.74261467836925,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,418.38970000389963,0.7480623349860931,0.7480623349860931,1,True,0.1432228581273154,1.3191312723998303,0.1,7,2.5,3.5,0.1,2,0.0,2,-0.44564259655670424,429260.8,4292608.0,3,,748.0623349860931,0.01875,4.601357340812683,329.67263498219353,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,417.2260998748243,0.6515170144836357,0.6515170144836357,2,True,0.15402118073234936,1.4185874990385976,0.1,7,2.5,3.5,0.1,2,0.0,2,-0.40276909760799257,468582.4,4685824.0,1,,651.5170144836358,0.0390625,4.394164425134659,234.2909146088115,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,468.1005997117609,0.767002006951379,0.767002006951379,2,True,0.1395477041073126,1.285281852956168,0.1,8,2.4,3.4,0.1,2,0.0,2,-0.45327485552934577,521011.2,5210112.0,2,,767.002006951379,0.0328125,4.505271899700165,298.90140723961804,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,352.5501003023237,0.5478705572268133,0.5478705572268133,2,True,0.13362330028643482,1.2307160772648473,0.1,6,1.9,2.9,0.1,2,0.0,2,-0.34074692875662405,460390.4,4603904.0,3,,547.8705572268133,0.0265625,4.396378266811371,224.18339609763498,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,416.9637999148108,0.7022070407072888,0.7022070407072888,3,True,0.16186308894854867,1.4908141428755899,0.1,7,2.1,3.1,0.1,2,0.0,2,-0.43203506482791876,686489.6,6864896.0,1,,702.2070407072888,0.01875,4.3983974158763885,285.243240792478,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,359.84070017002523,0.662402578639153,0.662402578639153,3,True,0.12001997050871999,1.1054247798198547,0.1,6,2.8,3.8,0.1,2,0.0,2,-0.39121127457393645,363724.8,3637248.0,2,,662.4025786391529,0.0234375,4.495375919342041,302.5618784691278,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,481.4530000439845,0.683613297170682,0.683613297170682,3,True,0.17003926463847296,1.5661195039208697,0.1,8,2.9,3.9,0.1,2,0.0,2,-0.42682628090457747,350617.6,3506176.0,3,,683.613297170682,0.028125,4.42654070854187,202.1602971266975,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,469.84679996967316,0.6839938001136662,0.6839938001136662,4,True,0.18537883967306773,1.707402211150956,0.1,8,3.2,4.2,0.1,2,0.0,2,-0.4346863198933669,398131.2,3981312.0,1,,683.9938001136662,0.01875,4.435816240310669,214.14700014399304,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,297.3745001363568,0.4893172907173031,0.4893172907173031,4,True,0.11066707942253355,1.0192814694540555,0.1,5,2.7,3.7,0.1,2,0.0,2,-0.2999921850699183,389939.2,3899392.0,2,,489.31729071730314,0.0296875,4.479158133268356,191.94279058094634,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,478.712199954316,0.7427812114626766,0.7427812114626766,4,True,0.17003926463847296,1.5661195039208697,0.1,8,2.5,3.5,0.1,2,0.0,2,-0.4564102380505748,568524.8,5685248.0,3,,742.7812114626767,0.034375,4.3946425199508665,264.06901150836063,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,479.7442000126466,0.7120547157861268,0.7120547157861268,5,True,0.18066203968209701,1.6639588777675816,0.1,8,2.3,3.3,0.1,2,0.0,2,-0.4463583777341119,521011.2,5210112.0,1,,712.0547157861267,0.0234375,4.337479323148727,232.31051577348023,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,415.5775000108406,0.650607980763461,0.650607980763461,5,True,0.11887214518393872,1.094852917891045,0.1,7,2.8,3.8,0.1,2,0.0,2,-0.3847400629736999,376832.0,3768320.0,2,,650.607980763461,0.025,4.472196024656296,235.03048075262046,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,355.43260001577437,0.760647786678221,0.760647786678221,5,True,0.12648674392502451,1.1649859640924667,0.1,6,2.7,3.7,0.1,2,0.0,2,-0.4435672653016227,429260.8,4292608.0,3,,760.647786678221,0.028125,4.393860983848572,405.2151866624466,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,472.5103001110256,0.7168562720439129,0.7168562720439129,6,False,0.19684685437778277,1.8130265299722095,0.1,8,1.7,2.7,0.1,2,0.0,2,-0.45685156321084786,273612.8,2736128.0,1,,716.8562720439129,0.028125,4.401537072658539,244.34597193288735,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,471.4219001471065,0.6780040642403891,0.6780040642403891,6,False,0.14714127031195637,1.3552211823380724,0.1,8,2.4,3.4,0.1,2,0.0,2,-0.4125726672761727,342425.6,3424256.0,2,,678.0040642403891,0.03125,4.44471230506897,206.5821640932826,10,10
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,479.7157999128103,1.160011167020917,1.160011167020917,6,False,0.17003926463847296,1.5661195039208697,0.1,8,2.7,3.7,0.1,2,0.0,2,-0.665025215829695,529203.2,5292032.0,3,,1160.011167020917,0.021875,4.417122757434845,680.2953671081066,10,10
