available_migs,bandwidth_allocation_sum,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_unused,bandwidth_violation,cluster_load_cv,cluster_size_std,cluster_size_violation,compute_delay_ms,delay,delay_normalized,epoch,is_warmup,kl_normalized,kl_sum,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,penalty,physical_cluster_count,ppo_approx_kl,ppo_clip_fraction,ppo_entropy,ppo_grad_norm,ppo_policy_loss,ppo_value_loss,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count,virtual_cluster_count
2,1.0,0.21730334600626444,0.0,0.11326089382009716,100000000.0,0.0,0.0,0.0,0.0,0.0,473.857999953907,0.5145700886384692,0.5145700886384692,1,True,0.1421269753857306,1.30903781934206,0.15260273218154907,5,5.0,6.0,0.07849661260843277,2,0.0,2,,,,,,,-0.3283485320120999,131072.0,1310720.0,1,,514.5700886384692,0.021875,4.595551431179047,40.712088684562275,10,2
2,1.0,0.23743031889716945,0.0,0.1325530195997065,100000000.0,0.0,0.0,0.6,3.0,0.0,264.13489994592965,0.6472471140421223,0.6472471140421223,1,True,0.15587898276907436,1.4356984881405854,0.14254063367843628,8,2.2,4.8,0.06263032555580139,2,0.0,2,,,,,,,-0.4015630484055983,943718.4,9437184.0,2,,647.2471140421223,0.0125,4.659384727478027,383.11221409619264,10,2
2,0.9999999403953552,0.25386634932696983,0.0,0.13976826070012605,100000000.0,5.960464477539063e-08,0.0,0.8,4.0,0.0,289.8760000243783,0.7745460878867063,0.7745460878867063,1,True,0.21118485876807022,1.9450844306616457,0.1455429345369339,9,2.7,3.8,0.06802000850439072,2,0.0,2,,,,,,,-0.4928654733273883,476774.4,4767744.0,3,,774.5460878867063,0.021875,4.541223406791687,484.67008786232805,10,2
2,1.0000001192092896,0.1936132630620052,0.0,0.10570385451835501,100000000.0,-1.1920928955078125e-07,7.450580596923828e-09,0.4,2.0,0.0,225.63220001757145,0.28621450836016193,0.28621450836016193,2,True,0.1635450533183667,1.5063056072151502,0.13028399646282196,7,3.5,4.5,0.06875625252723694,2,7.450580596923828e-09,2,,,,,,,-0.2248797882898449,106496.0,1064960.0,1,,286.2145083601619,0.028125,4.419346165657044,60.58230834259049,10,2
2,1.0,0.27706137546543436,0.0,0.15161785776561923,100000000.0,0.0,2.9802322387695312e-08,0.2,1.0,0.0,191.8434999533929,0.5325617857984528,0.5325617857984528,2,True,0.11383232403265833,1.0484344496738678,0.15717735886573792,6,3.4,6.0,0.05568161606788635,2,2.9802322387695312e-08,2,,,,,,,-0.32319708471787795,419430.4,4194304.0,2,,532.5617857984528,0.0296875,4.487991380691528,340.7182858450599,10,2
2,1.0,0.24829637983676178,0.0,0.14102194225157497,100000000.0,0.0,0.0,0.4,2.0,0.0,225.41539993835613,0.48783156498790076,0.48783156498790076,2,True,0.1322614425649494,1.2181729041117628,0.14004287123680115,7,3.4,5.3,0.06603357940912247,2,0.0,2,,,,,,,-0.31004650377642506,498073.6,4980736.0,3,,487.8315649879008,0.0296875,4.427532303333282,393.8203649780556,10,2
2,1.0,0.19601728615880368,0.0,0.10966897599645722,100000000.0,0.0,7.450580596923828e-09,0.0,0.0,0.0,162.16030000941828,0.4932222683394723,0.4932222683394723,3,True,0.14726673826849682,1.3563767849235862,0.1273912638425827,5,3.0,5.5,0.0634913295507431,2,7.450580596923828e-09,2,,,,,,,-0.32024451075456517,655360.0,6553600.0,1,,493.2222683394723,0.01875,4.354438304901123,334.8100684063904,10,2
2,0.9999999403953552,0.1741146512406465,0.0,0.09787202028834835,100000000.0,5.960464477539063e-08,0.0,0.6,3.0,0.0,262.2288000420667,0.715265878174633,0.715265878174633,3,True,0.15993346189519186,1.4730416209232002,0.12435725331306458,8,0.8,4.2,0.07143353670835495,2,0.0,2,,,,,,,-0.43759967003491246,848691.2,8486912.0,2,,715.265878174633,0.0140625,4.538117456436157,453.03707813256636,10,2
2,1.0000001192092896,0.20570408969035736,0.0,0.1158022889568549,100000000.0,-1.1920928955078125e-07,3.725290298461914e-08,0.4,2.0,0.0,225.48249998362735,0.3751971038130864,0.3751971038130864,3,True,0.1359485426069967,1.252132350484546,0.13616520166397095,7,0.6,3.6,0.06836339086294174,2,3.725290298461914e-08,2,,,,,,,-0.25557286046294453,348979.2,3489792.0,3,,375.1971038130864,0.0203125,4.4700814366340635,282.472203818877,10,2
2,0.9999998807907104,0.18234730113778902,0.0,0.10158706909369934,100000000.0,1.1920928955078125e-07,0.0,0.0,0.0,0.0,160.73480003979057,0.5388602459924261,0.5388602459924261,4,True,0.13090826000295205,1.2057096321303444,0.12468666583299637,5,0.5,3.0,0.06539874523878098,2,0.0,2,,,,,,,-0.3348842529976891,548864.0,5488640.0,1,,538.8602459924261,0.0171875,4.433903098106384,378.1254459526356,10,2
2,1.0,0.20040883459917044,0.0,0.11384705741817462,100000000.0,0.0,7.450580596923828e-09,0.0,0.0,0.0,161.9236000115052,0.24419310393469928,0.24419310393469928,4,True,0.11176149147336122,1.0293613769493708,0.1306171417236328,5,2.0,4.0,0.07197144627571106,2,7.450580596923828e-09,2,,,,,,,-0.17797730515461085,155648.0,1556480.0,2,,244.19310393469928,0.0375,4.49086606502533,82.26950392319411,10,2
2,1.0000001192092896,0.22389617640835321,0.0,0.12065773606300353,100000000.0,-1.1920928955078125e-07,0.0,0.0,0.0,0.0,159.88799993647262,0.4509671956352443,0.4509671956352443,4,True,0.12684521024733497,1.1682875609328365,0.14968013763427734,5,2.5,3.5,0.07014187425374985,2,0.0,2,,,,,,,-0.28890620294128966,786432.0,7864320.0,3,,450.9671956352443,0.0375,4.437039256095886,291.0791956987717,10,2
2,1.0000001192092896,0.24906299275487515,0.0,0.14204976762719973,100000000.0,-1.1920928955078125e-07,2.2351741790771484e-08,0.0,0.0,0.0,160.3774999966845,0.17294940231733763,0.17294940231733763,5,True,0.1447065024179904,1.3327961413078864,0.1394520103931427,5,0.0,3.0,0.06517741084098816,2,2.2351741790771484e-08,2,,,,,,,-0.1588279747194058,49152.0,491520.0,1,,172.94940231733764,0.0390625,4.321408987045288,13.866735263043655,10,2
2,1.0,0.20696348385844765,0.0,0.1156730915405425,100000000.0,0.0,2.9802322387695312e-08,0.2,1.0,0.0,188.45400004647672,0.32757003609813085,0.32757003609813085,5,True,0.11067893826419015,1.0193906934221302,0.13579243421554565,6,1.8,4.0,0.06367269903421402,2,2.9802322387695312e-08,2,,,,,,,-0.2191245169834829,334233.6,3342336.0,2,,327.57003609813086,0.0296875,4.517359662055969,139.11603605165413,10,2
2,1.0,0.1339531147267755,0.0,0.07486085294847804,100000000.0,0.0,0.0,0.4,2.0,0.0,225.5122999777086,0.4000202652253227,0.4000202652253227,5,True,0.1473234543154784,1.3568991590208397,0.12609654664993286,7,2.1,4.5,0.08221694827079773,2,0.0,2,,,,,,,-0.27367185977040054,381747.2,3817472.0,3,,400.0202652253227,0.0375,4.466688096523285,174.5079652476141,10,2
2,0.9999999403953552,0.2924349719876809,0.0,0.1648158425603468,100000000.0,5.960464477539063e-08,0.0,0.2,1.0,0.0,190.84579998161644,0.44161948767238157,0.44161948767238157,6,False,0.13257585882383457,1.2210687848745785,0.1438285857439041,6,0.8,4.4,0.05662568286061287,2,0.0,2,,,,,,,-0.2870976732481081,448921.6,4489216.0,1,,441.6194876723816,0.025,4.355198860168457,320.3912876381432,10,2
2,1.0,0.13828750883760918,0.0,0.07768640220165252,100000000.0,0.0,0.0,0.6,3.0,0.0,264.13870009128004,0.3077095089581825,0.3077095089581825,6,False,0.15662894097656654,1.4426058584963457,0.12483926117420197,8,5.0,6.0,0.07848994433879852,2,0.0,2,,,,,,,-0.23216922496737452,131072.0,1310720.0,2,,307.7095089581825,0.0421875,4.436684489250183,43.570808866902475,10,2
2,1.0000001192092896,0.20682355497073582,0.0,0.11582973183469981,100000000.0,-1.1920928955078125e-07,7.450580596923828e-08,0.6,3.0,0.0,261.9947000639513,0.4141037187124271,0.4141037187124271,6,False,0.1645587112195824,1.5156417415060899,0.1411782205104828,8,0.6,1.8,0.07056228071451187,2,7.450580596923828e-08,2,,,,,,,-0.28933128947181075,144179.2,1441792.0,3,,414.1037187124271,0.01875,4.396845364570618,339.4110187706206,10,2
2,1.0,0.1065106352552792,0.0,0.060635465993779884,100000000.0,0.0,0.0,0.4,2.0,0.0,225.54889996536076,0.23824493104822728,0.23824493104822728,7,False,0.16315149525367292,1.5026808034831844,0.11574429273605347,7,1.5,2.5,0.08353827893733978,2,0.0,2,,,,,,,-0.2006982131509501,73728.0,737280.0,1,,238.24493104822727,0.028125,4.325276112556457,66.98020559086113,10,2
