available_migs,bandwidth_allocation_sum,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_unused,bandwidth_violation,cluster_load_cv,cluster_size_std,cluster_size_violation,compute_delay_ms,delay,delay_normalized,epoch,is_warmup,kl_normalized,kl_sum,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,penalty,physical_cluster_count,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count,virtual_cluster_count
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,293.9644000143744,0.4548540983398159,0.4548540983398159,1,True,0.1377038420508053,1.2682992558167636,0.1,5,4.0,5.0,0.1,2,0.0,2,-0.2962789701953106,262144.0,2621440.0,1,,454.8540983398159,0.028125,4.525503873825073,160.8896983254415,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,264.0378999640234,0.3216287239607032,0.3216287239607032,1,True,0.17835947798034718,1.6427515007669888,0.1,8,4.0,5.0,0.1,2,0.0,2,-0.24999410097052518,262144.0,2621440.0,2,,321.6287239607032,0.0140625,4.704019093513489,79.88866270751508,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.6,3.0,0.0,261.82429993059486,0.33797028575592697,0.33797028575592697,1,True,0.15581677550238288,1.4351255380407466,0.1,8,4.0,5.0,0.1,2,0.0,2,-0.24689353062915492,262144.0,2621440.0,3,,337.97028575592697,0.015625,4.628813552856445,76.14598582533209,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,225.4874999052845,0.29802784342118405,0.29802784342118405,2,True,0.15285706187875747,1.4078655681635817,0.1,7,4.0,5.0,0.1,2,0.0,2,-0.22544245264997076,262144.0,2621440.0,1,,298.02784342118406,0.0296875,4.425132894515992,72.54034351589955,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,188.57200007187203,0.2839566414108803,0.2839566414108803,2,True,0.12307077235851555,1.1335237032639263,0.1,6,4.0,5.0,0.1,2,0.0,2,-0.20351370688469791,262144.0,2621440.0,2,,283.9566414108803,0.034375,4.544269251823425,95.38464133900828,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.82779998052865,0.23108683527423546,0.23108683527423546,2,True,0.12407802511586331,1.1428008439997108,0.1,5,4.0,5.0,0.1,2,0.0,2,-0.17758243019504938,262144.0,2621440.0,3,,231.08683527423545,0.0359375,4.427102565765381,72.85113522992016,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.7463000002317,0.24746098639748507,0.24746098639748507,3,True,0.13800072047137435,1.2710336071192994,0.1,5,4.0,5.0,0.1,2,0.0,2,-0.1927308534344297,262144.0,2621440.0,1,,247.46098639748507,0.0515625,4.37337327003479,88.73518640480452,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.4,2.0,0.0,227.14909998467192,0.30546347526596773,0.30546347526596773,3,True,0.15415396010731586,1.4198104422764173,0.1,7,4.0,5.0,0.1,2,0.0,2,-0.2298087176866418,262144.0,2621440.0,2,,305.46347526596776,0.0234375,4.451961207389831,98.97845166093153,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,190.30060002114624,0.24298900283254987,0.24298900283254987,3,True,0.13793680062388836,1.2704448835674285,0.1,6,4.0,5.0,0.1,2,0.0,2,-0.19046290172821911,262144.0,2621440.0,3,,242.9890028325499,0.021875,4.497924566268921,88.1118003647894,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.2,1.0,0.0,190.63020002795383,0.2665029966099359,0.2665029966099359,4,True,0.1503370626392607,1.3846555174306951,0.1,6,4.0,5.0,0.1,2,0.0,2,-0.20842002962459832,262144.0,2621440.0,1,,266.5029966099359,0.0203125,4.4383597612380985,144.98249662007987,10,2
