available_migs,bandwidth_allocation_sum,bandwidth_hz,bandwidth_unused,bandwidth_violation,cluster_size_violation,compute_delay_ms,delay,epoch,is_warmup,kl_sum,max_bandwidth_share,mean_l1,mean_l2,min_bandwidth_share,penalty,physical_cluster_count,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count,virtual_cluster_count
2,1.0,100000000.0,0.0,0.0,0.0,406.6348999622278,0.7062266460243236,1,True,1.3696657835168269,0.1,3.1,4.1,0.1,0.0,2,-1.0379462147705754,411238.4,4112384.0,1,,706.2266460243236,0.015625,4.614077520370484,299.5917460620958,10,10
2,1.0,100000000.0,0.0,0.0,0.0,487.8533998853527,0.7305960145637219,1,True,1.3207982137216787,0.1,2.3,3.3,0.1,0.0,2,-1.0256971141427003,394854.4,3948544.0,2,,730.596014563722,0.0109375,4.66192547082901,242.74261467836925,10,10
2,1.0,100000000.0,0.0,0.0,0.0,419.4855998503044,0.7491582348324979,1,True,1.3191312723998303,0.1,2.5,3.5,0.1,0.0,2,-1.034144753616164,429260.8,4292608.0,3,,749.1582348324979,0.01875,4.601332414150238,329.67263498219353,10,10
2,1.0,100000000.0,0.0,0.0,0.0,426.9354999414645,0.661226414550276,2,True,1.4185874990385976,0.1,2.5,3.5,0.1,0.0,2,-1.0399069567944368,468582.4,4685824.0,1,,661.226414550276,0.0390625,4.39421648979187,234.2909146088115,10,10
2,1.0,100000000.0,0.0,0.0,0.0,484.14969991426915,0.7830511071538873,2,True,1.285281852956168,0.1,2.4,3.4,0.1,0.0,2,-1.0341664800550276,521011.2,5210112.0,2,,783.0511071538873,0.0328125,4.5051784873008724,298.90140723961804,10,10
2,1.0,100000000.0,0.0,0.0,0.0,363.96270012483,0.5592831570493196,2,True,1.2307160772648473,0.1,1.9,2.9,0.1,0.0,2,-0.8949996171570835,460390.4,4603904.0,3,,559.2831570493196,0.0265625,4.396476876735687,224.18339609763498,10,10
2,1.0,100000000.0,0.0,0.0,0.0,435.60740002430975,0.7208506408167877,3,True,1.4908141428755899,0.1,2.1,3.1,0.1,0.0,2,-1.1058323918461888,686489.6,6864896.0,1,,720.8506408167877,0.01875,4.398022985458374,285.243240792478,10,10
2,1.0,100000000.0,0.0,0.0,0.0,354.4070000643842,0.6569688785335119,3,True,1.1054247798198547,0.1,2.8,3.8,0.1,0.0,2,-0.8811968291766833,363724.8,3637248.0,2,,656.9688785335119,0.0234375,4.495611333847046,302.5618784691278,10,10
2,1.0,100000000.0,0.0,0.0,0.0,481.4885999658145,0.683648897092512,3,True,1.5661195039208697,0.1,2.9,3.9,0.1,0.0,2,-1.1248842005066908,350617.6,3506176.0,3,,683.648897092512,0.028125,4.426626926660537,202.1602971266975,10,10
2,1.0,100000000.0,0.0,0.0,0.0,481.41090013086796,0.695557900274861,4,True,1.707402211150956,0.1,3.2,4.2,0.1,0.0,2,-1.2014800557129084,398131.2,3981312.0,1,,695.557900274861,0.01875,4.435529839992523,214.14700014399304,10,10
2,1.0,100000000.0,0.0,0.0,0.0,299.3032999802381,0.4912460905611844,4,True,1.0192814694540555,0.1,2.7,3.7,0.1,0.0,2,-0.75526378000762,389939.2,3899392.0,2,,491.2460905611844,0.0296875,4.479223340749741,191.94279058094634,10,10
