algorithm,bandwidth_cv_ci95,bandwidth_cv_mean,bandwidth_cv_std,bandwidth_floor_hit_rate_ci95,bandwidth_floor_hit_rate_mean,bandwidth_floor_hit_rate_std,bandwidth_gini_ci95,bandwidth_gini_mean,bandwidth_gini_std,cluster_load_cv_ci95,cluster_load_cv_mean,cluster_load_cv_std,cluster_size_std_ci95,cluster_size_std_mean,cluster_size_std_std,compute_delay_ms_ci95,compute_delay_ms_mean,compute_delay_ms_std,delay_normalized_ci95,delay_normalized_mean,delay_normalized_std,epoch,is_warmup,kl_normalized_ci95,kl_normalized_mean,kl_normalized_std,kl_sum_ci95,kl_sum_mean,kl_sum_std,max_bandwidth_share_ci95,max_bandwidth_share_mean,max_bandwidth_share_std,max_cluster_size_ci95,max_cluster_size_mean,max_cluster_size_std,mean_l1_ci95,mean_l1_mean,mean_l1_std,mean_l2_ci95,mean_l2_mean,mean_l2_std,min_bandwidth_share_ci95,min_bandwidth_share_mean,min_bandwidth_share_std,physical_cluster_count_ci95,physical_cluster_count_mean,physical_cluster_count_std,ppo_approx_kl_ci95,ppo_approx_kl_mean,ppo_approx_kl_std,ppo_clip_fraction_ci95,ppo_clip_fraction_mean,ppo_clip_fraction_std,ppo_entropy_ci95,ppo_entropy_mean,ppo_entropy_std,ppo_grad_norm_ci95,ppo_grad_norm_mean,ppo_grad_norm_std,ppo_policy_loss_ci95,ppo_policy_loss_mean,ppo_policy_loss_std,ppo_value_loss_ci95,ppo_value_loss_mean,ppo_value_loss_std,reward_ci95,reward_mean,reward_std,seed_count,smashed_data_bytes_total_ci95,smashed_data_bytes_total_mean,smashed_data_bytes_total_std,test_accuracy_ci95,test_accuracy_mean,test_accuracy_std,total_delay_ms_ci95,total_delay_ms_mean,total_delay_ms_std,train_accuracy_ci95,train_accuracy_mean,train_accuracy_std,train_loss_ci95,train_loss_mean,train_loss_std,tx_delay_ms_ci95,tx_delay_ms_mean,tx_delay_ms_std
MAT-RL,0.03266907465455787,0.20615974728763206,0.028869641396915762,0.0,0.0,0.0,0.01894352593126738,0.11259759920643402,0.016740382340537565,0.04355555555555555,0.3111111111111111,0.03849001794597504,0.21777777777777788,1.5555555555555556,0.19245008972987535,9.915240186805978,210.51971114421679,8.762091720814631,0.11762217247040205,0.47144682943877075,0.10394264225273757,11,False,0.003014143854420659,0.13901125918663618,0.002663597090396975,0.027761290829314573,1.2803410126459203,0.024532635816361618,0.005710111975311422,0.136857807636261,0.00504602247864636,0.2177777777777782,6.555555555555556,0.19245008972987562,0.6412436989799445,2.266666666666667,0.5666666666666668,1.2088138048578099,4.433333333333333,1.0682280239308044,0.00888342970496409,0.06701961076921886,0.007850281425747146,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.05872264985313508,-0.3052290633530761,0.05189316994934032,3,1597886.461617427,4955249.777777778,1412051.294004,,,,117.622172470402,471.44682943877075,103.94264225273753,0.0003402777777777766,0.018055555555555557,0.00030070326520292905,0.00880721042494601,4.542418373955621,0.007782926494365699,80.72930766816862,305.41857364305366,71.34044007200397
MAT-RL,0.03189884835220107,0.2199431058602986,0.028188992882115824,0.0,0.0,0.0,0.01749966876325468,0.12222273764373488,0.015464446639583226,0.15704178888687603,0.3111111111111111,0.13877773329774223,0.78520894443438,1.5555555555555556,0.6938886664887111,26.41389732060295,230.92408887653923,23.341944992444766,0.05458014462299511,0.5415903655935751,0.048232440597696324,12,False,0.022594292954963187,0.14208909581561568,0.019966562938312133,0.2663366820669634,1.2749728630634014,0.23536156390780574,0.009837590005624055,0.1371395836273829,0.008693472302945236,0.78520894443438,7.111111111111111,0.6938886664887111,0.48647870545810895,2.0444444444444443,0.42990093604784674,0.452642611044667,4.8,0.40000000000000036,0.0038748017002222233,0.06701368300451171,0.0034241599051220207,0.2177777777777777,1.888888888888889,0.1924500897298752,0.011039806970044981,0.04953079217941397,0.009755870702995372,0.040251777478056625,0.2958002756867144,0.03557047126885241,0.09882531867480034,-0.9668327553404702,0.08733187398925488,1.1532139500169878,4.52545040514734,1.019094466033989,0.0671049486806865,0.027229385760923226,0.05930060232359751,0.12037104571638639,0.3889941267100059,0.10637181986784555,0.03660861853318113,-0.3418397514006526,0.03235101392570273,3,976459.230065625,8277560.888888888,862896.4275475765,,,,54.58014462299509,541.5903655935749,48.23244059769631,0.004449709338197769,0.030208333333333334,0.003932205435036847,0.006967260067650801,4.424042544762293,0.006156963483018857,51.778226780738414,325.92739892367575,45.756387505133894
MAT-RL,0.017266698341247715,0.2232671679180388,0.015258570819390969,0.0,0.0,0.0,0.009879175305634133,0.12348122334538503,0.008730221207264341,0.1508808703482222,0.4000000000000001,0.13333333333333333,0.754404351741111,2.0,0.6666666666666666,69.51085061153258,285.6609444392638,61.42669639617581,0.20957298625250914,0.4677496757399309,0.18519952045065288,13,False,0.007496226353853174,0.15799985146476073,0.006624410668321679,0.06904279622436571,1.4552324107121262,0.06101307701899288,0.005569527715185828,0.1365859458843867,0.004921788253502478,0.7544043517411114,7.0,0.666666666666667,1.6962917871523442,2.055555555555556,1.499012020311057,1.318769872005212,4.288888888888889,1.1653961335735368,0.0027146643996562563,0.06351427816682392,0.002398947278419949,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.10696574404314492,-0.31287479464643164,0.09452556293476275,3,3928665.0381969046,4390912.0,3471758.9041206953,,,,209.5729862525091,467.749675739931,185.19952045065287,0.0037891729691482117,0.021006944444444443,0.003348489847567,0.016686682036446594,4.413066812356313,0.01474601076371041,158.22895421261316,183.54680521861292,139.82683057384466
MAT-RL,0.026942551968752722,0.2154234457767278,0.023809116783390098,0.0,0.0,0.0,0.014878770478684659,0.12060374677784508,0.013148360420019252,0.08711111111111114,0.35555555555555557,0.07698003589195011,0.43555555555555564,1.7777777777777777,0.3849001794597506,15.9857217564097,222.1289222426195,14.12657259069428,0.07757950504588246,0.49143427907634973,0.06855696141097678,14,False,0.013358563402429594,0.14905459993945203,0.011804954351601135,0.12303691581700076,1.372843599451094,0.10872764765388782,0.004982861464273119,0.13403333557976616,0.004403351644488823,0.43555555555555575,6.777777777777778,0.3849001794597507,0.39919326053837506,2.3000000000000003,0.3527668414752785,0.3828183981027114,4.366666666666667,0.3382963855030741,0.003855119923659164,0.06489505825771226,0.0034067671311473076,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.041656844483130666,-0.3202444713798291,0.03681212812641714,3,2002826.045211553,5463153.777777778,1769896.1576676792,,,,77.57950504588241,491.4342790763497,68.55696141097674,0.0032460431159326624,0.02309027777777778,0.0028685263267115117,0.017456564032925493,4.434787825743357,0.015426355015615519,70.18586758021753,292.26227843937613,62.02320848073371
MAT-RL,0.08677137920280674,0.19456739326948017,0.07667981501126872,0.0,0.0,0.0,0.04600118999484891,0.10628003676329767,0.04065122361209562,0.07544043517411109,0.3333333333333333,0.06666666666666665,0.3772021758705556,1.6666666666666667,0.33333333333333337,12.90619801645801,216.31967779507656,11.40519933522956,0.11705608525345508,0.38780402784335194,0.1034423913235195,15,False,0.009269421027864568,0.1418934111973643,0.008191381722963652,0.08537452271778616,1.306886613668502,0.07544541378528008,0.022557269879724888,0.13652289989921781,0.019933845669248267,0.3772021758705557,6.666666666666667,0.3333333333333335,1.5144561669066163,2.1999999999999997,1.3383239933256486,0.8960702132983185,4.477777777777778,0.791856702337637,0.010420922370845834,0.07221992934743564,0.009208962759202095,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.06309421572192601,-0.2648487286266233,0.05575632004800352,3,2238531.720748856,3870264.8888888885,1978189.1197406147,,,,117.05608525345508,387.8040278433519,103.44239132351949,0.004678046021934086,0.024999999999999998,0.004133986423538422,0.010096516264532921,4.41282747719023,0.008922285280416607,85.54026963030391,207.20759114667555,75.59188423103438
MAT-RL,0.018400168417167965,0.2013101831518734,0.016260217635897512,0.0,0.0,0.0,0.010201173553176781,0.11093237957036757,0.009014770862719448,0.043555555555555535,0.22222222222222224,0.03849001794597503,0.2177777777777777,1.111111111111111,0.1924500897298752,11.546090634116737,196.3723777767478,10.203273268921095,0.08034351418769352,0.3515398926707847,0.07099951460801843,16,False,0.006207714239582474,0.13698443761880216,0.005485753296849818,0.057175161078517944,1.2616732961329065,0.05052565506067737,0.005362906004706213,0.13476613495084977,0.004739196773656825,0.2177777777777776,6.111111111111111,0.1924500897298751,1.1076735268007938,2.6555555555555554,0.9788504217438679,0.46860191323384476,4.477777777777778,0.414103225635205,0.005778862231673321,0.06573139793343015,0.005106777038366868,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.03765856638011752,-0.24426218335732383,0.03327885219926975,3,2149504.4768817094,3282261.3333333335,1899515.798497899,,,,80.34351418769349,351.5398926707847,70.99951460801839,0.006237394695912116,0.03489583333333333,0.0055119818980512315,0.015929850872132938,4.382454911867778,0.014077199524249814,104.34377929953396,187.71398123799827,92.20853428599311
MAT-RL,0.029206195836735303,0.19770819178212026,0.02580949749236335,0.0,0.0,0.0,0.016512993509986622,0.10740584746394073,0.014592522318546916,0.22632130552233332,0.3333333333333333,0.2,1.1316065276116665,1.6666666666666667,0.9999999999999999,22.09158325207445,236.50393334941734,19.522318679709507,0.0839877192946393,0.4429824024042342,0.07421989644395316,17,False,0.02850841325522869,0.13777241357349115,0.02519286744960517,0.3351889860601968,1.230689483089914,0.2962063030580393,0.004180209679793622,0.1353178396821022,0.0036940487508641743,0.5761858410762886,7.222222222222222,0.5091750772173155,1.85264772823607,2.0444444444444447,1.6371836703224139,1.072431182862242,4.077777777777778,0.9477067838462206,0.005792989391057543,0.07118875450558132,0.005119261200519977,0.2177777777777777,1.888888888888889,0.1924500897298752,,,,,,,,,,,,,,,,,,,0.043740737136481876,-0.2903774328241313,0.03865366279637827,3,1311522.1841856684,5157319.111111112,1158991.356256778,,,,83.98771929463933,442.9824024042343,74.21989644395317,0.005981537470354865,0.03229166666666667,0.005285881023485531,0.01423691978100666,4.371233293745253,0.012581157348972402,108.91496317222744,243.1690134888639,96.24808669326075
MAT-RL,0.025211893339810016,0.19946428910552697,0.02227973480589711,0.0,0.0,0.0,0.012470661407644208,0.10908083052642391,0.01102031589899397,0.07544043517411105,0.46666666666666673,0.06666666666666662,0.37720217587055543,2.3333333333333335,0.33333333333333326,11.010005257269597,236.5822666712726,9.729534947546627,0.05910864620783476,0.5118131207009974,0.05223427469315471,18,False,0.02446736262665847,0.1601799315157909,0.021621793467645086,0.22535273779609385,1.4753116900202692,0.19914407728958256,0.010161597427195952,0.13728371345334583,0.00897979746426764,0.3772021758705557,7.333333333333333,0.3333333333333335,0.33948195828349986,1.9333333333333336,0.29999999999999993,0.7921245693281666,4.4,0.7,0.0020973928630260113,0.06666130738125907,0.0018534647970374501,0.0,2.0,0.0,0.02814196040206986,0.038215996923908174,0.024869033286212483,0.1055221052948027,0.21931217647054127,0.09324982025113833,0.06646660453924208,-0.9656791951921252,0.05873649799416094,1.2576476646856123,5.10352566672696,1.1113824761509323,0.13255525210839786,0.044418476108047694,0.11713899564379929,0.033289004222799796,0.4380680279702776,0.029417472779216407,0.018716305622806625,-0.33599653769818616,0.01653958789218782,3,1053662.938187483,6482602.666666667,931121.2974454215,,,,59.10864620783475,511.8131207009974,52.23427469315471,0.009844560151846978,0.03802083333333333,0.008699631816921911,0.01958676415176297,4.3560357901785105,0.017308811564654178,95.88175886433723,304.50155403414215,84.73065197556105
MAT-RL,0.025657427397962684,0.19122588199888443,0.022673452982031175,0.0,0.0,0.0,0.013962108753105967,0.10631882881286296,0.01233830701080698,0.13066666666666668,0.26666666666666666,0.11547005383792515,0.6533333333333334,1.3333333333333333,0.5773502691896258,12.400314425845334,232.52374441492267,10.958150313976228,0.10200306956349234,0.4108573447046521,0.09014005051630167,19,False,0.00798718879443468,0.1357982785806786,0.007058273878370243,0.07356472741197764,1.2507483676564928,0.06500910485841846,0.008628249782770962,0.131118173400561,0.007624779083752263,0.6533333333333333,6.333333333333333,0.5773502691896257,1.0046143415802116,3.3111111111111113,0.887777082463919,0.6015556786930879,5.322222222222222,0.5315943872846974,0.003283021918116183,0.06865489482879639,0.002901204471703806,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.047285254155068644,-0.2733278331665649,0.041785950329278704,3,1961037.3316259086,4256199.111111111,1732967.4968955975,,,,102.00306956349236,410.8573447046521,90.14005051630168,0.009726231812081475,0.04079861111111111,0.008595065135060115,0.02999929390955943,4.309280947844187,0.026510357776810465,121.40199205503691,197.02372521116158,107.28286652010057
MAT-RL,0.02812923231691284,0.2179181087935643,0.024857785485102778,0.0,0.0,0.0,0.016305203854568625,0.11863404608173334,0.014408898726469773,0.07544043517411114,0.3333333333333333,0.06666666666666671,0.3772021758705556,1.6666666666666667,0.33333333333333337,11.739154168486454,217.8356666958684,10.373883396786997,0.07169832597252872,0.40021610101512745,0.06335976704186477,20,False,0.004621350977597086,0.1421365666597499,0.004083885047350129,0.04256421548203421,1.3091261582403786,0.037613971326118906,0.005333972047074831,0.14203181366125742,0.004713627852900908,0.3772021758705557,6.666666666666667,0.3333333333333335,0.539192446003429,3.0555555555555554,0.47648403649759047,0.5847647622424713,4.888888888888889,0.5167562646325995,0.0017449592671395955,0.0684069539937708,0.0015420194427673126,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.036578893017942045,-0.2711763508082056,0.03232474550597045,3,1298920.0113687334,3948544.0,1147854.823805403,0.006272105006716469,0.018229166666666668,0.005542655378591866,71.69832597252876,400.21610101512744,63.35976704186482,0.004800208770858531,0.04722222222222222,0.004241941570441187,0.046920660253300786,4.282413351535797,0.04146375892009926,76.4716678180748,220.5507194349966,67.57796632675274
MAT-RL,0.02305112973061633,0.25150564570475803,0.020370269319024987,0.0,0.0,0.0,0.009546827944024476,0.13665547684277896,0.008436526046004447,0.07544043517411114,0.3333333333333333,0.06666666666666671,0.3772021758705556,1.6666666666666667,0.33333333333333337,12.645436188716916,214.9506333322885,11.174764266697876,0.09502777256160534,0.4472596967900127,0.08397598479938782,21,False,0.012972666901696048,0.1626568332159949,0.011463937848675861,0.1194826776968904,1.4981247977470744,0.10558676958948515,0.019463740402943068,0.1497456845309999,0.01720009555266761,0.3772021758705557,6.666666666666667,0.3333333333333335,1.17256700564021,1.7444444444444442,1.0361967495141562,0.18606941489802672,4.555555555555556,0.16442942874387534,0.005218673601471712,0.06362847487131755,0.004611738686667071,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,0.04297367129825812,-0.30495828487121873,0.03797580718180993,3,1231703.1089422414,3770140.4444444445,1088455.288024748,,,,95.02777256160529,447.2596967900127,83.97598479938776,0.007145833333333334,0.027083333333333334,0.006314768569261532,0.033412101500215036,4.484446607695685,0.02952625376837793,108.78695504645847,276.80782829412504,96.13496599039671
