available_migs,bandwidth_allocation_sum,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_unused,bandwidth_violation,cluster_load_cv,cluster_size_std,cluster_size_violation,compute_delay_ms,delay,delay_normalized,epoch,is_warmup,kl_normalized,kl_sum,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,penalty,physical_cluster_count,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count,virtual_cluster_count
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,480.4858000134118,0.6886695831307224,0.6886695831307224,1,True,0.13581177849620746,1.2508727064735066,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.4122406808134649,524288.0,5242880.0,1,,688.6695831307223,0.0265625,4.563367486000061,321.779396650883,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,160.9469999675639,0.3181984254740887,0.3181984254740887,1,True,0.12647601289682708,1.164887127670227,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.2223372191854579,524288.0,5242880.0,2,,318.1984254740887,0.015625,4.7255359292030334,159.77732541503016,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.29229997750372,0.3105304715998848,0.3105304715998848,1,True,0.1341566351004878,1.2356282724345,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.2223435533501863,524288.0,5242880.0,3,,310.5304715998848,0.0203125,4.629236698150635,152.29197165066418,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,160.35399993415922,0.3054346869659583,0.3054346869659583,2,True,0.13581177849620746,1.2508727064735066,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.2206232327310829,524288.0,5242880.0,1,,305.43468696595835,0.03125,4.402600884437561,145.0806870317991,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.20850009610876,0.34875628269125253,0.34875628269125253,2,True,0.12647601289682708,1.164887127670227,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.2376161477940398,524288.0,5242880.0,2,,348.7562826912525,0.034375,4.4712143540382385,190.76928267801657,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,160.72109999367967,0.30513091243017254,0.30513091243017254,2,True,0.1341566351004878,1.2356282724345,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.21964377376533017,524288.0,5242880.0,3,,305.13091243017254,0.0265625,4.488215625286102,145.70227045984032,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.6109000169672,0.33908127282657624,0.33908127282657624,3,True,0.13581177849620746,1.2508727064735066,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.23744652566139185,524288.0,5242880.0,1,,339.08127282657625,0.0296875,4.448442041873932,177.47037280960905,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.41580004477873,0.35589530325607294,0.35589530325607294,3,True,0.12647601289682708,1.164887127670227,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.24118565807645,524288.0,5242880.0,2,,355.89530325607296,0.0296875,4.5121026039123535,197.95690332186305,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.358300014399,0.3344162007367477,0.3344162007367477,3,True,0.1341566351004878,1.2356282724345,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.23428641791861776,524288.0,5242880.0,3,,334.4162007367477,0.015625,4.42649120092392,176.2236007295788,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.05519997654483,0.45102019321670456,0.45102019321670456,4,True,0.13581177849620746,1.2508727064735066,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.293415985856456,524288.0,5242880.0,1,,451.02019321670457,0.0171875,4.425837814807892,289.96499324015974,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.36920009739697,0.43734769870198237,0.43734769870198237,4,True,0.12647601289682708,1.164887127670227,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.2819118557994047,524288.0,5242880.0,2,,437.3476987019824,0.0140625,4.496672034263611,275.9784986045854,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.92169999703765,0.2954955301109258,0.2954955301109258,4,True,0.1341566351004878,1.2356282724345,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.2148260826057068,524288.0,5242880.0,3,,295.49553011092576,0.028125,4.506942570209503,137.17103003072774,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.36650001863018,0.3347934412634313,0.3347934412634313,5,True,0.13581177849620746,1.2508727064735066,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.23530260987981938,524288.0,5242880.0,1,,334.7934412634313,0.0265625,4.366513907909393,173.47841231144193,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,162.51330001978204,0.3788212599368863,0.3788212599368863,5,True,0.12647601289682708,1.164887127670227,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.2526486364168567,524288.0,5242880.0,2,,378.8212599368863,0.0296875,4.459048926830292,220.27455991097764,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.73330001765862,0.31013625294423697,0.31013625294423697,5,True,0.1341566351004878,1.2356282724345,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.2221464440223624,524288.0,5242880.0,3,,310.13625294423696,0.0328125,4.407603085041046,151.6731529146157,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.49169992422685,0.36585657242649416,0.36585657242649416,6,False,0.13581177849620746,1.2508727064735066,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.2508341754613508,524288.0,5242880.0,1,,365.85657242649415,0.021875,4.379761159420013,207.61537251492211,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,166.28009994747117,0.3061242747393507,0.3061242747393507,6,False,0.12647601289682708,1.164887127670227,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.2163001438180889,524288.0,5242880.0,2,,306.1242747393507,0.0390625,4.409661829471588,139.84417479187954,10,2
2,1.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,161.57629998633638,0.31286617678875117,0.31286617678875117,6,False,0.1341566351004878,1.2356282724345,0.1,5,3.0,4.0,0.1,2,0.0,2,-0.2235114059446195,524288.0,5242880.0,3,,312.86617678875115,0.025,4.450903356075287,154.66177680814653,10,2
