actual_bandwidth_tx_delay_ms,available_migs,bandwidth_allocation_sum,bandwidth_alpha_max,bandwidth_alpha_mean,bandwidth_alpha_min,bandwidth_context_score_std,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_latent_mean,bandwidth_physical_score_std,bandwidth_unused,bandwidth_violation,baseline_exploration_epsilon,channel_bandwidth_spearman,channel_permutation_delta_spearman,cluster_load_cv,cluster_size_std,cluster_size_violation,compute_delay_ms,cpsl_proxy_delay,delay,delay_normalized,epoch,equal_bandwidth_improvement,equal_bandwidth_tx_delay_ms,feature_compression_mean,is_warmup,kl_normalized,kl_sum,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,oracle_bandwidth_tx_delay_ms,oracle_gap_closure,oracle_opportunity,pcsfl_cluster_q_loss,pcsfl_clustering_factor,pcsfl_learning_reward,pcsfl_learning_reward_mean,pcsfl_split_q_loss,pcsfl_waiting_factor,penalty,physical_cluster_count,required_airtime_bandwidth_spearman,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,top_worker_count,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count,virtual_cluster_count
299.5917460620958,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.8,4.0,0.0,993.5864969156682,,1.293178242977764,1.293178242977764,1,0.0,299.5917460620958,1.0,True,0.2629020552836275,2.4214174136543085,0.1,9,1.3,2.3,0.1,2,211.68714556357233,0.0,0.29341462725179246,,0.0001035961504385341,-0.0016202259615640258,,,0.07686854150672533,0.0,2,0.0,-0.7780401491306957,969932.8,9699328.0,1,,0,1293.178242977764,0.03125,4.542465525865555,299.5917460620958,10,2
321.45164654444164,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29916666666666664,0.0,0.0,0.4,2.0,0.0,773.3057169243693,,1.094757363468811,1.094757363468811,1,0.0,321.45164654444164,1.0,True,0.12057595033889269,1.1105455432956988,0.1,7,1.0,2.0,0.1,2,222.6562069747465,0.0,0.30734152595493514,,7.361446114373393e-05,-0.0025322051192155914,,,0.09613538419619097,0.0,2,0.0,-0.6076666569038519,948633.6,9486336.0,2,,0,1094.757363468811,0.0203125,4.620888066291809,321.4516465444417,10,2
659.345269964387,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29833333333333334,0.0,0.0,0.6,3.0,0.0,895.9023728966713,,1.2542243811264564,1.2542243811264564,1,0.0,659.345269964387,1.0,True,0.16177828791050808,1.490033096451339,0.1,8,1.5,2.5,0.1,2,259.0397759954587,0.0,0.6071257536897927,,7.777552127663512e-05,-0.00702083137179621,,,0.160208140911196,0.0,2,0.0,-0.7080013345184822,917504.0,9175040.0,3,,0,1254.2243811264564,0.0296875,4.468417662382126,659.3452699643871,10,2
523.0868500498526,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2975,0.0,0.0,0.6,3.0,0.0,894.0029959194362,,1.4170898459692889,1.4170898459692889,2,0.0,523.0868500498526,1.0,True,0.16585014145772886,1.527536253566081,0.1,8,1.1,2.1,0.1,2,279.7885513594868,0.0,0.46512027336794715,,4.572543093672721e-05,-0.010454895226841732,,,0.19562128596954115,0.0,2,0.0,-0.7914699937135089,1048576.0,10485760.0,1,,0,1417.089845969289,0.01875,4.317880487442016,523.0868500498526,10,2
436.9721616156064,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29666666666666663,0.0,0.0,0.8,4.0,0.0,1006.1464766040444,,1.4431186382196508,1.4431186382196508,2,0.0,436.9721616156064,1.0,True,0.20751856787913212,1.9113166436718505,0.1,9,1.4,2.4,0.1,2,251.1074385988068,0.0,0.425346828341665,,6.185186066431925e-05,-0.007800353665516735,,,0.1688935425444089,0.0,2,0.0,-0.8253186030493914,996147.2,9961472.0,2,,0,1443.1186382196508,0.0328125,4.434388732910156,436.9721616156063,10,2
390.6409138489792,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29583333333333334,0.0,0.0,0.8,4.0,0.0,1007.0392289198935,,1.3976801427688728,1.3976801427688728,2,0.0,390.6409138489792,1.0,True,0.2643251621879603,2.4345247126289236,0.1,9,1.2,2.2,0.1,2,225.11372756481066,0.0,0.42373233426379125,,6.457126073655672e-05,-0.006916155734628948,,,0.15900883387626635,0.0,2,0.0,-0.8310026524784165,896204.8,8962048.0,3,,0,1397.6801427688727,0.0546875,4.340455901622772,390.6409138489792,10,2
322.5055884397863,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.295,0.0,0.0,0.6,3.0,0.0,889.2228482291102,,1.2117284366688965,1.2117284366688965,3,0.0,322.5055884397863,1.0,True,0.17978958033619435,1.6559232302311062,0.1,8,1.5,2.5,0.1,2,192.66111899322928,0.0,0.402611533259678,,4.84090323880082e-05,-0.003271478438836628,,,0.1092932684650334,0.0,2,0.0,-0.6957590085025455,843776.0,8437760.0,1,,0,1211.7284366688966,0.0328125,4.238148790597916,322.50558843978627,10,2
302.5618784691278,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29416666666666663,0.0,0.0,0.8,4.0,0.0,1013.4916761890054,,1.2974606258331578,1.2974606258331578,3,0.0,302.5618784691278,1.0,True,0.19576302645213375,1.803044105872329,0.1,9,1.3,2.3,0.1,2,220.87675349221644,0.0,0.2699782450790349,,5.372096711653285e-05,-0.0011757662040584038,,,0.06549204109228353,0.0,2,0.0,-0.7466118261426458,969932.8,9699328.0,2,,0,1297.4606258331578,0.0296875,4.393582546710968,302.5618784691278,10,2
327.08996048424933,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29333333333333333,0.0,0.0,0.8,4.0,0.0,1010.3621166199446,,1.337452077104194,1.337452077104194,3,0.0,327.08996048424933,1.0,True,0.21593318100677225,1.9888180946759153,0.1,9,1.4,2.4,0.1,2,205.60439127680465,0.0,0.37141332319582054,,7.667106001463253e-05,-0.0032225211944758025,,,0.10846492214274701,0.0,2,0.0,-0.7766926290554831,956825.6,9568256.0,3,,0,1337.452077104194,0.0421875,4.353320926427841,327.08996048424933,10,2
377.9134027570164,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2925,0.0,0.0,0.6,3.0,0.0,895.6822399049997,,1.2735956426620163,1.2735956426620163,4,0.0,377.9134027570164,1.0,True,0.17627797085187216,1.6235801116270392,0.1,8,1.4,2.4,0.1,2,222.15065429013248,0.0,0.412165187396207,,5.293879257806111e-05,-0.004619665359815339,,,0.12990537406764036,0.0,2,0.0,-0.7249368067569443,956825.6,9568256.0,1,,0,1273.5956426620164,0.0359375,4.2245371580123905,377.91340275701646,10,2
401.6526632636594,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29166666666666663,0.0,0.0,0.6,3.0,0.0,897.9170811362565,,1.299569744399916,1.299569744399916,4,0.0,401.6526632636594,1.0,True,0.14722001113774427,1.3559464121447495,0.1,8,1.1,2.1,0.1,2,209.69132144797226,0.0,0.47792871645837126,,4.342832835391164e-05,-0.005896598075542603,,,0.14679871195599528,0.0,2,0.0,-0.72339487776883,896204.8,8962048.0,2,,0,1299.5697443999159,0.0546875,4.391733837127686,401.65266326365946,10,2
264.0690115083607,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29083333333333333,0.0,0.0,0.4,2.0,0.0,785.9825720079243,,1.0165412522897694,1.0165412522897694,4,0.0,264.0690115083607,1.0,True,0.137985809018954,1.2708962675670674,0.1,7,1.4,2.4,0.1,2,192.09838289193914,0.0,0.27254477231283497,,4.810332666238537e-05,-0.0006601515527174806,,,0.04906677285023007,0.0,2,0.0,-0.5772635306543618,943718.4,9437184.0,3,,0,1016.5412522897694,0.04375,4.302376407384872,264.06901150836063,10,2
232.31051577348023,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.8,4.0,0.0,961.6560419090092,,1.1938134695399616,1.1938134695399616,5,0.0,232.31051577348023,1.0,True,0.22919659908523476,2.1109786896743774,0.1,9,1.9,2.9,0.1,2,175.00598853257614,0.0,0.24667211921125518,,4.5446748117683455e-05,-0.0009371204124275501,,,0.05846748660565952,0.0,2,0.0,-0.7115050343125982,851968.0,8519680.0,1,,0,1193.8134695399615,0.03125,4.259437924623489,232.31051577348023,10,2
260.0703076025939,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2891666666666667,0.0,0.0,0.2,1.0,0.0,666.0712691955268,,0.9261415767981207,0.9261415767981207,5,0.0,260.0703076025939,1.0,True,0.1186105119438023,1.0924431866967657,0.1,6,1.6,2.6,0.1,2,168.44277368469935,0.0,0.3523183202363417,,4.588882075040601e-05,-0.0017791556366646977,,,0.08057661311083643,0.0,2,0.0,-0.5223760443709615,778240.0,7782400.0,2,,0,926.1415767981207,0.0328125,4.37804000377655,260.0703076025939,10,2
405.21518666244657,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.28833333333333333,0.0,0.0,0.0,0.0,0.0,1146.1258931085467,,1.5513410797709932,1.5513410797709932,5,0.0,405.21518666244657,1.0,True,0.06589216915936784,0.3034446529028048,0.1,10,1.5,2.5,0.1,1,225.00913743727097,0.0,0.44471691870544655,,3.856043622363359e-05,-0.008796958045301284,,,0.17939172669417774,0.0,1,0.0,-0.8086166244651806,956825.6,9568256.0,3,,0,1551.3410797709932,0.025,4.401958012580872,405.2151866624466,10,1
300.3480437070698,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2875,0.0,0.0,0.8,4.0,0.0,1003.9983452297747,,1.3043463889368445,1.3043463889368445,6,0.0,300.3480437070698,1.0,False,0.22919659908523476,2.1109786896743774,0.1,9,1.2,2.2,0.1,2,139.90411290406803,0.0,0.5341933605516777,,5.047977265348891e-05,-0.005289111490152099,,,0.13901601294900187,0.0,2,0.0,-0.7667714940110396,617676.8,6176768.0,1,,0,1304.3463889368445,0.034375,4.22853052020073,300.3480437070698,10,2
273.58962902076837,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2866666666666667,0.0,0.0,0.8,4.0,0.0,1008.6676552891731,,1.2822572843099416,1.2822572843099416,6,0.0,273.58962902076837,1.0,False,0.18762367076003547,1.728077869539522,0.1,9,1.3,2.3,0.1,2,194.70985956925742,0.0,0.2883141796486852,,5.42803081771126e-05,-0.0016414332901048545,,,0.07739075924525714,0.0,2,0.0,-0.7349404775349885,869990.4,8699904.0,2,,0,1282.2572843099415,0.040625,4.380987668037415,273.58962902076837,10,2
1360.5907342162131,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.28583333333333333,0.0,0.0,0.2,1.0,0.0,639.1973607242107,,1.9997880949404239,1.9997880949404239,6,0.0,1360.5907342162131,1.0,False,0.12846529393749476,1.1832090831502953,0.1,6,1.4,2.4,0.1,2,385.7280651266919,0.0,0.7164995649122249,,5.269678877084516e-05,-0.0909927820628949,,,0.5852236176823378,0.0,2,0.0,-1.0641266944389594,956825.6,9568256.0,3,,0,1999.788094940424,0.025,4.276182943582535,1360.5907342162131,10,2
290.19291144110457,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.285,0.0,0.0,0.8,4.0,0.0,1008.7936809286475,,1.2989865923697521,1.2989865923697521,7,0.0,290.19291144110457,1.0,False,0.24350425301402215,2.2427570522829514,0.1,9,1.8,2.8,0.1,2,201.1468929830172,0.0,0.3068511150595748,,4.925695975543931e-05,-0.0017798917517338753,,,0.08059249628692415,0.0,2,0.0,-0.7712454226918871,878182.4,8781824.0,1,,0,1298.986592369752,0.0421875,4.298124676942825,290.1929114411046,10,2
259.5278885915139,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2841666666666667,0.0,0.0,0.6,3.0,0.0,896.966464817524,,1.156494353409038,1.156494353409038,7,0.0,259.5278885915139,1.0,False,0.14120578763986122,1.3005533666561093,0.1,8,1.8,2.8,0.1,2,180.24581861507832,0.0,0.3054857433885352,,4.406525113154203e-05,-0.001311162495745144,,,0.06916546546973637,0.0,2,0.0,-0.6488500705244495,878182.4,8781824.0,2,,0,1156.494353409038,0.0515625,4.334091383218765,259.52788859151394,10,2
288.2722521362361,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2833333333333333,0.0,0.0,0.8,4.0,0.0,1006.5312180668116,,1.2948034702030475,1.2948034702030475,7,0.0,288.2722521362361,1.0,False,0.21593318100677225,1.9888180946759153,0.1,9,1.7,2.7,0.1,2,210.99412796289647,0.0,0.2680734049173014,,4.476713183976244e-05,-0.0014720870544127074,,,0.07328959100486403,0.0,2,0.0,-0.7553683256049099,891289.6,8912896.0,3,,0,1294.8034702030475,0.0375,4.275477147102356,288.2722521362361,10,2
292.7536423587628,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2825,0.0,0.0,0.4,2.0,0.0,780.5301672779024,,1.055927662622441,1.055927662622441,8,0.0,292.7536423587628,1.0,False,0.15024406106926042,1.3837989413158645,0.1,7,1.1,2.1,0.1,2,235.83527423618983,0.0,0.19442411600406617,,3.710965029313229e-05,-0.000569413153947651,,,0.04557206829645367,0.0,2,0.0,-0.6030858618458507,1048576.0,10485760.0,1,,0,1055.927662622441,0.0296875,4.2713438153266905,292.7536423587628,10,2
532.0266515921337,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2816666666666667,0.0,0.0,0.8,4.0,0.0,1006.9976206868887,,1.5390242722790224,1.5390242722790224,8,0.0,532.0266515921337,1.0,False,0.2096852406841227,1.9312724376805182,0.1,9,1.3,2.3,0.1,2,255.11863444795034,0.0,0.5204777172638123,,6.113771451055072e-05,-0.018050252377372678,,,0.25736726697352796,0.0,2,0.0,-0.8743547564815726,969932.8,9699328.0,2,,0,1539.0242722790224,0.0296875,4.361931824684143,532.0266515921336,10,2
330.68395506841904,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2808333333333333,0.0,0.0,0.4,2.0,0.0,759.086653124541,,1.0897706081929601,1.0897706081929601,8,0.0,330.68395506841904,1.0,False,0.15236600166139494,1.403342736418536,0.1,7,1.0,2.0,0.1,2,237.7455550784467,0.0,0.28104901542847227,,4.192792403046042e-05,-0.0013682283481212254,,,0.07065601562903423,0.0,2,0.0,-0.6210683049271776,1048576.0,10485760.0,3,,0,1089.77060819296,0.0375,4.2930511116981505,330.68395506841904,10,2
296.921633225077,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.27999999999999997,0.0,0.0,0.6,3.0,0.0,894.7143377736211,,1.1295924130011077,1.1295924130011077,9,0.0,296.921633225077,1.0,False,0.18569823001576985,1.7103439049187645,0.1,8,1.8,2.8,0.1,2,175.41520967933687,0.0,0.4092205146050575,,5.0833319619414397e-05,-0.0014696107397553226,,,0.07322629699255297,0.0,2,0.0,-0.6576453215084388,878182.4,8781824.0,1,,0,1129.5924130011076,0.0328125,4.2146247804164885,296.9216332250771,10,2
452.49491742001345,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2791666666666667,0.0,0.0,0.6,3.0,0.0,897.8113569319248,,1.3503062743519383,1.3503062743519383,9,0.0,452.49491742001345,1.0,False,0.14140881619046933,1.3024233287124392,0.1,8,2.2,3.2,0.1,2,204.54878990556585,0.0,0.5479533978594942,,5.1392786190262996e-05,-0.012786974329321632,,,0.21642641063346296,0.0,2,0.0,-0.7458575452712038,773324.8,7733248.0,2,,0,1350.3062743519383,0.034375,4.396976220607757,452.49491742001345,10,2
