actual_bandwidth_tx_delay_ms,available_migs,bandwidth_allocation_sum,bandwidth_alpha_max,bandwidth_alpha_mean,bandwidth_alpha_min,bandwidth_context_score_std,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_latent_mean,bandwidth_physical_score_std,bandwidth_unused,bandwidth_violation,baseline_exploration_epsilon,channel_bandwidth_spearman,channel_permutation_delta_spearman,cluster_load_cv,cluster_size_std,cluster_size_violation,compute_delay_ms,cpsl_proxy_delay,delay,delay_normalized,epoch,equal_bandwidth_improvement,equal_bandwidth_tx_delay_ms,feature_compression_mean,is_warmup,kl_normalized,kl_sum,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,oracle_bandwidth_tx_delay_ms,oracle_gap_closure,oracle_opportunity,pcsfl_clustering_factor,pcsfl_learning_reward,pcsfl_waiting_factor,penalty,physical_cluster_count,required_airtime_bandwidth_spearman,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,top_worker_count,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count,virtual_cluster_count
14.365151636200135,2,1.0,0.0,0.0,0.0,0.0,0.4242640687119285,0.0,0.20199999999999999,100000000.0,0.0,0.0,0.0,0.0,,-0.9692233691951198,0.0,0.0,0.0,0.0,67.42303725332022,0.014812095241324708,0.08177701023379957,0.08177701023379957,1,0.5238095238095236,30.16681843602028,1.0,True,0.13758020380424474,1.2671605054829467,0.21,5,0.0,1.0,0.06,2,13.832466650243983,0.9673886669674882,0.5414675008045424,,,,0.0,2,0.9692233691951198,-0.10967860701902216,49152.0,491520.0,1,,0,81.77701023379957,0.0234375,4.564692556858063,14.365151636200132,10,2
11.366228860834548,2,1.0,0.0,0.0,0.0,0.0,0.1483239697419133,0.0,0.06800000000000003,100000000.0,0.0,0.0,0.0,0.0,,-0.9244162777371753,0.0,0.0,0.0,0.0,71.24981703236699,0.011787623888733618,0.08261604589320154,0.08261604589320154,1,0.24119536861290097,14.979124257659077,1.0,True,0.12228637766154275,1.1262991611188338,0.14,5,0.0,1.0,0.09,2,10.833173868086975,0.8714275515480567,0.2767818944723826,,,,0.0,2,0.9244162777371753,-0.10245121177737215,49152.0,491520.0,2,,0,82.61604589320154,0.0140625,4.676988184452057,11.366228860834546,10,2
11.918040649106603,2,1.0,0.0,0.0,0.0,0.0,0.14832396974191328,0.0,0.082,100000000.0,0.0,0.0,0.0,0.0,,-0.9785579990862869,0.0,0.0,0.0,0.0,70.9523307159543,0.01236393823680965,0.08287037136506091,0.08287037136506091,1,0.1652497137839154,14.277372342249766,1.0,True,0.12733517913246806,1.1728003411365897,0.13,5,0.0,1.0,0.08,2,11.298530618068225,0.7920298933611211,0.20864075354864267,,,,0.0,2,0.9785579990862869,-0.10510277524876449,49152.0,491520.0,3,,0,82.8703713650609,0.01875,4.6206905245780945,11.9180406491066,10,2
11.4255309395588,2,0.9999999999999999,0.0,0.0,0.0,0.0,0.1341640786499874,0.0,0.07400000000000001,100000000.0,0.0,0.0,1.1102230246251565e-16,0.0,,-0.9629500128629352,0.0,0.0,0.0,0.0,70.30277280136943,0.011950875654801529,0.08172830374092822,0.08172830374092822,2,0.15996861804736084,13.601314409231167,1.0,True,0.12891450948862648,1.1873465112766033,0.12,5,0.0,1.0,0.08,2,11.004715874119684,0.8379360306382332,0.1909079120580566,,,,0.0,2,0.9629500128629352,-0.10532140661477735,49152.0,491520.0,1,,0,81.72830374092823,0.021875,4.450943470001221,11.4255309395588,10,2
12.375834331287157,2,1.0,0.0,0.0,0.0,0.0,0.2190890230020664,0.0,0.118,100000000.0,0.0,0.0,0.0,0.0,,-0.9847319278346618,0.0,0.0,0.0,0.0,70.89064177125692,0.012797229359186231,0.08326647610254408,0.08326647610254408,2,0.30801805363740653,17.884620251064053,1.0,True,0.12496746876164991,1.1509929227190967,0.15,5,0.0,1.0,0.07,2,11.80036026732013,0.9054159313532635,0.34019508931882053,,,,0.0,2,0.9847319278346618,-0.104116972432097,49152.0,491520.0,2,,0,83.26647610254408,0.0265625,4.492818355560303,12.375834331287157,10,2
12.005762180762256,2,1.0,0.0,0.0,0.0,0.0,0.12649110640673517,0.0,0.06999999999999999,100000000.0,0.0,0.0,0.0,0.0,,-0.9723448696087954,0.0,0.0,0.0,0.0,70.24882500991225,0.012447727369200804,0.08225458719067451,0.08225458719067451,2,0.12107434662961251,13.65958785561003,1.0,True,0.13111636752780467,1.2076263732682064,0.12,5,0.0,1.0,0.08,2,11.472789219251618,0.7562770743271651,0.16009257815639644,,,,0.0,2,0.9723448696087954,-0.10668547735923958,49152.0,491520.0,3,,0,82.25458719067451,0.0390625,4.424397945404053,12.005762180762256,10,2
11.315140732869517,2,1.0,0.0,0.0,0.0,0.0,0.2097617696340303,0.0,0.11,100000000.0,0.0,0.0,0.0,0.0,,-0.9816498172140428,0.0,0.0,0.0,0.0,69.93605708703399,0.011897061108512547,0.08082580647469599,0.08082580647469599,3,0.31991558605997045,16.63784745090085,1.0,True,0.13142101465093808,1.2104322769656086,0.15,5,0.0,1.0,0.08,2,10.860882950462315,0.9213673924475874,0.3472182635095469,,,,0.0,2,0.9816498172140428,-0.10612341056281704,49152.0,491520.0,1,,0,80.825806474696,0.0328125,4.397302150726318,11.315140732869517,10,2
12.236621137702471,2,0.9999999999999999,0.0,0.0,0.0,0.0,0.23237900077244503,0.0,0.11000000000000001,100000000.0,0.0,0.0,1.1102230246251565e-16,0.0,,-0.9341987329938275,0.0,0.0,0.0,0.0,71.03397883474827,0.012717327163802175,0.08327059997245073,0.08327059997245073,3,0.34064457156142947,18.55845968642466,1.0,True,0.12802789367955958,1.179180477895922,0.16,5,0.0,1.0,0.08,2,11.616093864267363,0.9106173184572572,0.37408092802203685,,,,0.0,2,0.9341987329938275,-0.10564924682600516,49152.0,491520.0,2,,0,83.27059997245073,0.025,4.493791699409485,12.236621137702468,10,2
11.223445397890611,2,1.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.09999999999999999,100000000.0,0.0,0.0,0.0,0.0,,-0.9534625892455922,0.0,0.0,0.0,0.0,71.19810115545988,0.011748605626655697,0.08242154655335049,0.08242154655335049,3,0.32065426869501606,16.52096256839801,1.0,True,0.134441535086889,1.2382522982812263,0.15,5,0.0,1.0,0.08,2,10.865046416284102,0.936632904030489,0.3423478582859803,,,,0.0,2,0.9534625892455922,-0.10843154082011974,49152.0,491520.0,3,,0,82.4215465533505,0.01875,4.448596835136414,11.223445397890611,10,2
12.944865769649986,2,0.9999999999999999,0.0,0.0,0.0,0.0,0.382099463490856,0.0,0.16,100000000.0,0.0,0.0,1.1102230246251565e-16,0.0,,-0.975456381144309,0.0,0.0,0.0,0.0,69.6306461468339,0.013430003374133045,0.08245708467407084,0.08245708467407084,4,0.5238095238095237,27.184218116264965,1.0,True,0.13632171769211465,1.2555694200368235,0.21,5,0.0,1.0,0.07,2,12.299689405186575,0.9566545654896541,0.547543013649255,,,,0.0,2,0.975456381144309,-0.10938940118309275,49152.0,491520.0,1,,0,82.45708467407084,0.028125,4.432023346424103,12.944865769649988,10,2
