activation_l1_bytes_total,activation_l2_bytes_total,actual_bandwidth_tx_delay_ms,available_migs,bandwidth_allocation_sum,bandwidth_alpha_max,bandwidth_alpha_mean,bandwidth_alpha_min,bandwidth_context_score_std,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_latent_mean,bandwidth_physical_score_std,bandwidth_unused,bandwidth_violation,baseline_exploration_epsilon,channel_bandwidth_spearman,channel_permutation_delta_spearman,client_local_steps,cluster_load_cv,cluster_physics_prior_std,cluster_size_std,cluster_size_violation,compute_delay_ms,cpsl_proxy_delay,cumulative_global_delay_ms,delay,delay_normalized,downlink_delay_ms,downlink_payload_bytes_per_client_mean,downlink_payload_bytes_total,epoch,equal_bandwidth_improvement,equal_bandwidth_tx_delay_ms,feature_compression_mean,global_round_delay_ms,gradient_l1_bytes_total,gradient_l2_bytes_total,is_warmup,kl_normalized,kl_sum,label_kl_weighted_to_station,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,optimizer_steps,oracle_bandwidth_tx_delay_ms,oracle_gap_closure,oracle_opportunity,paper_local_frequency_mean,pcsfl_cluster_q_loss,pcsfl_clustering_factor,pcsfl_execution_group_count,pcsfl_learning_reward,pcsfl_learning_reward_mean,pcsfl_split_q_loss,pcsfl_waiting_factor,penalty,physical_cluster_count,required_airtime_bandwidth_spearman,reward,reward_objective_mode,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,split_physics_prior_std,split_predicted_delay_min_seconds,station_id,test_accuracy,top_worker_count,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,uplink_delay_ms,uplink_payload_bytes_per_client_mean,uplink_payload_bytes_total,vehicle_count,virtual_cluster_count
144703488.0,71434240.0,9678.851618665458,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,4,0.4,0.0,2.0,0.0,142.96413399279118,,0.0,19.500667371323704,19.500667371323704,9678.851618665456,21613772.8,216137728.0,1,0.0,9678.851618665458,1.0,41254.199523422794,144703488.0,71434240.0,True,0.15165944427054998,1.3968351023565186,0.30526825601933505,0.1,7,2.4,3.4,0.1,2,8,5345.91418683228,0.0,0.4476706124388972,,,8.711001646588556e-05,16,-1.0000008321340768,,,6.46302175326627,0.0,2,0.0,-19.500667371323704,delay_only,14470348.8,144703488.0,0.0,0.0,1,,0,19500.667371323703,0.025,4.558004599809647,19357.703237330912,9678.851618665456,21613772.8,216137728.0,10,2
125829120.0,61079552.0,8163.788975539276,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29916666666666664,0.0,0.0,4,0.0,0.0,0.0,0.0,201.06808468699455,,0.0,16.528646035765547,16.528646035765547,8163.788975539276,18690867.2,186908672.0,1,0.0,8163.788975539276,1.0,41254.199523422794,125829120.0,61079552.0,True,0.06024911846082312,0.2774574440678474,2.2204460492503126e-16,0.1,10,2.8,3.8,0.1,1,4,4318.744581776365,0.0,0.47098772460723964,,,7.84272633609362e-05,12,-1.0000006745144536,,,7.709146447230436,0.0,1,0.0,-16.528646035765547,delay_only,12582912.0,125829120.0,0.0,0.0,2,,0,16528.64603576555,0.021875,4.621219873428345,16327.577951078552,8163.788975539276,18690867.2,186908672.0,10,1
167772160.0,100663296.0,20552.73794403296,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29833333333333334,0.0,0.0,4,0.8,0.0,4.0,0.0,148.72363535687327,,0.0,41.25419952342279,41.25419952342279,20552.73794403296,26843545.6,268435456.0,1,0.0,20552.73794403296,1.0,41254.199523422794,167772160.0,100663296.0,True,0.20058556152765264,1.8474612953736518,0.1631335959312776,0.1,9,1.8,2.8,0.1,2,8,7813.295315697229,0.0,0.6198416319531944,,,9.429346573597286e-05,12,-1.0000009750351935,,,22.56545328605653,0.0,2,0.0,-41.25419952342279,delay_only,16777216.0,167772160.0,0.0,0.0,3,,0,41254.199523422794,0.0375,4.627056759595871,41105.47588806592,20552.73794403296,26843545.6,268435456.0,10,2
155189248.0,85983232.0,22329.061681101048,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2975,0.0,0.0,4,0.6,0.0,3.0,0.0,176.9552379846573,,0.0,44.83507860018677,44.83507860018677,22329.061681101055,24117248.0,241172480.0,2,0.0,22329.061681101048,1.0,44835.07860018677,155189248.0,85983232.0,True,0.1709258713297624,1.574285453323717,0.25689834763023545,0.1,8,2.1,3.1,0.1,2,8,7024.684629757056,0.0,0.6854017096606153,,,8.175985931302421e-05,16,-1.0000007330564187,,,24.254232074263705,0.0,2,0.0,-44.83507860018677,delay_only,15518924.8,155189248.0,0.0,0.0,1,,0,44835.07860018677,0.04375,4.388630890846253,44658.12336220211,22329.061681101055,24117248.0,241172480.0,10,2
167772160.0,92274688.0,6726.051454332384,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29666666666666663,0.0,0.0,4,0.6,0.0,3.0,0.0,143.69170786812901,,0.0,13.5957946165329,13.5957946165329,6726.051454332385,26004684.8,260046848.0,2,0.0,6726.051454332384,1.0,44835.07860018677,167772160.0,92274688.0,True,0.15346929023823078,1.4135043997397074,0.24289852491561476,0.1,8,1.9,2.9,0.1,2,8,5396.789314511751,0.0,0.19762889844745807,,,8.560248170397244e-05,12,-0.7540694911785539,,,2.00899734494167,0.0,2,0.0,-13.5957946165329,delay_only,16777216.0,167772160.0,0.0,0.0,2,,0,13595.7946165329,0.0265625,4.463794106245041,13452.10290866477,6726.051454332385,26004684.8,260046848.0,10,2
144703488.0,88211456.0,9447.552286423019,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29583333333333334,0.0,0.0,4,0.0,0.0,0.0,0.0,228.33175444975495,,0.0,19.123436327295792,19.123436327295792,9447.552286423019,23291494.4,232914944.0,2,0.0,9447.552286423019,1.0,44835.07860018677,144703488.0,88211456.0,True,0.05392078404264016,0.24831438707826892,-1.5761631184578408e-16,0.1,10,2.2,3.2,0.1,1,4,5167.726105958805,0.0,0.45300899647993564,,,8.428844739682972e-05,16,-1.0000007791000487,,,8.55669279250591,0.0,1,0.0,-19.123436327295792,delay_only,14470348.8,144703488.0,0.0,0.0,3,,0,19123.436327295793,0.0203125,4.5205055475234985,18895.104572846038,9447.552286423019,23291494.4,232914944.0,10,1
159383552.0,79691776.0,7561.645548186322,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.295,0.0,0.0,4,0.4,0.0,2.0,0.0,128.37176909670234,,0.0,15.25166286546935,15.25166286546935,7561.645548186323,23907532.8,239075328.0,3,0.0,7561.645548186322,1.0,17707.927160898045,159383552.0,79691776.0,True,0.15777112853832825,1.4531257947088085,0.32730688132358393,0.1,7,2.1,3.1,0.1,2,8,5325.032948198864,0.0,0.29578384569003174,,,8.068670285865664e-05,12,-0.9999592773964237,,,2.987705917241526,0.0,2,0.0,-15.25166286546935,delay_only,15938355.2,159383552.0,0.0,0.0,1,,0,15251.662865469349,0.0375,4.40194371342659,15123.291096372646,7561.645548186323,23907532.8,239075328.0,10,2
155189248.0,77594624.0,7280.240752752068,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29416666666666663,0.0,0.0,4,0.8,0.0,4.0,0.0,147.50924054533243,,0.0,14.707990746049472,14.707990746049472,7280.24075275207,23278387.2,232783872.0,3,0.0,7280.240752752068,1.0,17707.927160898045,155189248.0,77594624.0,True,0.20361244146699925,1.8753398898801408,0.17344877874632425,0.1,9,2.2,3.2,0.1,2,8,4916.901470219086,0.0,0.3246237813824488,,,8.585329487686977e-05,12,-1.0000008082971608,,,4.278503335315066,0.0,2,0.0,-14.707990746049472,delay_only,15518924.8,155189248.0,0.0,0.0,2,,0,14707.990746049472,0.028125,4.382769763469696,14560.48150550414,7280.24075275207,23278387.2,232783872.0,10,2
138412032.0,84148224.0,8765.574791702351,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29333333333333333,0.0,0.0,4,0.8,0.0,4.0,0.0,176.77757749333978,,0.0,17.707927160898045,17.707927160898045,8765.574791702353,22256025.6,222560256.0,3,0.0,8765.574791702351,1.0,17707.927160898045,138412032.0,84148224.0,True,0.20344167642382227,1.8737670857088455,0.14791948336142896,0.1,9,2.4,3.4,0.1,2,8,4863.395981754631,0.0,0.44517089896279155,,,9.250180664821528e-05,16,-1.0000009383341666,,,6.944114584988199,0.0,2,0.0,-17.707927160898045,delay_only,13841203.2,138412032.0,0.0,0.0,3,,0,17707.927160898045,0.034375,4.402733874320984,17531.149583404705,8765.574791702353,22256025.6,222560256.0,10,2
130023424.0,63176704.0,10632.306047411941,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2925,0.0,0.0,4,0.0,0.0,0.0,0.0,199.8851951211691,,0.0,21.46449728994505,21.46449728994505,10632.306047411941,19320012.8,193200128.0,4,0.0,10632.306047411941,1.0,21464.49728994505,130023424.0,63176704.0,True,0.05883088013832224,0.27092621522844057,0.0,0.1,10,2.7,3.7,0.1,1,4,5343.63600555174,0.0,0.4974151438339702,,,9.39317251322791e-05,12,-1.0000009675684374,,,10.596292634013643,0.0,1,0.0,-21.46449728994505,delay_only,13002342.4,130023424.0,0.0,0.0,1,,0,21464.49728994505,0.015625,4.494420731067658,21264.612094823882,10632.306047411941,19320012.8,193200128.0,10,1
