activation_l1_bytes_total,activation_l2_bytes_total,actual_bandwidth_tx_delay_ms,available_migs,bandwidth_allocation_sum,bandwidth_alpha_max,bandwidth_alpha_mean,bandwidth_alpha_min,bandwidth_context_score_std,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_latent_mean,bandwidth_physical_score_std,bandwidth_unused,bandwidth_violation,baseline_exploration_epsilon,channel_bandwidth_spearman,channel_permutation_delta_spearman,client_local_steps,cluster_load_cv,cluster_physics_prior_std,cluster_size_std,cluster_size_violation,compute_delay_ms,cpsl_proxy_delay,cumulative_global_delay_ms,delay,delay_normalized,downlink_delay_ms,downlink_payload_bytes_per_client_mean,downlink_payload_bytes_total,epoch,equal_bandwidth_improvement,equal_bandwidth_tx_delay_ms,feature_compression_mean,global_round_delay_ms,gradient_l1_bytes_total,gradient_l2_bytes_total,is_warmup,kl_normalized,kl_sum,label_kl_weighted_to_station,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,optimizer_steps,oracle_bandwidth_tx_delay_ms,oracle_gap_closure,oracle_opportunity,paper_local_frequency_mean,pcsfl_clustering_factor,pcsfl_execution_group_count,pcsfl_learning_reward,pcsfl_waiting_factor,penalty,physical_cluster_count,required_airtime_bandwidth_spearman,reward,reward_objective_mode,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,split_physics_prior_std,split_predicted_delay_min_seconds,station_id,test_accuracy,top_worker_count,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,uplink_delay_ms,uplink_payload_bytes_per_client_mean,uplink_payload_bytes_total,vehicle_count,virtual_cluster_count
20971520.0,1310720.0,686.2703041466212,2,1.0,0.0,0.0,0.0,0.0,0.6228964600958975,0.0,0.258,100000000.0,0.0,0.0,0.0,0.0,,-0.9816498172140428,0.0,4,0.0,0.0,0.0,0.0,68.3980192989111,0.02317908138353176,0.0,1.1678592278449436,1.1678592278449436,806.5808744568645,2228224.0,22282240.0,1,0.14916119898238092,806.5808744568644,1.0,1555.6009269256172,20971520.0,1310720.0,True,0.14456433708954244,1.3314867502437868,0.3215713170748799,0.28,5,5.0,6.0,0.06,2,4,505.0497757493033,0.3989988788086033,0.3738386419224311,,,,,,0.0,2,0.9816498172140428,-1.1678592278449436,delay_only,2097152.0,20971520.0,0.0,0.0,1,,0,1167.8592278449435,0.009375,4.612459897994995,1099.4612085460324,686.2703041466212,2228224.0,22282240.0,10,2
20971520.0,1310720.0,916.9705270488831,2,1.0,0.0,0.0,0.0,0.0,1.2058192235986287,0.0,0.4100000000000001,100000000.0,0.0,0.0,0.0,0.0,,-0.9566355184455129,0.0,4,0.0,0.0,0.0,0.0,67.56591005250812,0.029275039176124888,0.0,1.5556009269256172,1.5556009269256172,1223.6020595448513,2228224.0,22282240.0,1,0.2505974308428568,1223.602059544851,1.0,1555.6009269256172,20971520.0,1310720.0,True,0.11120017779834275,1.024191486947006,0.2794664417505829,0.46,5,5.0,6.0,0.05,2,4,580.3621082685796,0.4766985195611237,0.5256937468015872,,,,,,0.0,2,0.9566355184455129,-1.5556009269256172,delay_only,2097152.0,20971520.0,0.0,0.0,2,,0,1555.6009269256172,0.028125,4.6386823654174805,1489.6025072719929,916.9705270488831,2228224.0,22282240.0,10,2
20971520.0,1310720.0,650.4907520121074,2,1.0,0.0,0.0,0.0,0.0,0.38729833462074165,0.0,0.19999999999999998,100000000.0,0.0,0.0,0.0,0.0,,-0.9908673886137245,0.0,4,0.0,0.0,0.0,0.0,67.60680209845304,0.022756751100290816,0.0,1.1387403718264562,1.1387403718264562,702.6279082052978,2228224.0,22282240.0,1,0.07420308186499852,702.6279082052978,1.0,1555.6009269256172,20971520.0,1310720.0,True,0.1250027440835403,1.1513178204404384,0.27221425728102744,0.19,5,5.0,6.0,0.06,2,4,503.94675509660857,0.26241621501294876,0.28276866146147644,,,,,,0.0,2,0.9908673886137245,-1.1387403718264562,delay_only,2097152.0,20971520.0,0.0,0.0,3,,0,1138.740371826456,0.0203125,4.575344204902649,1072.4320704186123,650.4907520121074,2228224.0,22282240.0,10,2
20971520.0,1310720.0,597.2084825227175,2,1.0000000000000002,0.0,0.0,0.0,0.0,0.3924283374069716,0.0,0.20799999999999996,100000000.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,,-0.9692233691951198,0.0,4,0.0,0.0,0.0,0.0,67.54986010491848,0.02210522009361616,0.0,1.0982839460963525,1.0982839460963525,636.6324603819536,2228224.0,22282240.0,2,0.06192580540989574,636.6324603819535,1.0,1731.0784034206144,20971520.0,1310720.0,True,0.1419763014113315,1.3076500607526458,0.30965297222361543,0.17,5,5.0,6.0,0.06,2,4,481.18862965503376,0.25362201687177394,0.244165732035812,,,,,,2.220446049250313e-16,2,0.9692233691951198,-1.0982839460963527,delay_only,2097152.0,20971520.0,0.0,0.0,1,,0,1098.2839460963526,0.028125,4.406507790088654,1030.734085991434,597.2084825227175,2228224.0,22282240.0,10,2
20971520.0,1310720.0,621.2299774852785,2,1.0,0.0,0.0,0.0,0.0,0.3492849839314595,0.0,0.17599999999999996,100000000.0,0.0,0.0,0.0,0.0,,-0.9816498172140428,0.0,4,0.0,0.0,0.0,0.0,67.5698984414339,0.022819021245484468,0.0,1.1429940549926174,1.1429940549926174,683.0847489069386,2228224.0,22282240.0,2,0.09055211892907739,683.0847489069386,1.0,1731.0784034206144,20971520.0,1310720.0,True,0.11077272985008847,1.0202545458522811,0.27749797126714726,0.18,5,5.0,6.0,0.07,2,4,511.89909384709244,0.36133151110141654,0.25060675902042134,,,,,,0.0,2,0.9816498172140428,-1.1429940549926174,delay_only,2097152.0,20971520.0,0.0,0.0,2,,0,1142.9940549926175,0.040625,4.453762888908386,1076.417359711006,621.2299774852785,2228224.0,22282240.0,10,2
20971520.0,1310720.0,1242.8050107316417,2,1.0,0.0,0.0,0.0,0.0,1.4436065946094871,0.0,0.5079999999999999,100000000.0,0.0,0.0,0.0,0.0,,-0.9629500128629352,0.0,4,0.0,0.0,0.0,0.0,66.1165826022625,0.03202295047655728,0.0,1.7310784034206144,1.7310784034206144,1401.1086986743223,2228224.0,22282240.0,2,0.11298458720045162,1401.1086986743219,1.0,1731.0784034206144,20971520.0,1310720.0,True,0.14016970325520364,1.2910106768193237,0.34206068550162266,0.53,5,5.0,6.0,0.03,2,4,613.5070613803388,0.20099461510335992,0.5621274338237877,,,,,,0.0,2,0.9629500128629352,-1.7310784034206144,delay_only,2097152.0,20971520.0,0.0,0.0,3,,0,1731.0784034206144,0.025,4.410950601100922,1665.4688304996662,1242.8050107316417,2228224.0,22282240.0,10,2
20971520.0,1310720.0,893.5564982109663,2,1.0,0.0,0.0,0.0,0.0,0.9518403227432635,0.0,0.378,100000000.0,0.0,0.0,0.0,0.0,,-0.9723448696087954,0.0,4,0.0,0.0,0.0,0.0,64.48729801923037,0.02817876221313196,0.0,1.48320176167283,1.48320176167283,1111.5595563559368,2228224.0,22282240.0,3,0.196123596705567,1111.559556355937,1.0,1483.20176167283,20971520.0,1310720.0,True,0.13660204948125595,1.2581513712319001,0.28490362749557907,0.37,5,5.0,6.0,0.05,2,4,594.5506716389096,0.42166211179192714,0.4651202733679471,,,,,,0.0,2,0.9723448696087954,-1.48320176167283,delay_only,2097152.0,20971520.0,0.0,0.0,1,,0,1483.20176167283,0.0265625,4.416890382766724,1419.4407816404455,893.5564982109663,2228224.0,22282240.0,10,2
20971520.0,1310720.0,856.0818824402297,2,1.0000000000000002,0.0,0.0,0.0,0.0,0.6633249580710799,0.0,0.318,100000000.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,,-0.9847319278346618,0.0,4,0.0,0.0,0.0,0.0,67.59989308193326,0.026064419119692893,0.0,1.3517227167422783,1.3517227167422783,928.5658434331634,2228224.0,22282240.0,3,0.07806011981330327,928.5658434331635,1.0,1483.20176167283,20971520.0,1310720.0,True,0.11552755286042739,1.064048084186007,0.29939474021151913,0.27,5,5.0,6.0,0.05,2,4,573.9182646793971,0.2043830702232419,0.3819304589565094,,,,,,2.220446049250313e-16,2,0.9847319278346618,-1.3517227167422785,delay_only,2097152.0,20971520.0,0.0,0.0,2,,0,1351.7227167422782,0.034375,4.5211021900177,1284.122823660345,856.08188244023,2228224.0,22282240.0,10,2
20971520.0,1310720.0,721.926415154389,2,1.0,0.0,0.0,0.0,0.0,0.5621387729022078,0.0,0.26399999999999996,100000000.0,0.0,0.0,0.0,0.0,,-0.9847319278346618,0.0,4,0.0,0.0,0.0,0.0,67.36319977790117,0.02422858935550714,0.0,1.2339929185303582,1.2339929185303582,830.1119419290809,2228224.0,22282240.0,3,0.1303264310633594,830.1119419290808,1.0,1483.20176167283,20971520.0,1310720.0,True,0.14290231985713772,1.3161790058292493,0.3546448497720367,0.25,5,5.0,6.0,0.06,2,4,534.0246345679593,0.36538387186838706,0.3566835897735069,,,,,,0.0,2,0.9847319278346618,-1.2339929185303582,delay_only,2097152.0,20971520.0,0.0,0.0,3,,0,1233.992918530358,0.0109375,4.393831491470337,1166.629718752457,721.9264151543889,2228224.0,22282240.0,10,2
20971520.0,1310720.0,643.3693068141197,2,1.0,0.0,0.0,0.0,0.0,0.34351128074635334,0.0,0.174,100000000.0,0.0,0.0,0.0,0.0,,-0.9660917830792959,0.0,4,0.0,0.0,0.0,0.0,64.41944651305676,0.02274338224331106,0.0,1.1345523270323592,1.1345523270323592,685.3243754345459,2228224.0,22282240.0,4,0.06121928553004351,685.3243754345458,1.0,1172.353419411261,20971520.0,1310720.0,True,0.1452185964602742,1.3375127017397812,0.3245842927134952,0.18,5,5.0,6.0,0.06,2,4,505.6603609988395,0.2335195990816515,0.2621590897329257,,,,,,0.0,2,0.9660917830792959,-1.1345523270323592,delay_only,2097152.0,20971520.0,0.0,0.0,1,,0,1134.5523270323592,0.0125,4.379497647285461,1071.5764635719079,643.3693068141197,2228224.0,22282240.0,10,2
