activation_l1_bytes_total,activation_l2_bytes_total,actual_bandwidth_tx_delay_ms,available_migs,bandwidth_allocation_sum,bandwidth_alpha_max,bandwidth_alpha_mean,bandwidth_alpha_min,bandwidth_context_score_std,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_latent_mean,bandwidth_physical_score_std,bandwidth_unused,bandwidth_violation,baseline_exploration_epsilon,channel_bandwidth_spearman,channel_permutation_delta_spearman,client_local_steps,cluster_load_cv,cluster_physics_prior_std,cluster_size_std,cluster_size_violation,compute_delay_ms,cpsl_proxy_delay,cumulative_global_delay_ms,delay,delay_normalized,downlink_delay_ms,downlink_payload_bytes_per_client_mean,downlink_payload_bytes_total,epoch,equal_bandwidth_improvement,equal_bandwidth_tx_delay_ms,feature_compression_mean,global_round_delay_ms,gradient_l1_bytes_total,gradient_l2_bytes_total,is_warmup,kl_normalized,kl_sum,label_kl_weighted_to_station,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,optimizer_steps,oracle_bandwidth_tx_delay_ms,oracle_gap_closure,oracle_opportunity,paper_local_frequency_mean,pcsfl_cluster_q_loss,pcsfl_clustering_factor,pcsfl_execution_group_count,pcsfl_learning_reward,pcsfl_learning_reward_mean,pcsfl_split_q_loss,pcsfl_waiting_factor,penalty,physical_cluster_count,required_airtime_bandwidth_spearman,reward,reward_objective_mode,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,split_physics_prior_std,split_predicted_delay_min_seconds,station_id,test_accuracy,top_worker_count,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,uplink_delay_ms,uplink_payload_bytes_per_client_mean,uplink_payload_bytes_total,vehicle_count,virtual_cluster_count
167772160.0,92274688.0,9109.61928798341,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,4,0.8,0.0,4.0,0.0,154.95534054934978,,0.0,18.374193916516173,18.374193916516173,9109.619287983413,26004684.8,260046848.0,1,0.0,9109.61928798341,1.0,27809.78293421539,167772160.0,92274688.0,True,0.22919659908523476,2.1109786896743774,0.17217280802252477,0.1,9,1.9,2.9,0.1,2,8,5888.053721788067,0.0,0.3536443691389981,,,8.206447819247842e-05,12,-1.0000007385290004,,,5.605345603783922,0.0,2,0.0,-18.374193916516173,delay_only,16777216.0,167772160.0,0.0,0.0,1,,0,18374.193916516175,0.0265625,4.579197293519973,18219.238575966825,9109.619287983413,26004684.8,260046848.0,10,2
159383552.0,88080384.0,13819.505613683024,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29916666666666664,0.0,0.0,4,0.6,0.0,3.0,0.0,170.77170684933662,,0.0,27.809782934215388,27.809782934215388,13819.505613683026,24746393.6,247463936.0,1,0.0,13819.505613683024,1.0,27809.78293421539,159383552.0,88080384.0,True,0.15658056552121793,1.4421603040869355,0.25393178560069934,0.1,8,2.0,3.0,0.1,2,8,6427.233952712355,0.0,0.5349157826349015,,,7.341989658016246e-05,16,-1.000000591132296,,,12.274346803429847,0.0,2,0.0,-27.809782934215388,delay_only,15938355.2,159383552.0,0.0,0.0,2,,0,27809.78293421539,0.025,4.625678062438965,27639.011227366052,13819.505613683026,24746393.6,247463936.0,10,2
167772160.0,83886080.0,7935.562257377479,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29833333333333334,0.0,0.0,4,0.6,0.0,3.0,0.0,99.08771654590964,,0.0,15.91904202793176,15.91904202793176,7935.56225737748,25165824.0,251658240.0,1,0.0,7935.562257377479,1.0,27809.78293421539,167772160.0,83886080.0,True,0.14137149725805206,1.3020796086425572,0.1956613224353313,0.1,8,2.0,3.0,0.1,2,8,5691.633939914638,0.0,0.28276866146147633,,,6.546981057908852e-05,8,-0.9913016526627638,,,2.821613023825385,0.0,2,0.0,-15.91904202793176,delay_only,16777216.0,167772160.0,0.0,0.0,3,,0,15919.042027931759,0.0296875,4.5024289846420285,15871.12451475496,7935.56225737748,25165824.0,251658240.0,10,2
159383552.0,79691776.0,7190.201905490299,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2975,0.0,0.0,4,0.6,0.0,3.0,0.0,143.99281796067953,,0.0,14.471663008755636,14.471663008755636,7190.201905490299,23907532.8,239075328.0,2,0.0,7190.201905490299,1.0,31833.49618756399,159383552.0,79691776.0,True,0.1813346973227005,1.6701542835913499,0.2466484472525769,0.1,8,2.1,3.1,0.1,2,8,5206.623351621355,0.0,0.27587244140589734,,,7.829033347661607e-05,12,-1.0000006721611767,,,3.9295894166805225,0.0,2,0.0,-14.471663008755636,delay_only,15938355.2,159383552.0,0.0,0.0,1,,0,14471.663008755635,0.0515625,4.309224939346313,14380.403810980599,7190.201905490299,23907532.8,239075328.0,10,2
121634816.0,60817408.0,7714.839517066601,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29666666666666663,0.0,0.0,4,0.0,0.0,0.0,0.0,186.12937163561583,,0.0,15.615808405768817,15.615808405768817,7714.839517066601,18245222.4,182452224.0,2,0.0,7714.839517066601,1.0,31833.49618756399,121634816.0,60817408.0,True,0.050514811034773385,0.23262930172816065,1.0000889005818412e-12,0.1,10,2.7,3.7,0.1,1,4,4198.493364695859,0.0,0.4557899285645484,,,6.981066690059379e-05,12,-1.0000005344421867,,,7.0431451829838405,0.0,1,0.0,-15.615808405768817,delay_only,12163481.6,121634816.0,0.0,0.0,2,,0,15615.808405768817,0.0390625,4.481874525547028,15429.679034133202,7714.839517066601,18245222.4,182452224.0,10,1
159383552.0,88080384.0,15824.286479145288,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29583333333333334,0.0,0.0,4,0.0,0.0,0.0,0.0,184.92322927340865,,0.0,31.833496187563988,31.833496187563988,15824.28647914529,24746393.6,247463936.0,2,0.0,15824.286479145288,1.0,31833.49618756399,159383552.0,88080384.0,True,0.06589216915936784,0.3034446529028048,-2.1261969634577868e-16,0.1,10,2.0,3.0,0.1,1,4,6899.610714107271,0.0,0.5639859829888559,,,7.170961907831952e-05,12,-1.0000005639128426,,,17.859497516854695,0.0,1,0.0,-31.833496187563988,delay_only,15938355.2,159383552.0,0.0,0.0,3,,0,31833.49618756399,0.028125,4.444998919963837,31648.57295829058,15824.28647914529,24746393.6,247463936.0,10,1
159383552.0,79691776.0,12554.084401196462,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.295,0.0,0.0,4,0.6,0.0,3.0,0.0,91.88939724117517,,0.0,25.198533880227505,25.198533880227505,12554.084401196464,23907532.8,239075328.0,3,0.0,12554.084401196462,1.0,25198.533880227504,159383552.0,79691776.0,True,0.16585014145772886,1.527536253566081,0.23030994796710835,0.1,8,2.1,3.1,0.1,2,8,6384.868414197795,0.0,0.49141106510409577,,,8.259557580458932e-05,12,-1.000000748119023,,,9.477990432727752,0.0,2,0.0,-25.198533880227505,delay_only,15938355.2,159383552.0,0.0,0.0,1,,0,25198.533880227504,0.0171875,4.358477163314819,25108.168802392927,12554.084401196464,23907532.8,239075328.0,10,2
153092096.0,84017152.0,10487.331878774552,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29416666666666663,0.0,0.0,4,0.8,0.0,4.0,0.0,180.32874586060643,,0.0,21.15499250340971,21.15499250340971,10487.33187877455,23710924.8,237109248.0,3,0.0,10487.331878774552,1.0,25198.533880227504,153092096.0,84017152.0,True,0.2064946923362743,1.9018864014235881,0.1679165963037535,0.1,9,2.2,3.2,0.1,2,8,6084.810679045996,0.0,0.4197942098732354,,,9.715762280393392e-05,16,-1.0000010351680197,,,7.821471154756007,0.0,2,0.0,-21.15499250340971,delay_only,15309209.6,153092096.0,0.0,0.0,2,,0,21154.992503409707,0.028125,4.406081444025039,20974.6637575491,10487.33187877455,23710924.8,237109248.0,10,2
167772160.0,100663296.0,9375.3819323755,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.29333333333333333,0.0,0.0,4,0.4,0.0,2.0,0.0,128.81485605612397,,0.0,18.850134079839133,18.850134079839133,9375.381932375501,26843545.6,268435456.0,3,0.0,9375.3819323755,1.0,25198.533880227504,167772160.0,100663296.0,True,0.1479777448102194,1.362925397179553,0.29302177955847586,0.1,7,1.8,2.8,0.1,2,8,6409.437507581236,0.0,0.316354517201281,,,9.263084575650282e-05,16,-1.0000009409539254,,,3.266945381064243,0.0,2,0.0,-18.850134079839133,delay_only,16777216.0,167772160.0,0.0,0.0,3,,0,18850.134079839132,0.028125,4.395142132043839,18750.763864751003,9375.381932375501,26843545.6,268435456.0,10,2
153092096.0,84017152.0,8801.825925382087,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.2925,0.0,0.0,4,0.6,0.0,3.0,0.0,134.79908369481564,,0.0,17.69979057349311,17.69979057349311,8801.825925382087,23710924.8,237109248.0,4,0.0,8801.825925382087,1.0,17699.790573493112,153092096.0,84017152.0,True,0.18809428120470917,1.7324123519175738,0.28179543879270624,0.1,8,2.2,3.2,0.1,2,8,5550.561551727032,0.0,0.36938521634236005,,,0.00010029173790826462,16,-1.0000011030301674,,,4.841422502141944,0.0,2,0.0,-17.69979057349311,delay_only,15309209.6,153092096.0,0.0,0.0,1,,0,17699.790573493112,0.0375,4.264666169881821,17603.651850764174,8801.825925382087,23710924.8,237109248.0,10,2
