activation_l1_bytes_total,activation_l2_bytes_total,actual_bandwidth_tx_delay_ms,available_migs,bandwidth_allocation_sum,bandwidth_alpha_max,bandwidth_alpha_mean,bandwidth_alpha_min,bandwidth_context_score_std,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_latent_mean,bandwidth_physical_score_std,bandwidth_unused,bandwidth_violation,baseline_exploration_epsilon,channel_bandwidth_spearman,channel_permutation_delta_spearman,client_local_steps,cluster_load_cv,cluster_physics_prior_std,cluster_size_std,cluster_size_violation,compute_delay_ms,cpsl_proxy_delay,cumulative_global_delay_ms,delay,delay_normalized,downlink_delay_ms,downlink_payload_bytes_per_client_mean,downlink_payload_bytes_total,epoch,equal_bandwidth_improvement,equal_bandwidth_tx_delay_ms,feature_compression_mean,global_round_delay_ms,gradient_l1_bytes_total,gradient_l2_bytes_total,is_warmup,kl_normalized,kl_sum,label_kl_weighted_to_station,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,optimizer_steps,oracle_bandwidth_tx_delay_ms,oracle_gap_closure,oracle_opportunity,paper_local_frequency_mean,pcsfl_clustering_factor,pcsfl_execution_group_count,pcsfl_learning_reward,pcsfl_waiting_factor,penalty,physical_cluster_count,required_airtime_bandwidth_spearman,reward,reward_objective_mode,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,split_physics_prior_std,split_predicted_delay_min_seconds,station_id,test_accuracy,top_worker_count,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,uplink_delay_ms,uplink_payload_bytes_per_client_mean,uplink_payload_bytes_total,vehicle_count,virtual_cluster_count
67672272.0,41943040.0,2990.7560347042845,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,,0.0,0.0,4,0.0,0.0,0.0,0.0,79.75088525563478,,0.0,6.061262954664205,6.061262954664205,2990.756034704285,10961531.2,109615312.0,1,0.0,2990.7560347042845,0.7176942076730233,7614.847212393683,67672272.0,41943040.0,True,0.13189904600320082,1.2148351084284243,0.3364913389769474,0.1,5,3.0,4.0,0.1,2,8,2474.8934178199197,0.0,0.1724856895374856,1.0,,,,,0.0,2,0.0,-6.061262954664205,delay_only,6767227.2,67672272.0,0.0,0.0,1,,2,6061.262954664205,0.0265625,4.496400892734528,5981.51206940857,2990.756034704285,10961531.2,109615312.0,10,2
67593440.0,41943040.0,2729.2106898815755,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,,0.0,0.0,4,0.0,0.0,0.0,0.0,79.36814473941922,,0.0,5.537789524502571,5.537789524502571,2729.210689881576,10953648.0,109536480.0,1,0.0,2729.2106898815755,0.7249524086305252,7614.847212393683,67593440.0,41943040.0,True,0.11320223180357933,1.042631085778313,0.24385809883311488,0.1,5,3.0,4.0,0.1,2,8,2377.415702265625,0.0,0.12889990095679116,1.0,,,,,0.0,2,0.0,-5.537789524502571,delay_only,6759344.0,67593440.0,0.0,0.0,2,,2,5537.789524502571,0.028125,4.538559257984161,5458.421379763152,2729.210689881576,10953648.0,109536480.0,10,2
65798208.0,41943040.0,3768.0097966533663,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,,0.0,0.0,4,0.0,0.0,0.0,0.0,79.23902943730354,,0.0,7.614847212393682,7.614847212393682,3768.009796653366,10774124.8,107741248.0,1,0.0,3768.0097966533663,0.688106935898768,7614.847212393683,65798208.0,41943040.0,True,0.1286472946870203,1.1848853720013803,0.34412829894319985,0.1,5,3.0,4.0,0.1,2,8,2762.751882280126,0.0,0.26678750019866726,1.0,,,,,0.0,2,0.0,-7.614847212393682,delay_only,6579820.8,65798208.0,0.0,0.0,3,,2,7614.847212393683,0.01875,4.5546733140945435,7536.019593306732,3768.009796653366,10774124.8,107741248.0,10,2
67510452.0,41943040.0,4093.6698260629123,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,,0.0,0.0,4,0.0,0.0,0.0,0.0,79.38221143558621,,0.0,8.266200230718693,8.266200230718693,4093.669826062913,10945349.2,109453492.0,2,0.0,4093.6698260629123,0.6840973575199902,8266.200230718694,67510452.0,41943040.0,True,0.13189904600320082,1.2148351084284243,0.3364913389769474,0.1,5,3.0,4.0,0.1,2,8,2692.3346316289344,0.0,0.3423175912996658,1.0,,,,,0.0,2,0.0,-8.266200230718693,delay_only,6751045.2,67510452.0,0.0,0.0,1,,2,8266.200230718694,0.0359375,4.395202338695526,8187.339652125826,4093.669826062913,10945349.2,109453492.0,10,2
71383728.0,41943040.0,2545.2376980166973,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,,0.0,0.0,4,0.0,0.0,0.0,0.0,79.57778545096517,,0.0,5.169673005364854,5.169673005364854,2545.2376980166973,11332676.8,113326768.0,2,0.0,2545.2376980166973,0.7764015093567569,8266.200230718694,71383728.0,41943040.0,True,0.11320223180357933,1.042631085778313,0.24385809883311488,0.1,5,3.0,4.0,0.1,2,8,2298.610206628067,0.0,0.09689762633203497,1.0,,,,,0.0,2,0.0,-5.169673005364854,delay_only,7138372.8,71383728.0,0.0,0.0,2,,2,5169.673005364853,0.0328125,4.310035765171051,5090.475396033395,2545.2376980166973,11332676.8,113326768.0,10,2
61122816.0,41943040.0,2613.7248871133265,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,,0.0,0.0,4,0.0,0.0,0.0,0.0,79.8825747333467,,0.0,5.306516429825234,5.306516429825234,2613.7248871133265,10306585.6,103065856.0,2,0.0,2613.7248871133265,0.6941889575823729,8266.200230718694,61122816.0,41943040.0,True,0.1286472946870203,1.1848853720013803,0.34412829894319985,0.1,5,3.0,4.0,0.1,2,8,2191.665513799476,0.0,0.16147811707145104,1.0,,,,,0.0,2,0.0,-5.306516429825234,delay_only,6112281.6,61122816.0,0.0,0.0,3,,2,5306.516429825234,0.040625,4.369047462940216,5227.449774226653,2613.7248871133265,10306585.6,103065856.0,10,2
69694384.0,41943040.0,2778.143885068268,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,,0.0,0.0,4,0.0,0.0,0.0,0.0,79.42994218319654,,0.0,5.6357177123197335,5.6357177123197335,2778.1438850682684,11163742.4,111637424.0,3,0.0,2778.143885068268,0.7280556213263181,5840.6573826356,69694384.0,41943040.0,True,0.13189904600320082,1.2148351084284243,0.3364913389769474,0.1,5,3.0,4.0,0.1,2,8,2426.7773811883626,0.0,0.1264752721298563,1.0,,,,,0.0,2,0.0,-5.6357177123197335,delay_only,6969438.4,69694384.0,0.0,0.0,1,,2,5635.717712319733,0.0421875,4.409389615058899,5556.287770136537,2778.1438850682684,11163742.4,111637424.0,10,2
75307344.0,41943040.0,2784.8787449078295,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,,0.0,0.0,4,0.0,0.0,0.0,0.0,80.40802320465446,,0.0,5.649966526639022,5.649966526639022,2784.87874490783,11725038.4,117250384.0,3,0.0,2784.8787449078295,0.7926153104163418,5840.6573826356,75307344.0,41943040.0,True,0.11320223180357933,1.042631085778313,0.24385809883311488,0.1,5,3.0,4.0,0.1,2,8,2449.2374902639735,0.0,0.1205227535516864,1.0,,,,,0.0,2,0.0,-5.649966526639022,delay_only,7530734.4,75307344.0,0.0,0.0,2,,2,5649.966526639022,0.0234375,4.437918126583099,5569.75748981566,2784.87874490783,11725038.4,117250384.0,10,2
69002496.0,41943040.0,2880.1740218839673,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,,0.0,0.0,4,0.0,0.0,0.0,0.0,80.73718333616853,,0.0,5.8406573826356,5.8406573826356,2880.1740218839677,11094553.6,110945536.0,3,0.0,2880.1740218839673,0.7348318594930588,5840.6573826356,69002496.0,41943040.0,True,0.1286472946870203,1.1848853720013803,0.34412829894319985,0.1,5,3.0,4.0,0.1,2,8,2347.7820917188274,0.0,0.1848471398325071,1.0,,,,,0.0,2,0.0,-5.8406573826356,delay_only,6900249.6,69002496.0,0.0,0.0,3,,2,5840.6573826356,0.0328125,4.367640674114227,5760.348043767935,2880.1740218839677,11094553.6,110945536.0,10,2
52102624.0,41943040.0,2858.2130738009855,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,,0.0,0.0,4,0.0,0.0,0.0,0.0,80.80066507682204,,0.0,5.796781952015527,5.796781952015527,2858.213073800985,9404566.4,94045664.0,4,0.0,2858.2130738009855,0.5864319374193198,7790.645626574945,52102624.0,41943040.0,True,0.13189904600320082,1.2148351084284243,0.3364913389769474,0.1,5,3.0,4.0,0.1,2,8,2356.1503720042865,0.0,0.17565614908094745,1.0,,,,,0.0,2,0.0,-5.796781952015527,delay_only,5210262.4,52102624.0,0.0,0.0,1,,2,5796.781952015527,0.04375,4.274621248245239,5716.42614760197,2858.213073800985,9404566.4,94045664.0,10,2
