available_migs,bandwidth_allocation_sum,bandwidth_hz,bandwidth_unused,bandwidth_violation,cluster_size_violation,compute_delay_ms,delay,epoch,is_warmup,kl_sum,penalty,reward,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count
2,0.9999929666519165,100000000.0,7.033348083496094e-06,0.0,0.0,266.0255000228062,394.2034778450552,7,False,1.6662806311430454,0.0,-197.93487923809911,1,,394203.4778450552,0.0453125,4.380009293556213,393937.4523450324,10
2,0.9999788403511047,100000000.0,2.1159648895263672e-05,0.0,0.0,295.5484999692999,106.56400902009374,7,False,1.72055720178205,0.0,-54.142283110937896,2,,106564.00902009374,0.034375,4.430776214599609,106268.46052012444,10
2,0.999779462814331,100000000.0,0.0002205371856689453,0.0,0.0,264.4641000078991,9.7240190630938,7,False,1.6723572363068375,0.0,-5.698188149700319,3,,9724.019063093801,0.05625,4.381724452972412,9652.027363171437,10
2,0.9998754262924194,100000000.0,0.0001245737075805664,0.0,0.0,267.7796999341808,208.0103983146778,8,False,1.5477341477021294,0.0,-104.77906623118996,1,,208010.3983146778,0.0296875,4.352461624145508,207742.6186147436,10
2,0.9999822974205017,100000000.0,1.7702579498291016e-05,0.0,0.0,295.50349997589365,418.97922599489743,8,False,1.72055720178205,0.0,-210.34989159833975,2,,418979.2259948974,0.0484375,4.386545658111572,418683.72249492153,10
2,0.9999898076057434,100000000.0,1.0192394256591797e-05,0.0,0.0,267.29329995578155,537.4968172681502,8,False,1.5521338885458023,0.0,-269.52447557834796,3,,537496.8172681502,0.0390625,4.380833625793457,537422.2792680475,10
2,0.9999748468399048,100000000.0,2.5153160095214844e-05,0.0,0.0,266.1480999086052,250.14155896263577,9,False,1.5625381724110554,0.0,-125.85204856752341,1,,250141.55896263578,0.040625,4.316997313499451,249875.41086272718,10
2,0.9999849796295166,100000000.0,1.5020370483398438e-05,0.0,0.0,229.89250003593042,284.7945317609927,9,False,1.3037626939113025,0.0,-143.049147227452,2,,284794.5317609927,0.0234375,4.435640919208526,284697.2540609648,10
2,0.9999806880950928,100000000.0,1.9311904907226562e-05,0.0,0.0,299.0029000211507,725.8129249178075,9,False,2.098076853782849,0.0,-363.9555008857952,3,,725812.9249178076,0.0453125,4.3628139853477474,725513.9220177864,10
2,0.9996324181556702,100000000.0,0.000367581844329834,0.0,0.0,297.6209999760613,31.515624631165092,10,False,2.0841851173281243,0.0,-16.799904874246607,1,0.0078125,31515.624631165094,0.028125,4.342047727108001,31218.003631189033,10
2,0.9999663829803467,100000000.0,3.361701965332031e-05,0.0,0.0,295.8550999755971,59.219493713813506,10,False,2.406789638557018,0.0,-30.81314167618526,2,0.0078125,59219.49371381351,0.025,4.418301343917847,58923.63861383791,10
2,0.9999901652336121,100000000.0,9.834766387939453e-06,0.0,0.0,268.27960001537576,42.195170068073736,10,False,1.7230898684000584,0.0,-21.959129968236898,3,0.0078125,42195.170068073734,0.0609375,4.32092387676239,41926.89046805836,10
2,0.9999949336051941,100000000.0,5.066394805908203e-06,0.0,0.0,228.23019995121285,780.4534396104327,11,False,1.3958780399997244,0.0,-390.9246588252162,1,,780453.4396104327,0.0203125,4.496900355815887,780225.2094104815,10
2,0.999918520450592,100000000.0,8.147954940795898e-05,0.0,0.0,266.0531000001356,175.88073771609513,11,False,1.6240351926187946,0.0,-88.75238645435697,2,,175880.73771609511,0.01875,4.589173364639282,175614.68461609498,10
2,0.9998318552970886,100000000.0,0.00016814470291137695,0.0,0.0,339.42610007943586,49.46441463072852,11,False,0.2725029520760624,0.0,-24.86845879140229,3,,49464.41463072852,0.015625,4.546293258666992,49124.98853064908,10
2,0.9999717473983765,100000000.0,2.8252601623535156e-05,0.0,0.0,298.2633000356145,571.0019147621025,12,False,2.046723855564486,0.0,-286.52431930883347,1,,571001.9147621025,0.03125,4.362301468849182,570945.1524620783,10
2,0.9999646544456482,100000000.0,3.534555435180664e-05,0.0,0.0,295.0842999853194,488.9281911731061,12,False,2.176021999714165,0.0,-245.55210658641013,2,,488928.1911731061,0.028125,4.479027795791626,488633.10687312076,10
2,0.9999950528144836,100000000.0,4.947185516357422e-06,0.0,0.0,339.45240010507405,324.4163672167185,12,False,0.2725029520760624,0.0,-162.3444350843973,3,,324416.3672167185,0.03125,4.400441884994507,324076.9148166134,10
2,0.9998388290405273,100000000.0,0.00016117095947265625,0.0,0.0,344.5611000061035,131.05849164837872,13,False,1.6198556746296897,0.0,-66.3391736615042,1,,131058.49164837872,0.0265625,4.411598753929138,130713.93054837262,10
2,0.999854564666748,100000000.0,0.00014543533325195312,0.0,0.0,270.17309999791905,364.69804232393506,13,False,1.405139381326032,0.0,-183.05159085263054,2,,364698.0423239351,0.015625,4.414460968971253,364427.86922393716,10
2,0.999843418598175,100000000.0,0.00015658140182495117,0.0,0.0,263.345799932722,292.66165730549613,13,False,1.5566952475570621,0.0,-147.1091762765266,3,,292661.65730549616,0.025,4.443822717666626,292588.4366054124,10
2,0.9994505643844604,100000000.0,0.0005494356155395508,0.0,0.0,191.89120002556592,20.60034997235932,14,False,1.2352524448303317,0.0,-10.917801208594828,1,,20600.349972359323,0.03125,4.443558979034424,20408.458772333757,10
2,0.9997596740722656,100000000.0,0.000240325927734375,0.0,0.0,229.29210000438616,7.005801982049691,14,False,1.2609426935850578,0.0,-4.133372337817375,2,,7005.801982049691,0.01875,4.425142478942871,6776.509882045305,10
2,0.9999778866767883,100000000.0,2.2113323211669922e-05,0.0,0.0,265.59950003866106,215.88525900025942,14,False,1.6190230390163727,0.0,-108.7521410196379,3,,215885.25900025942,0.015625,4.437813305854798,215619.65950022076,10
2,0.9998089671134949,100000000.0,0.00019103288650512695,0.0,0.0,227.4751999648288,17.38213391385786,15,False,1.4344650868650264,0.0,-9.408299500361442,1,,17382.13391385786,0.028125,4.367837119102478,17154.65871389303,10
2,0.9999424815177917,100000000.0,5.751848220825195e-05,0.0,0.0,227.66729997238144,38.9775555803669,15,False,1.3842851110495789,0.0,-20.180920345708238,2,,38977.5555803669,0.028125,4.4713577151298525,38882.27518035521,10
2,0.9999257326126099,100000000.0,7.426738739013672e-05,0.0,0.0,265.01990004908293,21.577985121286382,15,False,1.4144627835456278,0.0,-11.496223952416004,3,,21577.985121286383,0.0390625,4.3938751220703125,21312.9652212373,10
2,0.9999448657035828,100000000.0,5.513429641723633e-05,0.0,0.0,264.38189996406436,19.300117642392944,16,False,1.7761657710174743,0.0,-10.53814170670521,1,,19300.117642392943,0.028125,4.357200765609742,19035.73574242888,10
2,0.9999914765357971,100000000.0,8.52346420288086e-06,0.0,0.0,192.18319992069155,205.67982534818196,16,False,1.1686776979494602,0.0,-103.4242515230657,2,,205679.82534818197,0.01875,4.3960556268692015,205553.51034818063,10
2,0.9999639987945557,100000000.0,3.600120544433594e-05,0.0,0.0,228.94729994004592,1222.1214715747233,16,False,1.3300322190624334,0.0,-611.7257518968928,3,,1222121.4715747233,0.0296875,4.35777702331543,1221892.5242747832,10
2,0.999893844127655,100000000.0,0.0001061558723449707,0.0,0.0,264.3131000222638,134.91853003733178,17,False,1.7561147878797057,0.0,-68.33732241260574,1,,134918.53003733177,0.040625,4.337132740020752,134654.2169373095,10
2,0.9998824596405029,100000000.0,0.00011754035949707031,0.0,0.0,266.58749993657693,95.49054754229516,17,False,1.7263362528493413,0.0,-48.60844189757225,2,,95490.54754229516,0.0234375,4.460661840438843,95223.96004235858,10
2,0.999577522277832,100000000.0,0.00042247772216796875,0.0,0.0,338.2296001072973,2.305142978710028,17,False,0.2725029520760624,0.0,-1.2888229653930452,3,,2305.1429787100283,0.0234375,4.423794388771057,1966.9133786027307,10
2,0.999919593334198,100000000.0,8.040666580200195e-05,0.0,0.0,298.8789000082761,813.826241252659,18,False,2.2137707018911508,0.0,-408.02000597727505,1,,813826.241252659,0.0296875,4.342806100845337,813527.3623526507,10
2,0.9999902844429016,100000000.0,9.715557098388672e-06,0.0,0.0,265.2303000795655,108.71138983387712,18,False,1.6427515007669888,0.0,-55.177070667322056,2,,108711.38983387713,0.0421875,4.359590148925781,108446.15953379756,10
2,0.9998571276664734,100000000.0,0.00014287233352661133,0.0,0.0,265.87290002498776,8.892126988688602,18,False,1.6061402717832551,0.0,-5.249133630235929,3,,8892.126988688602,0.0328125,4.403546738624573,8626.254088663614,10
2,0.99998539686203,100000000.0,1.4603137969970703e-05,0.0,0.0,239.61469996720552,905.3231698337497,19,False,1.3400426254710143,0.0,-453.3316062296104,1,,905323.1698337498,0.034375,4.301339268684387,905083.5551337826,10
2,0.9999010562896729,100000000.0,9.894371032714844e-05,0.0,0.0,262.30880012735724,10.908106708023006,19,False,1.6427515007669888,0.0,-6.2754291043949975,2,,10908.106708023006,0.0265625,4.39809217453003,10645.797907895649,10
2,0.9998378157615662,100000000.0,0.0001621842384338379,0.0,0.0,295.31750007299706,126.16136951516708,19,False,1.96324807167325,0.0,-64.06230879342017,3,,126161.36951516708,0.0421875,4.374138927459716,125866.05201509409,10
2,0.999985933303833,100000000.0,1.4066696166992188e-05,0.0,0.0,291.2588999606669,75.63554562218775,20,False,2.2425180617408436,0.0,-38.939031841964294,1,0.0171875,75635.54562218775,0.0546875,4.27574315071106,75344.28672222709,10
2,0.9999905228614807,100000000.0,9.47713851928711e-06,0.0,0.0,264.99639998655766,766.7030903604602,20,False,1.6705522654192442,0.0,-384.18682131293974,2,0.0171875,766703.0903604602,0.05,4.3654128313064575,766438.0939604737,10
2,0.9999079704284668,100000000.0,9.202957153320312e-05,0.0,0.0,192.00139999156818,31.74517444262936,20,False,1.2119860850782738,0.0,-16.478580263853818,3,0.0171875,31745.17444262936,0.0421875,4.329511737823486,31616.640742613963,10
2,0.9999656677246094,100000000.0,3.4332275390625e-05,0.0,0.0,227.73840004811063,646.8648990279228,21,False,1.5154230993502291,0.0,-324.1901610636365,1,,646864.8990279228,0.01875,4.505548775196075,646768.8116279362,10
2,0.9998493194580078,100000000.0,0.0001506805419921875,0.0,0.0,229.79840001789853,18.496434315705063,21,False,1.2866549848576554,0.0,-9.891544650281359,2,,18496.434315705064,0.0328125,4.524917197227478,18400.758815711688,10
2,0.9998611807823181,100000000.0,0.00013881921768188477,0.0,0.0,340.5373000423424,161.65416117268384,21,False,0.2725029520760624,0.0,-80.96333206237995,3,,161654.16117268385,0.028125,4.540123701095581,161313.6238726415,10
2,0.9999748468399048,100000000.0,2.5153160095214844e-05,0.0,0.0,229.29190000286326,44.10140477779496,22,False,1.3425878885855937,0.0,-22.721996333190276,1,,44101.40477779496,0.034375,4.294452273845673,43872.1128777921,10
2,0.9999798536300659,100000000.0,2.014636993408203e-05,0.0,0.0,265.83449996542186,1136.213422025424,22,False,1.4920188751142904,0.0,-568.8527204502692,2,,1136213.422025424,0.0484375,4.336462903022766,1135947.5875254585,10
2,0.9999302625656128,100000000.0,6.973743438720703e-05,0.0,0.0,191.37060001958162,87.5995326695968,22,False,1.2795973233057347,0.0,-44.43956499645127,3,,87599.5326695968,0.04375,4.363652324676513,87408.16206957721,10
2,0.9998593926429749,100000000.0,0.00014060735702514648,0.0,0.0,342.9249000037089,15.527110635860929,23,False,0.3193326949041095,0.0,-7.923221665382519,1,,15527.110635860929,0.0421875,4.305561661720276,15184.18573585722,10
2,0.9998782873153687,100000000.0,0.00012171268463134766,0.0,0.0,191.5939999744296,11.331275875524504,23,False,1.2100772378114084,0.0,-6.270676556667956,2,,11331.275875524505,0.028125,4.347639584541321,11204.36047549162,10
2,0.9999649524688721,100000000.0,3.504753112792969e-05,0.0,0.0,267.958200071007,221.52926172165476,23,False,1.4680967890727388,0.0,-111.49867925536375,3,,221529.26172165477,0.0375,4.3532897472381595,221455.1658217171,10
2,0.9999642968177795,100000000.0,3.5703182220458984e-05,0.0,0.0,340.96259996294975,62.42970984702271,24,False,0.3193326949041095,0.0,-31.37452127096341,1,,62429.70984702271,0.0328125,4.267032504081726,62088.74724705976,10
2,0.9999758005142212,100000000.0,2.4199485778808594e-05,0.0,0.0,267.7957999985665,62.74102834779221,24,False,1.5396890046567666,0.0,-32.14035867622449,2,,62741.028347792206,0.0578125,4.2702172040939335,62473.23254779364,10
2,0.9999455809593201,100000000.0,5.441904067993164e-05,0.0,0.0,266.9888000236824,55.562671996192925,24,False,1.6723572363068375,0.0,-28.61751461624988,3,,55562.67199619293,0.053125,4.302199482917786,55490.15679618429,10
2,0.9999601244926453,100000000.0,3.987550735473633e-05,0.0,0.0,230.67039996385574,20.916675079211622,25,False,1.3624108775294856,0.0,-11.139542978370553,1,,20916.67507921162,0.053125,4.2265536189079285,20694.042879278335,10
2,0.9999561309814453,100000000.0,4.38690185546875e-05,0.0,0.0,192.45949998730794,150.47187757043605,25,False,1.295356415159937,0.0,-75.883616992798,2,,150471.87757043605,0.05,4.255537760257721,150348.20977039373,10
2,0.9998919367790222,100000000.0,0.0001080632209777832,0.0,0.0,226.94839996984228,16.335331481149698,25,False,1.2484209365904044,0.0,-8.79187620887005,3,,16335.331481149698,0.0578125,4.291504848003387,16108.383081179856,10
2,0.9998433589935303,100000000.0,0.00015664100646972656,0.0,0.0,167.56959998747334,67.2726158627679,26,False,1.2014829530636835,0.0,-34.2370494079158,1,,67272.61586276791,0.059375,4.153814494609833,67105.04626278044,10
2,0.9999374747276306,100000000.0,6.252527236938477e-05,0.0,0.0,267.2497000894509,23.42050458489345,26,False,1.5122292354212696,0.0,-12.46636691015736,2,,23420.50458489345,0.0421875,4.234213519096374,23153.254884804,10
2,0.9999699592590332,100000000.0,3.0040740966796875e-05,0.0,0.0,229.1580000310205,194.7277685244619,26,False,1.290444115263015,0.0,-98.00910631986247,3,,194727.76852446192,0.040625,4.260757207870483,194628.94412447282,10
2,0.9999715089797974,100000000.0,2.849102020263672e-05,0.0,0.0,229.21449999557808,91.18283498267023,27,False,1.4078655681635817,0.0,-46.29535027541691,1,,91182.83498267023,0.053125,4.0423548579216,91086.11398269035,10
2,0.9999914169311523,100000000.0,8.58306884765625e-06,0.0,0.0,230.33769999165088,83.44934561474199,27,False,1.2941376647305447,0.0,-42.371741639736264,2,,83449.345614742,0.0515625,4.193392014503479,83219.00791475034,10
2,0.9999803900718689,100000000.0,1.9609928131103516e-05,0.0,0.0,161.8342999718152,98.12653663981855,27,False,1.146045205476892,0.0,-49.636290922647724,3,,98126.53663981856,0.0546875,4.201586127281189,97964.70233984674,10
2,0.9998571872711182,100000000.0,0.00014281272888183594,0.0,0.0,192.67060002312064,11.681866171362335,28,False,1.3096442226861564,0.0,-6.495755197024246,1,,11681.866171362335,0.053125,4.0814735174179075,11489.195571339214,10
2,0.9999858140945435,100000000.0,1.4185905456542969e-05,0.0,0.0,264.84169997274876,38.782179692559076,28,False,1.5396890046567666,0.0,-20.16093434860792,2,,38782.179692559075,0.075,4.055948948860168,38517.33799258633,10
2,0.999919593334198,100000000.0,8.040666580200195e-05,0.0,0.0,230.18339998088777,15.711302303274788,28,False,1.2559490839807819,0.0,-8.483625693627785,3,,15711.302303274788,0.0515625,4.279893243312836,15481.1189032939,10
2,0.9999723434448242,100000000.0,2.765655517578125e-05,0.0,0.0,190.14840002637357,91.566667581955,29,False,1.279626134058835,0.0,-46.423146858006916,1,,91566.667581955,0.0515625,4.046016645431519,91376.51918192863,10
2,0.9997970461845398,100000000.0,0.00020295381546020508,0.0,0.0,164.12099997978657,8.3234167297713,29,False,1.2043540364076444,0.0,-4.763885383089471,2,,8323.4167297713,0.06875,4.15891095995903,8159.295729791513,10
2,0.9999703168869019,100000000.0,2.968311309814453e-05,0.0,0.0,192.95049994252622,93.8940400386013,29,False,1.1860108657215318,0.0,-47.540025452161416,3,,93894.0400386013,0.046875,4.238567423820496,93701.08953865878,10
2,0.999947190284729,100000000.0,5.2809715270996094e-05,0.0,0.0,164.85240001929924,191.23811093740082,30,False,1.1834560245811232,0.0,-96.21078348099097,1,0.03828125,191238.1109374008,0.0609375,4.082447916269302,191073.2585373815,10
2,0.9999721646308899,100000000.0,2.7835369110107422e-05,0.0,0.0,228.5562000470236,37.093835754174556,30,False,1.1260156868590272,0.0,-19.10992572051679,2,0.03828125,37093.83575417456,0.0359375,4.134048342704773,36865.27955412753,10
2,0.9999968409538269,100000000.0,3.159046173095703e-06,0.0,0.0,163.11269998550415,741.5249972948291,30,False,1.154792649343575,0.0,-371.3398949720863,3,0.03828125,741524.9972948291,0.0609375,4.171876639127731,741361.8845948436,10
2,0.9999494552612305,100000000.0,5.054473876953125e-05,0.0,0.0,343.4355999925174,57.039669372291506,31,False,1.4006704742749316,0.0,-29.22016992328322,1,,57039.66937229151,0.0375,4.248296022415161,56949.53967220962,10
2,0.9999855160713196,100000000.0,1.4483928680419922e-05,0.0,0.0,264.5274000824429,78.11930161442034,31,False,1.5648035684440167,0.0,-39.84205259143218,2,,78119.30161442034,0.034375,4.30811116695404,77854.7742143379,10
2,0.9999704957008362,100000000.0,2.950429916381836e-05,0.0,0.0,190.26510004187003,18.724296972468874,31,False,1.1676005763695256,0.0,-9.9459487744192,3,,18724.296972468874,0.04375,4.327431464195252,18534.031872427004,10
2,0.9999228119850159,100000000.0,7.718801498413086e-05,0.0,0.0,163.5251000407152,11.07866842184525,32,False,1.2508727064735066,0.0,-6.164770564159379,1,,11078.66842184525,0.065625,4.117738872766495,10919.592021802273,10
2,0.9996470212936401,100000000.0,0.0003529787063598633,0.0,0.0,266.29769994178787,10.175277300867716,32,False,1.625007399067342,0.0,-5.900142349967529,2,,10175.277300867716,0.04375,4.089011001586914,9908.979600925928,10
2,0.999941885471344,100000000.0,5.811452865600586e-05,0.0,0.0,163.0677999346517,35.23895800886723,32,False,1.1962374499555406,0.0,-18.217597729411384,3,,35238.95800886723,0.0765625,4.074643969535828,35075.89020893258,10
2,0.9999052286148071,100000000.0,9.47713851928711e-05,0.0,0.0,298.2567999861203,38.544915544863976,33,False,2.2137707018911508,0.0,-20.379343123377563,1,,38544.91554486397,0.0625,4.093296825885773,38246.65874487785,10
2,0.999958872795105,100000000.0,4.112720489501953e-05,0.0,0.0,164.11869990406558,44.591004197382944,33,False,1.1757753813743066,0.0,-22.883389789378626,2,,44591.00419738294,0.0578125,4.174154192209244,44426.88549747888,10
2,0.9996386170387268,100000000.0,0.00036138296127319336,0.0,0.0,229.17190002044663,15.36918481802545,33,False,1.4006574031446668,0.0,-8.384921110585058,3,,15369.184818025451,0.0578125,4.167981040477753,15140.012918005004,10
2,0.9996631741523743,100000000.0,0.0003368258476257324,0.0,0.0,267.5541000207886,11.872883006104438,34,False,1.743488390403223,0.0,-6.808185698253831,1,,11872.883006104437,0.05625,4.003731775283813,11605.328906083649,10
2,0.9997036457061768,100000000.0,0.0002963542938232422,0.0,0.0,192.27829994633794,29.355248065705485,34,False,1.2189835789169776,0.0,-15.28711582231123,2,,29355.248065705484,0.05,4.091383600234986,29230.03766573321,10
2,0.9999644160270691,100000000.0,3.55839729309082e-05,0.0,0.0,228.48710004473105,112.25822846069308,34,False,1.4233612253087788,0.0,-56.84079484300093,3,,112258.22846069308,0.0671875,4.03854079246521,112160.59676064718,10
2,0.999701976776123,100000000.0,0.0002980232238769531,0.0,0.0,265.34170005470514,7.309557879388037,35,False,1.5164487125854014,0.0,-4.413003295986719,1,,7309.557879388037,0.065625,3.9765876173973083,7044.216179333332,10
2,0.999958336353302,100000000.0,4.166364669799805e-05,0.0,0.0,192.2768999938853,30.10804960607531,35,False,1.2000702286486749,0.0,-15.654059917361991,2,,30108.049606075307,0.04375,4.105269050598144,29915.77270608142,10
2,0.9996984004974365,100000000.0,0.00030159950256347656,0.0,0.0,190.96610002452508,35.018368515337784,35,False,1.2088733388386708,0.0,-18.113620927088228,3,,35018.36851533778,0.0875,4.063525426387787,34827.402415313256,10
2,0.999963641166687,100000000.0,3.635883331298828e-05,0.0,0.0,227.28539997478947,26.205940841129138,36,False,1.4434907083281794,0.0,-13.82471577472866,1,,26205.940841129137,0.0875,4.033904498815536,25978.655441154347,10
2,0.9998379945755005,100000000.0,0.00016200542449951172,0.0,0.0,193.85559990769252,10.528638043832702,36,False,1.206511087240714,0.0,-5.867574565536708,2,,10528.638043832701,0.05625,4.045780301094055,10334.782443925009,10
2,0.9998927712440491,100000000.0,0.00010722875595092773,0.0,0.0,192.6705000223592,28.42018581240207,36,False,1.2573712283438363,0.0,-14.838778520372953,3,,28420.185812402073,0.0671875,4.11268367767334,28293.52671239993,10
2,0.9997510313987732,100000000.0,0.00024896860122680664,0.0,0.0,348.6492999945767,10.471955030620986,37,False,1.5321179211611886,0.0,-6.002036475891087,1,,10471.955030620986,0.0703125,4.063817644119263,10123.305730626409,10
2,0.9998878836631775,100000000.0,0.00011211633682250977,0.0,0.0,190.33289997605607,29.47612277122804,37,False,1.0955012536907245,0.0,-15.285812012459383,2,,29476.12277122804,0.06875,4.018828642368317,29285.789871251985,10
2,0.9999445676803589,100000000.0,5.543231964111328e-05,0.0,0.0,161.51150007499382,29.856099856368463,37,False,1.1418440228285525,0.0,-15.498971939598508,3,,29856.099856368462,0.0703125,4.0627725422382355,29696.756156443815,10
2,0.999937117099762,100000000.0,6.288290023803711e-05,0.0,0.0,193.58969997847453,38.37146222173079,38,False,1.248427234574991,0.0,-19.80994472815289,1,,38371.462221730784,0.0703125,3.9854390025138855,38243.76192183309,10
2,0.9997633695602417,100000000.0,0.00023663043975830078,0.0,0.0,193.50109988590702,12.47188637534076,38,False,1.2608213606703296,0.0,-6.866353868005545,2,,12471.88637534076,0.0921875,3.953874921798706,12348.642075321764,10
2,0.9999279379844666,100000000.0,7.206201553344727e-05,0.0,0.0,267.7541999728419,68.56659349825212,38,False,1.5925453500122129,0.0,-35.07956942413217,3,,68566.59349825211,0.0796875,4.069646286964416,68298.83929827927,10
2,0.9999116063117981,100000000.0,8.83936882019043e-05,0.0,0.0,300.2396999509074,19.652539262461083,39,False,2.0214061373195817,0.0,-10.836972699890332,1,,19652.539262461083,0.08125,3.934421342611313,19352.299562510176,10
2,0.9999258518218994,100000000.0,7.414817810058594e-05,0.0,0.0,195.40710002183914,27.32169050153842,39,False,1.1478556552557915,0.0,-14.234773078397106,2,,27321.690501538418,0.0796875,4.025947213172913,27126.28340151658,10
2,0.9998281002044678,100000000.0,0.00017189979553222656,0.0,0.0,194.70210000872612,43.08410131815393,39,False,1.2405446340836013,0.0,-22.162322976118762,3,,43084.101318153924,0.0765625,4.078529846668244,42889.3992181452,10
2,0.999886155128479,100000000.0,0.0001138448715209961,0.0,0.0,190.4779999749735,15.005982361475727,40,False,1.39263225991035,0.0,-8.199307310693039,1,0.04609375,15005.982361475728,0.071875,3.9765511035919188,14877.655661464925,10
2,0.9999618530273438,100000000.0,3.814697265625e-05,0.0,0.0,192.7859000279568,62.82355437497321,40,False,1.1785153752347952,0.0,-32.001034875104004,2,0.04609375,62823.55437497321,0.0703125,3.9988682866096497,62630.76847494525,10
2,0.9999791383743286,100000000.0,2.086162567138672e-05,0.0,0.0,193.50279995705932,257.78749484993887,40,False,1.193455430978643,0.0,-129.49047514045876,3,0.04609375,257787.49484993887,0.0859375,4.001606178283692,257593.9920499818,10
2,0.9999182224273682,100000000.0,8.177757263183594e-05,0.0,0.0,192.33659998280928,34.80044735866852,41,False,1.2702237449773492,0.0,-18.035335551822936,1,,34800.44735866852,0.065625,4.103277933597565,34674.467358715105,10
