actual_bandwidth_tx_delay_ms,available_migs,bandwidth_allocation_sum,bandwidth_alpha_max,bandwidth_alpha_mean,bandwidth_alpha_min,bandwidth_context_score_std,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_latent_mean,bandwidth_physical_score_std,bandwidth_unused,bandwidth_violation,channel_bandwidth_spearman,channel_permutation_delta_spearman,cluster_load_cv,cluster_size_std,cluster_size_violation,compute_delay_ms,delay,delay_normalized,epoch,equal_bandwidth_improvement,equal_bandwidth_tx_delay_ms,is_warmup,kl_normalized,kl_sum,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,oracle_bandwidth_tx_delay_ms,oracle_gap_closure,oracle_opportunity,penalty,physical_cluster_count,required_airtime_bandwidth_spearman,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count,virtual_cluster_count
160.88969832544151,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.21364375203848,0.28853681836535156,0.28853681836535156,1,0.0,160.88969832544151,True,0.1377038420508053,1.2682992558167636,0.1,5,4.0,5.0,0.1,2,73.7731554679679,0.0,0.5414675008045425,0.0,2,0.0,-0.2131203302080784,262144.0,2621440.0,1,,288.53681836535156,0.028125,4.525474727153778,160.8896983254415,10,2
79.88866270751507,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,0.0,197.77166889980435,0.25536249289648416,0.25536249289648416,1,0.0,79.88866270751507,True,0.17835947798034718,1.6427515007669888,0.1,8,4.0,5.0,0.1,2,57.776927296463874,0.0,0.27678189447238255,0.0,2,0.0,-0.21686098543841567,262144.0,2621440.0,2,,255.36249289648416,0.0140625,4.703999090194702,79.88866270751508,10,2
76.14598582533208,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,0.0,202.4773983284831,0.2786233841538152,0.2786233841538152,1,0.0,76.14598582533208,True,0.15581677550238288,1.4351255380407466,0.1,8,4.0,5.0,0.1,2,60.25882996303054,0.0,0.2086407535486425,0.0,2,0.0,-0.21722007982809904,262144.0,2621440.0,3,,278.6233841538152,0.015625,4.62877631187439,76.14598582533209,10,2
72.54034351589955,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,0.0,185.66202884539962,0.25820237236129917,0.25820237236129917,2,0.0,72.54034351589955,True,0.15285706187875747,1.4078655681635817,0.1,7,4.0,5.0,0.1,2,58.69181799530499,0.0,0.1909079120580566,0.0,2,0.0,-0.20552971712002832,262144.0,2621440.0,1,,258.2023723612992,0.0296875,4.425073099136353,72.54034351589955,10,2
95.38464133900828,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,131.7150522954762,0.22709969363448448,0.22709969363448448,2,0.0,95.38464133900828,True,0.12307077235851555,1.1335237032639263,0.1,6,4.0,5.0,0.1,2,62.9352547590407,0.0,0.34019508931882053,0.0,2,0.0,-0.17508523299650003,262144.0,2621440.0,2,,227.09969363448448,0.034375,4.5442968845367435,95.38464133900828,10,2
72.85113522992016,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.61475564166903,0.21746589087158918,0.21746589087158918,2,0.0,72.85113522992016,True,0.12407802511586331,1.1428008439997108,0.1,5,4.0,5.0,0.1,2,61.188209169341974,0.0,0.16009257815639633,0.0,2,0.0,-0.17077195799372624,262144.0,2621440.0,3,,217.46589087158918,0.0359375,4.427100658416748,72.85113522992016,10,2
88.73518640480452,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0637739598751,0.20679896036467962,0.20679896036467962,3,0.0,88.73518640480452,True,0.13800072047137435,1.2710336071192994,0.1,5,4.0,5.0,0.1,2,57.924709069132334,0.0,0.34721826350954693,0.0,2,0.0,-0.17239984041802697,262144.0,2621440.0,1,,206.79896036467963,0.0515625,4.373186230659485,88.73518640480452,10,2
98.97845166093153,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,0.0,198.875043541193,0.2771894188224888,0.2771894188224888,3,0.0,98.97845166093153,True,0.15415396010731586,1.4198104422764173,0.1,7,4.0,5.0,0.1,2,61.95250060942594,0.0,0.3740809280220369,0.0,2,0.0,-0.21567168946490234,262144.0,2621440.0,2,,277.18941882248885,0.0234375,4.451783788204193,98.97845166093153,10,2
88.11180036478939,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,126.80712947621942,0.17949553228762305,0.17949553228762305,3,0.0,88.11180036478939,True,0.13793680062388836,1.2704448835674285,0.1,6,4.0,5.0,0.1,2,57.94691422018188,0.0,0.3423478582859803,0.0,2,0.0,-0.1587161664557557,262144.0,2621440.0,3,,179.49553228762306,0.021875,4.498102164268493,88.1118003647894,10,2
144.98249662007984,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,174.48907950893044,0.2695413496055812,0.2695413496055812,4,0.0,144.98249662007984,True,0.1503370626392607,1.3846555174306951,0.1,6,4.0,5.0,0.1,2,65.59834349432839,0.0,0.5475430136492551,0.0,2,0.0,-0.20993920612242095,262144.0,2621440.0,1,,269.54134960558116,0.0203125,4.437864899635315,144.98249662007987,10,2
