actual_bandwidth_tx_delay_ms,allocator_bottleneck_client,allocator_bottleneck_mig,allocator_elapsed_ms,allocator_equal_total_delay_improvement,allocator_equal_total_delay_ms,allocator_equal_tx_delay_ms,allocator_floor_hit_rate,allocator_hybrid_total_delay_ms,allocator_hybrid_tx_delay_ms,allocator_oracle_gap_closure,available_migs,bandwidth_allocation_sum,bandwidth_alpha_max,bandwidth_alpha_mean,bandwidth_alpha_min,bandwidth_context_score_std,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_latent_mean,bandwidth_physical_score_std,bandwidth_unused,bandwidth_violation,channel_bandwidth_spearman,channel_permutation_delta_spearman,cluster_load_cv,cluster_size_std,cluster_size_violation,compute_delay_ms,delay,delay_normalized,epoch,equal_bandwidth_improvement,equal_bandwidth_tx_delay_ms,is_warmup,kl_normalized,kl_sum,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,oracle_bandwidth_tx_delay_ms,oracle_gap_closure,oracle_opportunity,penalty,physical_cluster_count,required_airtime_bandwidth_spearman,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count,virtual_cluster_count
93.14323647791771,1,0,0.7020351476967335,0.5843326527764346,493.84997589702596,381.7159029674052,0.0,205.27730940753847,93.14323647791771,1.0,2,1.0,0.0,0.0,0.0,0.0,1.1263337200010464,0.0,0.5005322905386277,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.9030303030303028,0.0,0.2,1.0,0.0,127.12313234806061,0.20527730940753847,0.20527730940753847,4,0.7559880640187232,381.71590296740516,True,0.11509778721185086,1.060089796282434,0.4098160182118022,6,4.2,5.2,0.027695462660363553,2,90.12854153892118,0.9896610918791968,0.7638858092149823,0.0,2,0.9999999999999999,-0.16018754830969467,288358.4,2883584.0,2,,205.27730940753847,0.0234375,4.525782370567322,93.14323647791771,10,2
41.223013417105385,0,0,0.6975182332098484,0.07690674591603379,180.7198304733545,32.53605487330858,0.0,166.82125638915153,41.223013417105385,1.0,2,1.0,0.0,0.0,0.0,0.0,0.6211028901853219,0.0,0.32883605277388744,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.5515151515151515,0.0,0.2,1.0,0.0,148.18377560004592,0.16682125638915152,0.16682125638915152,4,-0.26699483319728723,32.53605487330858,True,0.12001724141980823,1.105399643982072,0.17457324432134244,6,3.0,5.6,0.021239988405596207,2,20.900588979761224,-0.7465930993458808,0.35761760111526847,0.0,2,0.9999999999999999,-0.14341924890447988,98304.0,983040.0,3,,166.82125638915153,0.0265625,4.465487456321716,41.223013417105385,10,2
113.0023382363351,0,0,0.7014740258455276,0.5895659684267783,522.1091293897939,420.8201127294911,0.5,214.29135489663798,113.0023382363351,1.0,2,1.0,0.0,0.0,0.0,0.0,1.208422724936124,0.5,0.601358838749869,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.6529732656735883,0.0,0.2,1.0,0.0,107.421038672328,0.214291354896638,0.214291354896638,5,0.7314711563965229,420.82011272949103,True,0.12270285664642584,1.1301350743273821,0.3723994735837947,6,0.4,3.0,0.01,2,112.91123497657223,0.9997041226598345,0.7316876461911098,0.0,2,0.937436866561092,-0.16849710577153193,448921.6,4489216.0,1,,214.291354896638,0.0234375,4.4849063634872435,113.00233823633512,10,2
87.58291533323734,0,0,0.7090084254741669,0.14126050437728022,217.63883173984684,65.20382050943768,0.0,186.89506059619404,87.58291533323734,1.0,2,1.0,0.0,0.0,0.0,0.0,0.7011254733004918,0.0,0.3724268565426843,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.09090909090909088,0.0,0.2,1.0,0.0,152.43501123040915,0.18689506059619404,0.18689506059619404,5,-0.3432175392323902,65.20382050943768,True,0.1274088261709186,1.1734786554281071,0.189215690950745,6,2.4,3.8,0.010699999207462793,2,37.79696491242723,-0.8165509809976439,0.4203259162251628,0.0,2,0.9999999999999999,-0.15715194338355631,176947.2,1769472.0,2,,186.89506059619404,0.03125,4.417692685127259,87.58291533323734,10,2
87.84575413008292,1,1,0.6926571950316429,0.1180562810406018,241.81410825812426,67.84256516956894,0.0,213.26643393402065,87.84575413008292,1.0,2,1.0,0.0,0.0,0.0,0.0,0.5754623383444811,0.0,0.3156055529155886,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.6,0.0,0.2,1.0,0.0,173.97154308855534,0.21326643393402064,0.21326643393402064,5,-0.2948471790610669,67.84256516956894,True,0.11755421704915106,1.082714351183847,0.17264983744673792,6,4.4,6.0,0.026787364201028237,2,45.53816195293376,-0.8968269075047531,0.32876709718871167,0.0,2,0.9999999999999999,-0.16541032549158585,209715.2,2097152.0,3,,213.26643393402065,0.034375,4.440163612365723,87.84575413008292,10,2
81.19747944013228,0,0,0.6900611333549023,0.39166221492407893,313.89593758918556,204.13865761198312,0.0,190.95475941733469,81.19747944013228,1.0,2,1.0000000000000002,0.0,0.0,0.0,0.0,0.6412818560812577,0.0,0.3332457937646509,100000000.0,0.10000000149011612,0.0,-2.220446049250313e-16,2.220446049250313e-16,-0.5757575757575757,0.0,0.0,0.0,0.0,133.24957573786378,0.1909547594173347,0.1909547594173347,6,0.6022434927809288,204.13865761198312,False,0.11747597179236507,1.0819936857363555,0.25141009181509955,5,4.0,5.0,0.03984391045696141,2,75.72446385284002,0.9573799793692775,0.6290537777672007,2.220446049250313e-16,2,0.9999999999999999,-0.1542153656048501,327680.0,3276800.0,1,,190.95475941733469,0.0265625,4.478204905986786,81.19747944013228,10,2
124.38058309171626,0,1,0.6907661445438862,0.4392687346073805,399.63173617084374,299.92631014843334,0.4,224.08600911412668,124.38058309171628,1.0,2,1.0,0.0,0.0,0.0,0.0,0.9216912804331164,0.4,0.48923690749214543,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.7441134253820596,0.0,0.0,0.0,0.0,116.44423985853791,0.22408600911412668,0.22408600911412668,6,0.585296191487301,299.92631014843334,False,0.12302604124738943,1.133111714505238,0.2411359576335741,5,0.5,4.0,0.01,2,124.24173870487324,0.9992096950477657,0.5857591198205115,0.0,2,0.9692233691951198,-0.17355602518075805,548864.0,5488640.0,2,,224.08600911412668,0.03125,4.471160709857941,124.38058309171628,10,2
93.93413556901432,3,1,0.7107243873178959,0.18987150745933506,241.72814236162228,91.9400639752857,0.0,195.8308555760763,93.93413556901432,1.0,2,1.0,0.0,0.0,0.0,0.0,0.5555055988101819,0.0,0.3131662009601772,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.16363636363636364,0.0,0.2,1.0,0.0,149.78807838633657,0.1958308555760763,0.1958308555760763,6,-0.021688821037416636,91.9400639752857,False,0.12784664832329498,1.177511146473885,0.19968401036367947,6,4.4,6.0,0.02857268461844,2,53.77694128000586,-0.05225126910212833,0.41508697128531935,0.0,2,0.9636363636363635,-0.16183875194968564,209715.2,2097152.0,3,,195.8308555760763,0.0234375,4.545685863494873,93.93413556901432,10,2
178.37715925063432,2,0,0.6843730807304382,0.40210633570403664,546.6928816733802,398.20583065579774,0.4,326.86421026821677,178.37715925063432,1.0,2,1.0,0.0,0.0,0.0,0.0,0.7971339801979538,0.4,0.4402668717486964,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.5440156975482284,0.0,0.2,1.0,0.0,148.48705101758242,0.32686421026821677,0.32686421026821677,7,0.552047846821157,398.20583065579774,False,0.13167249816600426,1.2127485257373092,0.22323812775619237,6,0.6,1.6,0.01,2,178.37715925063432,1.0,0.552047846821157,0.0,2,0.9692233691951198,-0.2292683542171105,648806.4,6488064.0,1,,326.86421026821677,0.0265625,4.432529544830322,178.37715925063435,10,2
62.32221265313482,0,1,0.7094540633261204,0.11410946856619057,196.79500635977445,71.98582504208743,0.0,174.3388327675805,62.32221265313481,1.0,2,1.0,0.0,0.0,0.0,0.0,0.22524541953147587,0.0,0.12219802889473774,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.8181818181818182,0.0,0.0,0.0,0.0,124.80918131768703,0.1743388327675805,0.1743388327675805,7,0.1342432678003294,71.98582504208743,False,0.12607224525641442,1.1611682902708367,0.14533884841671396,5,4.0,5.5,0.07859699507740839,2,54.70526015434644,0.5592185470631272,0.24005510637181246,0.0,2,0.8181818181818182,-0.15020553901199746,262144.0,2621440.0,2,,174.3388327675805,0.0296875,4.460200905799866,62.32221265313481,10,2
124.84169859585842,0,1,0.7357117719948292,0.2818904283893443,296.52035209050325,140.24967766066936,0.0,212.9341030135521,124.84169859585843,1.0,2,1.0,0.0,0.0,0.0,0.0,0.6789135014431943,0.0,0.3630141462720502,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.5757575757575757,0.0,0.4,2.0,0.0,156.2706744298339,0.2129341030135521,0.2129341030135521,7,0.10986106579218065,140.24967766066933,False,0.1271050600964808,1.170680866489076,0.24751357474505004,7,4.3,5.3,0.018752531531725732,2,61.50468784805508,0.19566932577522153,0.5614628933631908,0.0,2,0.9999999999999999,-0.17001958155501645,222822.4,2228224.0,3,,212.9341030135521,0.0265625,4.4703185796737674,124.84169859585842,10,2
104.34880225596383,0,0,0.7125190459191799,0.26717813555553527,328.4385664607504,183.12320944248822,0.0,240.68696262923433,104.34880225596382,1.0,2,0.9999999999999999,0.0,0.0,0.0,0.0,0.4579005210253752,0.0,0.2534744879017887,100000000.0,0.10000000149011612,0.0,1.1102230246251565e-16,0.0,-0.5757575757575757,0.0,0.0,0.0,0.0,145.31535701826215,0.24068696262923434,0.24068696262923434,8,0.4301716173845474,183.12320944248822,False,0.11747597179236507,1.0819936857363555,0.19201019870574612,5,3.5,5.0,0.04605639664309225,2,98.03620305399687,0.9258100681889685,0.46464348592150373,0.0,2,0.9999999999999999,-0.1790814672107997,393216.0,3932160.0,1,,240.68696262923433,0.028125,4.454390168190002,104.34880225596383,10,2
87.62983395980183,0,0,0.7051611319184303,0.17467719895057926,249.73856693858366,131.25346730256538,0.0,206.1149335958201,87.62983395980183,1.0,2,1.0,0.0,0.0,0.0,0.0,0.3351744699302045,0.0,0.18530189065403857,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.43030303030303024,0.0,0.0,0.0,0.0,126.73388095572591,0.20611493359582012,0.20611493359582012,8,0.3323617595731958,131.25346730256538,False,0.12220627505787537,1.1255613888743756,0.1497817140253568,5,3.5,4.5,0.06328225436307854,2,84.74325692294026,0.9379367022144002,0.35435414648825864,0.0,2,0.9999999999999999,-0.16416060432684776,393216.0,3932160.0,2,,206.1149335958201,0.0328125,4.406760036945343,87.62983395980183,10,2
104.23767302872209,6,1,0.6988830864429474,0.47438943236805936,389.643572195484,289.0804660684007,0.0,204.80077915580537,104.23767302872209,1.0,2,0.9999999999999999,0.0,0.0,0.0,0.0,1.0834546240930143,0.0,0.5502975587897306,100000000.0,0.10000000149011612,0.0,1.1102230246251565e-16,0.0,-0.6242424242424242,0.0,0.2,1.0,0.0,122.39866890013218,0.2048007791558054,0.2048007791558054,8,0.6394164073194143,289.0804660684007,False,0.12989252935043827,1.196354407094443,0.2773282035840788,6,0.4,1.4,0.010218095736310018,2,102.83669574149435,0.9924777226923153,0.6442627302352499,0.0,2,0.9999999999999999,-0.16734665425312184,448921.6,4489216.0,3,,204.8007791558054,0.040625,4.386508250236512,104.2376730287221,10,2
151.5380956193886,3,0,0.6802170537412167,0.29840445651386127,348.9694367005136,255.6721307179537,0.0,244.83540160194852,151.5380956193886,1.0,2,1.0,0.0,0.0,0.0,0.0,0.32834669051406723,0.0,0.1755427727931696,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.7212121212121211,0.0,0.4,2.0,0.0,178.7044107913971,0.24483540160194853,0.24483540160194853,9,0.4072952136243633,255.6721307179537,False,0.1416478508213379,1.3046249190234283,0.16871805711490123,7,3.4,5.3,0.06760309014587096,2,103.30710279486459,0.683451028874749,0.5959391330421208,0.0,2,0.9999999999999999,-0.1932416262116432,498073.6,4980736.0,1,,244.83540160194852,0.05,4.399421143531799,151.5380956193886,10,2
132.4837777187005,0,1,0.6857402622699738,0.08289981878726897,266.9514501842193,59.85792031534833,0.3,244.82122333894884,132.48377771870054,1.0,2,1.0000000000000002,0.0,0.0,0.0,0.0,0.6016263088089763,0.3,0.3089289532447349,100000000.0,0.10000000149011612,0.0,-2.220446049250313e-16,2.220446049250313e-16,-0.49848254581765294,0.0,0.4,2.0,0.0,207.09352986887097,0.24482122333894885,0.24482122333894885,9,-1.2133040543463385,59.85792031534832,False,0.12902601176164227,1.1883734851633279,0.15865777843753448,7,2.8,3.8,0.010000000000000012,2,39.787399332021685,-3.61853374228229,0.33530267803474473,2.220446049250313e-16,2,0.9969650916353059,-0.1869236175502958,198246.4,1982464.0,2,,244.82122333894884,0.0359375,4.378241074085236,132.4837777187005,10,2
146.15229472384482,0,0,0.6872680969536304,0.2171220668155941,312.8277271089379,183.83652977992335,0.0,244.90592444182067,146.15229472384482,1.0,2,1.0,0.0,0.0,0.0,0.0,0.2918600472048102,0.0,0.15877654833905339,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.9030303030303028,0.0,0.2,1.0,0.0,128.99119732901454,0.2449059244418207,0.2449059244418207,9,0.20498774156143806,183.83652977992335,False,0.1326785110391675,1.2220142467177322,0.1585963529906057,6,3.0,5.2,0.06746200012181124,2,125.32933511084022,0.6440957435956498,0.31825663125345105,0.0,2,0.9030303030303028,-0.1887922177404941,524288.0,5242880.0,3,,244.9059244418207,0.0203125,4.462904691696167,146.15229472384482,10,2
36.34480588710669,2,1,0.6903167814016342,0.08968647975824097,166.2688534023345,39.498609422344046,0.0,151.3567852472401,36.34480588710669,1.0,2,0.9999999999999999,0.0,0.0,0.0,0.0,0.25177132596575125,0.0,0.13243105520841533,100000000.0,0.10000000149011612,0.0,1.1102230246251565e-16,0.0,-0.49090909090909085,0.0,0.0,0.0,0.0,126.77024397999048,0.1513567852472401,0.1513567852472401,10,0.07984593841051216,39.498609422344046,False,0.10845527234953452,0.9989099734745901,0.16065134576272425,5,5.0,6.0,0.06497315982325937,2,29.48371396501783,0.3149112787722862,0.2535505832684041,0.0,2,0.49090909090909085,-0.1299060287983873,131072.0,1310720.0,1,0.0078125,151.3567852472401,0.0328125,4.421794772148132,36.34480588710669,10,2
83.60352429232276,2,1,0.6863703019917011,0.18817005830615074,258.76453219484995,132.2952614029915,0.0,210.07279508418122,83.60352429232276,1.0,2,1.0,0.0,0.0,0.0,0.0,0.36031161708397486,0.0,0.20183157697741677,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.7333333333333332,0.0,0.2,1.0,0.0,172.59551770985126,0.21007279508418122,0.21007279508418122,10,0.36805352356760773,132.2952614029915,False,0.1240229940574196,1.142293989220414,0.15824124942438594,6,4.2,5.6,0.05762764868308499,2,63.31231196652698,0.7058517721906828,0.5214317482342166,0.0,2,0.9999999999999999,-0.1670478945708004,288358.4,2883584.0,2,0.0078125,210.07279508418122,0.05,4.310014176368713,83.60352429232276,10,2
42.45078578305909,0,0,0.6781592965126038,0.08704710929590734,174.2141922856071,57.615627619842535,0.0,159.04935044882365,42.45078578305909,1.0,2,1.0,0.0,0.0,0.0,0.0,0.24214666795969578,0.0,0.13726142404945113,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.09090909090909088,0.0,0.0,0.0,0.0,120.62532408162951,0.15904935044882365,0.15904935044882365,10,0.2632070926458285,57.615627619842535,False,0.1124406926052328,1.0356170505549396,0.1357233477709506,5,4.5,6.0,0.058289458507556284,2,40.87296092511226,0.905760241978451,0.2905924553178726,0.0,2,0.9999999999999999,-0.13574502152702822,196608.0,1966080.0,3,0.0078125,159.04935044882365,0.025,4.352060079574585,42.45078578305909,10,2
115.20388352048575,0,0,0.696434173732996,0.269950359880481,346.22815734815657,208.6682991973764,0.0,252.7637416712659,115.20388352048573,1.0,2,1.0000000000000002,0.0,0.0,0.0,0.0,0.44119774937393536,0.0,0.24562711068546644,100000000.0,0.10000000149011612,0.0,-2.220446049250313e-16,2.220446049250313e-16,-0.8666666666666665,0.0,0.0,0.0,0.0,152.8213955461979,0.2527637416712659,0.2527637416712659,11,0.4479090309184146,208.6682991973764,False,0.11461521546715732,1.0556451462599081,0.18112957030677762,5,3.5,6.0,0.05196937325520908,2,110.49103922872067,0.9519965795208615,0.47049436999431926,2.220446049250313e-16,2,0.9999999999999999,-0.18368947856921183,393216.0,3932160.0,1,,252.7637416712659,0.0109375,4.523649990558624,115.20388352048572,10,2
120.4489664391221,0,0,0.7098400965332985,0.10977514782305389,264.5884127760271,149.49419856387766,0.0,235.5431806512715,120.44896643912212,1.0,2,1.0,0.0,0.0,0.0,0.0,0.1879074957857612,0.0,0.10299233720095169,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.8060606060606059,0.0,0.2,1.0,0.0,131.89555052667856,0.2355431806512715,0.2355431806512715,11,0.19429002866853554,149.49419856387763,False,0.12792634358389154,1.1782451669500127,0.12470336811067381,6,3.0,4.0,0.07290659526389896,2,109.79501553213524,0.7316329935941438,0.26555667987864606,0.0,2,0.8060606060606059,-0.18173476211758152,524288.0,5242880.0,2,,235.5431806512715,0.03125,4.5759450674057005,120.44896643912213,10,2
51.27185759975371,0,1,0.8182511664927006,0.08602876336459127,167.39121778952506,32.14056138964918,0.0,152.99075832499926,51.27185759975371,1.0,2,1.0000000000000002,0.0,0.0,0.0,0.0,0.6605848349102206,0.0,0.3479614390596102,100000000.0,0.10000000149011612,0.0,-2.220446049250313e-16,2.220446049250313e-16,-0.6363636363636362,0.0,0.2,1.0,0.0,135.25065639987588,0.15299075832499925,0.15299075832499925,11,-0.5952383960619224,32.14056138964918,False,0.11229874564936067,1.0343096707765913,0.18117461514768426,6,3.0,4.0,0.017441506173053067,2,20.45435986813984,-1.63708422919902,0.363596683325913,2.220446049250313e-16,2,0.9999999999999999,-0.13264475198718018,98304.0,983040.0,3,,152.99075832499926,0.01875,4.5657847166061405,51.27185759975371,10,2
123.90527474358184,6,1,0.7918723858892918,0.3652759456914431,384.2820278931053,259.4962153214605,0.0,243.91304674222573,123.90527474358184,1.0,2,1.0,0.0,0.0,0.0,0.0,0.7923523993050666,0.0,0.42850199578811493,100000000.0,0.10000000149011612,0.0,0.0,0.0,-0.5151515151515151,0.0,0.0,0.0,0.0,124.78581257164478,0.2439130467422257,0.2439130467422257,12,0.5225160621703495,259.4962153214605,False,0.11733618826931116,1.0807062319106349,0.21783114258313271,5,3.0,6.0,0.018370622484237216,2,119.68099249957294,0.9697866787410532,0.5387948438811961,0.0,2,0.9999999999999999,-0.18062461750576841,589824.0,5898240.0,1,,243.9130467422257,0.025,4.425128221511841,123.90527474358181,10,2
