activation_l1_bytes_total,activation_l2_bytes_total,actual_bandwidth_tx_delay_ms,allocator_bottleneck_client,allocator_bottleneck_mig,allocator_elapsed_ms,allocator_equal_total_delay_improvement,allocator_equal_total_delay_ms,allocator_equal_tx_delay_ms,allocator_floor_hit_rate,allocator_hybrid_total_delay_ms,allocator_hybrid_tx_delay_ms,allocator_oracle_gap_closure,available_migs,bandwidth_allocation_sum,bandwidth_alpha_max,bandwidth_alpha_mean,bandwidth_alpha_min,bandwidth_context_score_std,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_latent_mean,bandwidth_physical_score_std,bandwidth_unused,bandwidth_violation,baseline_exploration_epsilon,channel_bandwidth_spearman,channel_permutation_delta_spearman,client_local_steps,cluster_load_cv,cluster_physics_prior_std,cluster_size_std,cluster_size_violation,compute_delay_ms,cpsl_proxy_delay,cumulative_global_delay_ms,delay,delay_normalized,downlink_delay_ms,downlink_payload_bytes_per_client_mean,downlink_payload_bytes_total,epoch,equal_bandwidth_improvement,equal_bandwidth_tx_delay_ms,feature_compression_mean,global_round_delay_ms,gradient_l1_bytes_total,gradient_l2_bytes_total,is_warmup,kl_normalized,kl_sum,label_kl_weighted_to_station,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,optimizer_steps,oracle_bandwidth_tx_delay_ms,oracle_gap_closure,oracle_opportunity,paper_local_frequency_mean,pcsfl_clustering_factor,pcsfl_execution_group_count,pcsfl_learning_reward,pcsfl_waiting_factor,penalty,physical_cluster_count,required_airtime_bandwidth_spearman,reward,reward_objective_mode,runtime_profile_coverage,runtime_profile_mean_abs_error,runtime_profile_mean_seconds,runtime_profile_observations,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,split_physics_prior_std,split_predicted_delay_min_seconds,station_id,test_accuracy,top_worker_count,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,uplink_delay_ms,uplink_payload_bytes_per_client_mean,uplink_payload_bytes_total,vehicle_count,virtual_cluster_count
20971520.0,1310720.0,725.2321961407928,0,1,0.6735660135746002,0.2453887574753934,1593.039624115006,763.2650058723618,0.0,1202.1256101443569,725.2321961407928,1.0,2,1.0,0.0,0.0,0.0,0.0,0.4093932920281493,0.0,0.2060514718591998,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.9999999999999999,0.0,4,0.0,0.025753941386938095,0.0,0.0,67.51593062654138,,0.0,1.202125610144357,1.202125610144357,763.2650058723618,2228224.0,22282240.0,1,0.0498291018701951,763.2650058723618,1.0,1606.343571643175,20971520.0,1310720.0,True,0.13896480269151293,1.2799131325133462,0.32062387128941483,0.20498535587998015,5,5.0,6.0,0.056586539292804876,2,4,548.030732081298,0.17670424445731572,0.28199153915757635,,,,,,0.0,2,0.9999999999999999,-1.202125610144357,delay_only,0.006060606060606061,0.00020126365125179292,0.06671087602153421,2,2097152.0,20971520.0,0.9177300333976746,0.0,1,,0,1202.1256101443569,0.0265625,4.541020214557648,1135.6159977740745,725.2321961407928,2228224.0,22282240.0,10,2
20971520.0,1310720.0,1200.1242487780457,2,0,0.6730612367391586,0.3986511217672291,2671.234003734833,1302.85153491472,0.0,1606.343571643175,1200.1242487780457,1.0,2,1.0,0.0,0.0,0.0,0.0,1.4988680410683843,0.0,0.5180685753090114,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.9999999999999999,0.0,4,0.0,0.05150788277387619,0.0,0.0,68.97961115464568,,0.0,1.606343571643175,1.606343571643175,1302.85153491472,2228224.0,22282240.0,1,0.0788480370815225,1302.85153491472,1.0,1606.343571643175,20971520.0,1310720.0,True,0.1314036962569791,1.2102727686625503,0.3470475257186299,0.5475060921546768,5,5.0,6.0,0.028100399775594705,2,4,583.8996412192363,0.14288478413854086,0.5518294866517878,,,,,,0.0,2,0.9999999999999999,-1.606343571643175,delay_only,0.006060606060606061,0.0008185441866517068,0.0669758323095739,4,2097152.0,20971520.0,0.9177300333976746,0.0,2,,0,1606.343571643175,0.0171875,4.694542109966278,1540.812637737782,1200.1242487780457,2228224.0,22282240.0,10,2
20971520.0,1310720.0,658.873375121384,0,1,0.654545146971941,0.25193472681848,1496.1939073133008,713.2387934700914,0.0,1119.2507040068501,658.873375121384,1.0,2,1.0,0.0,0.0,0.0,0.0,0.41589202636364414,0.0,0.1940640345971025,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.9999999999999999,0.0,4,0.0,0.05150788277387619,0.0,0.0,69.71632037311792,,0.0,1.1192507040068502,1.1192507040068502,713.2387934700914,2228224.0,22282240.0,1,0.07622330535921287,713.2387934700913,1.0,1606.343571643175,20971520.0,1310720.0,True,0.12407802511586331,1.1428008439997108,0.29889747006232803,0.21208687069700521,5,5.0,6.0,0.05976509447278039,2,4,507.99426121799695,0.26488120171665414,0.28776411789595263,,,,,,0.0,2,0.9999999999999999,-1.1192507040068502,delay_only,0.006060606060606061,0.0011469255964457986,0.06746396215885879,6,2097152.0,20971520.0,0.9177300333976746,0.0,3,,0,1119.2507040068501,0.01875,4.651147782802582,1052.6496702186757,658.873375121384,2228224.0,22282240.0,10,2
20971520.0,1310720.0,1247.7220489918154,2,1,0.659039244055748,0.3933648044657607,2805.18936219353,1367.5624357662525,0.0,1701.7265972448401,1247.7220489918157,1.0,2,1.0,0.0,0.0,0.0,0.0,1.4136255062307372,0.0,0.5163904623811503,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.9999999999999999,0.0,4,0.0,0.05150788277387619,0.0,0.0,73.6438799649477,,0.0,1.70172659724484,1.70172659724484,1367.5624357662525,2228224.0,22282240.0,2,0.08763065117922011,1367.5624357662525,1.0,1701.7265972448401,20971520.0,1310720.0,True,0.13896480269151293,1.2799131325133462,0.32062387128941483,0.517820575668552,5,5.0,6.0,0.030484407051667894,2,4,627.0718214777271,0.16183917049317573,0.5414675008045425,,,,,,0.0,2,0.9999999999999999,-1.70172659724484,delay_only,0.006060606060606061,0.0022820793632030425,0.06911603028042318,8,2097152.0,20971520.0,0.9177300333976746,0.0,1,,0,1701.7265972448401,0.0234375,4.433810114860535,1631.662106583815,1247.7220489918157,2228224.0,22282240.0,10,2
20971520.0,1310720.0,595.7437429221078,6,0,0.6544138304889202,0.2587968745080756,1428.2902283708531,679.0536330138782,0.0,1058.653181378051,595.7437429221078,1.0,2,1.0,0.0,0.0,0.0,0.0,0.4204706426950608,0.0,0.18166333877489949,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.9999999999999999,0.0,4,0.0,0.05150788277387619,0.0,0.0,71.38088904321194,,0.0,1.0586531813780509,1.0586531813780509,679.0536330138782,2228224.0,22282240.0,2,0.1226852873491183,679.0536330138782,1.0,1701.7265972448401,20971520.0,1310720.0,True,0.1314036962569791,1.2102727686625503,0.3470475257186299,0.21946258335602753,5,5.0,6.0,0.06592204799105947,2,4,478.16380882523896,0.41470438051427055,0.2958379344751014,,,,,,0.0,2,0.9999999999999999,-1.0586531813780509,delay_only,0.006060606060606061,0.0020415343925285255,0.0697397111630087,10,2097152.0,20971520.0,0.9177300333976746,0.0,2,,0,1058.653181378051,0.0203125,4.462224304676056,988.4702190349541,595.7437429221078,2228224.0,22282240.0,10,2
20971520.0,1310720.0,640.1489235102065,0,1,0.6692097522318363,0.18302130477827036,1365.5254194292183,647.2408795153227,0.0,1115.605175457388,640.1489235102065,1.0,2,1.0,0.0,0.0,0.0,0.0,0.29371448318582405,0.0,0.1623307878664458,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.9999999999999999,0.0,4,0.0,0.05150788277387619,0.0,0.0,71.04366039857268,,0.0,1.1156051754573881,1.1156051754573881,647.2408795153228,2228224.0,22282240.0,2,0.01095721273110401,647.2408795153227,1.0,1701.7265972448401,20971520.0,1310720.0,True,0.12407802511586331,1.1428008439997108,0.29889747006232803,0.16290140043442902,5,5.0,6.0,0.06355816851332668,2,4,512.2000546857596,0.05251712594370706,0.20864075354864262,,,,,,0.0,2,0.9999999999999999,-1.1156051754573881,delay_only,0.006060606060606061,0.0017974500096692488,0.06981643848905095,12,2097152.0,20971520.0,0.9177300333976746,0.0,3,,0,1115.6051754573882,0.0328125,4.497942268848419,1047.0158550510705,640.1489235102064,2228224.0,22282240.0,10,2
20971520.0,1310720.0,640.1070237963111,0,1,0.6593619473278522,0.1624814529800513,1306.2812354805164,616.5929198851462,0.0,1094.0347623390655,640.1070237963111,1.0,2,1.0,0.0,0.0,0.0,0.0,0.3153183002787284,0.0,0.17378774121827326,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.9878787878787878,0.0,4,0.0,0.05150788277387619,0.0,0.0,74.59909655153751,,0.0,1.0940347623390656,1.0940347623390656,616.5929198851462,2228224.0,22282240.0,3,-0.038135539920803554,616.5929198851462,1.0,1240.3486630556945,20971520.0,1310720.0,True,0.13896480269151293,1.2799131325133462,0.32062387128941483,0.15258902747339262,5,5.0,6.0,0.060037308724374266,2,4,498.8804529600924,-0.19975882355890118,0.1909079120580566,,,,,,0.0,2,0.9878787878787878,-1.0940347623390656,delay_only,0.006060606060606061,0.0021452456165439357,0.07074229330326162,14,2097152.0,20971520.0,0.9177300333976746,0.0,1,,0,1094.0347623390655,0.0234375,4.418038845062256,1024.410053839306,640.1070237963111,2228224.0,22282240.0,10,2
20971520.0,1310720.0,757.432392436245,5,1,0.6596879102289677,0.2671721870716319,1692.5512940062708,810.7694513815704,0.0,1240.3486630556947,757.432392436245,1.0,2,1.0,0.0,0.0,0.0,0.0,0.5002568936942734,0.0,0.2524738802153865,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.9878787878787878,0.0,4,0.0,0.05150788277387619,0.0,0.0,74.70962591469288,,0.0,1.2403486630556946,1.2403486630556946,810.7694513815704,2228224.0,22282240.0,3,0.06578572842678997,810.7694513815704,1.0,1240.3486630556945,20971520.0,1310720.0,True,0.1314036962569791,1.2102727686625503,0.3470475257186299,0.22611390825482197,5,5.0,6.0,0.05389347600936098,2,4,554.2716510625993,0.20794353354686662,0.31636342474656987,,,,,,0.0,2,0.9878787878787878,-1.2403486630556946,delay_only,0.006060606060606061,0.0021988354696585713,0.07157897549592682,16,2097152.0,20971520.0,0.9177300333976746,0.0,2,,0,1240.3486630556945,0.0234375,4.459591448307037,1169.3362718125645,757.4323924362451,2228224.0,22282240.0,10,2
20971520.0,1310720.0,635.8636840245687,2,0,0.6495141424238682,0.13750777701371553,1309.3721126002886,619.2346494543214,0.0,1129.3232641128704,635.8636840245687,1.0,2,1.0,0.0,0.0,0.0,0.0,0.2596114183193932,0.0,0.14417603153677233,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.9999999999999999,0.0,4,0.0,0.05150788277387619,0.0,0.0,72.89827754721045,,0.0,1.1293232641128705,1.1293232641128705,619.2346494543214,2228224.0,22282240.0,3,-0.02685417326840655,619.2346494543214,1.0,1240.3486630556945,20971520.0,1310720.0,True,0.12407802511586331,1.1428008439997108,0.29889747006232803,0.14099605408258334,5,5.0,6.0,0.0664539864459894,2,4,520.0997779394067,-0.16774152542020024,0.16009257815639633,,,,,,0.0,2,0.9999999999999999,-1.1293232641128705,delay_only,0.006060606060606061,0.0018063474716944047,0.0717346500174986,18,2097152.0,20971520.0,0.9177300333976746,0.0,3,,0,1129.3232641128704,0.025,4.435529589653015,1058.4204504212246,635.8636840245687,2228224.0,22282240.0,10,2
20971520.0,1310720.0,648.8241362024356,0,1,0.6593740545213223,0.2960105044292181,1578.0261190195306,754.2490844408385,0.0,1110.913811526078,648.8241362024356,1.0,2,1.0000000000000002,0.0,0.0,0.0,0.0,0.5737250550441761,0.0,0.24889537700709882,100000000.0,0.10000000149011612,0.0,-2.220446049250313e-16,2.220446049250313e-16,,-0.9999999999999999,0.0,4,0.0,0.05150788277387619,0.0,0.0,69.52795013785362,,0.0,1.110913811526078,1.110913811526078,754.2490844408385,2228224.0,22282240.0,4,0.1397747115815983,754.2490844408384,1.0,1171.5369786910353,20971520.0,1310720.0,True,0.13896480269151293,1.2799131325133462,0.32062387128941483,0.26267937268761826,5,5.0,6.0,0.060869331008156904,2,4,492.36002708762487,0.40255575893044904,0.3472182635095469,,,,,,2.220446049250313e-16,2,0.9999999999999999,-1.1109138115260782,delay_only,0.006060606060606061,0.0021469886561812338,0.07056052831041251,20,2097152.0,20971520.0,0.9177300333976746,0.0,1,,0,1110.913811526078,0.025,4.427580833435059,1043.7590473283112,648.8241362024356,2228224.0,22282240.0,10,2
