activation_l1_bytes_total,activation_l2_bytes_total,actual_bandwidth_tx_delay_ms,allocator_bottleneck_client,allocator_bottleneck_mig,allocator_elapsed_ms,allocator_equal_total_delay_improvement,allocator_equal_total_delay_ms,allocator_equal_tx_delay_ms,allocator_floor_hit_rate,allocator_hybrid_total_delay_ms,allocator_hybrid_tx_delay_ms,allocator_oracle_gap_closure,available_migs,bandwidth_allocation_sum,bandwidth_alpha_max,bandwidth_alpha_mean,bandwidth_alpha_min,bandwidth_context_score_std,bandwidth_cv,bandwidth_floor_hit_rate,bandwidth_gini,bandwidth_hz,bandwidth_latent_mean,bandwidth_physical_score_std,bandwidth_unused,bandwidth_violation,baseline_exploration_epsilon,channel_bandwidth_spearman,channel_permutation_delta_spearman,client_local_steps,cluster_load_cv,cluster_physics_prior_std,cluster_size_std,cluster_size_violation,compute_delay_ms,cpsl_proxy_delay,cumulative_global_delay_ms,delay,delay_normalized,downlink_delay_ms,downlink_payload_bytes_per_client_mean,downlink_payload_bytes_total,epoch,equal_bandwidth_improvement,equal_bandwidth_tx_delay_ms,feature_compression_mean,global_round_delay_ms,gradient_l1_bytes_total,gradient_l2_bytes_total,is_warmup,kl_normalized,kl_sum,label_kl_weighted_to_station,max_bandwidth_share,max_cluster_size,mean_l1,mean_l2,min_bandwidth_share,nonempty_cluster_count,optimizer_steps,oracle_bandwidth_tx_delay_ms,oracle_gap_closure,oracle_opportunity,paper_local_frequency_mean,pcsfl_clustering_factor,pcsfl_execution_group_count,pcsfl_learning_reward,pcsfl_waiting_factor,penalty,physical_cluster_count,ppo_approx_kl,ppo_bandwidth_actor_gradient_share,ppo_bandwidth_alpha_max,ppo_bandwidth_alpha_mean,ppo_bandwidth_alpha_min,ppo_bandwidth_approx_kl,ppo_bandwidth_channel_weight,ppo_bandwidth_channel_weight_drift,ppo_bandwidth_clip_fraction,ppo_bandwidth_context_score_std,ppo_bandwidth_effective_physical_coefficient,ppo_bandwidth_entropy,ppo_bandwidth_head_grad_norm_post,ppo_bandwidth_head_grad_norm_pre,ppo_bandwidth_latent_mean_abs,ppo_bandwidth_latent_mean_std,ppo_bandwidth_mean_head_parameter_drift,ppo_bandwidth_physical_score_std,ppo_bandwidth_physical_weight,ppo_bandwidth_policy_grad_norm,ppo_bandwidth_policy_loss,ppo_clip_fraction,ppo_cluster_approx_kl,ppo_cluster_clip_fraction,ppo_cluster_entropy,ppo_cluster_physics_prior_std,ppo_cluster_policy_grad_norm,ppo_cluster_policy_loss,ppo_component_balanced_ppo,ppo_decoder_grad_norm_post,ppo_decoder_grad_norm_pre,ppo_encoder_grad_norm_post,ppo_encoder_grad_norm_pre,ppo_entropy,ppo_episode_count,ppo_grad_norm,ppo_grad_norm_post,ppo_grad_norm_post_max,ppo_grad_norm_pre,ppo_grad_norm_pre_max,ppo_kl_early_stop,ppo_online_target_value_drift,ppo_online_value_mean,ppo_partition_residual_parameter_drift,ppo_policy_loss,ppo_policy_version_after,ppo_policy_version_count,ppo_ppo_epochs_run,ppo_ppo_update_elapsed_seconds,ppo_runtime_profile_coverage,ppo_runtime_profile_mean_abs_error,ppo_runtime_profile_mean_seconds,ppo_runtime_profile_observations,ppo_split_approx_kl,ppo_split_clip_fraction,ppo_split_entropy_component,ppo_split_head_grad_norm_post,ppo_split_head_grad_norm_pre,ppo_split_physics_prior_std,ppo_split_policy_grad_norm,ppo_split_policy_loss,ppo_split_residual_parameter_drift,ppo_station_1_explained_variance,ppo_station_1_return_mean,ppo_station_1_return_std,ppo_station_1_td_residual_mean,ppo_station_1_td_residual_std,ppo_station_2_explained_variance,ppo_station_2_return_mean,ppo_station_2_return_std,ppo_station_2_td_residual_mean,ppo_station_2_td_residual_std,ppo_station_3_explained_variance,ppo_station_3_return_mean,ppo_station_3_return_std,ppo_station_3_td_residual_mean,ppo_station_3_td_residual_std,ppo_target_drift_during_update,ppo_target_value_mean,ppo_transition_count,ppo_update_epoch,ppo_value_head_grad_norm_post,ppo_value_head_grad_norm_pre,ppo_value_loss,required_airtime_bandwidth_spearman,reward,reward_objective_mode,runtime_profile_coverage,runtime_profile_mean_abs_error,runtime_profile_mean_seconds,runtime_profile_observations,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,split_physics_prior_std,split_predicted_delay_min_seconds,station_id,test_accuracy,top_worker_count,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,uplink_delay_ms,uplink_payload_bytes_per_client_mean,uplink_payload_bytes_total,vehicle_count,virtual_cluster_count
75497472.0,20971520.0,3711.6845713579683,0,0,0.9924913756549358,0.2756400013323704,7112.436002025015,3494.6070028923486,0.0,5151.964132950441,3711.684571357968,1.0,2,1.0,0.0,0.0,0.0,0.0,0.5320903506357881,0.0,0.2723603620808491,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.8060606060606059,0.0,4,0.6,0.0318157933652401,3.0,0.0,166.44107829779387,,0.0,5.151964132950441,5.151964132950441,3494.6070028923486,9646899.2,96468992.0,1,-0.062117877142108584,3494.6070028923486,1.0,5151.964132950441,75497472.0,20971520.0,True,0.15187823228406996,1.398850214430346,0.24806995590964132,0.2277900379085797,8,3.2,5.0,0.03431968581394376,2,4,2361.033867586441,-0.19149851183359096,0.3243778583307634,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999999,-5.151964132950441,delay_only,0.012121212121212121,0.0,0.14483153726905584,2,7549747.2,75497472.0,0.9177300333976746,0.0,1,,0,5151.964132950441,0.021875,4.609950232505798,5028.742136710123,3711.6845713579673,9646899.2,96468992.0,10,2
41943040.0,1310720.0,3527.498120933042,6,0,0.9241672232747078,0.4273037211005733,7607.885875196852,3752.5556333911154,0.0,4357.007931016745,3527.4981209330417,1.0,2,1.0,0.0,0.0,0.0,0.0,2.1604864767487246,0.0,0.6689985510283128,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.9878787878787878,0.0,4,0.0,0.11808093637228012,0.0,0.0,102.77460841462016,,0.0,4.357007931016745,4.357007931016745,3752.555633391116,4325376.0,43253760.0,1,0.059974463924121126,3752.5556333911154,1.0,5151.964132950441,41943040.0,1310720.0,True,0.1183327737130985,1.0898851230576732,0.33580129995351016,0.7480012992590479,5,4.0,6.0,0.020602001099772383,2,4,1212.0811454976365,0.08858877092864927,0.6769984874541883,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9878787878787878,-4.357007931016745,delay_only,0.01818181818181818,0.002089301279435555,0.12872325970480838,4,4194304.0,41943040.0,0.9110201001167297,0.0,2,,0,4357.007931016745,0.0265625,4.662020921707153,4285.5728417936525,3527.4981209330417,4325376.0,43253760.0,10,2
31457280.0,11141120.0,1618.407488196432,0,1,0.8964482694864273,0.2463528006553107,2797.387299333912,1363.7360004807024,0.0,2108.243103625407,1618.4074881964318,1.0,2,0.9999999999999999,0.0,0.0,0.0,0.0,0.6197365438506174,0.0,0.3413975859060091,100000000.0,0.10000000149011612,0.0,1.1102230246251565e-16,0.0,,-0.06666666666666665,0.0,4,0.0,0.12897072732448578,0.0,0.0,72.99816515296698,,0.0,2.108243103625407,2.108243103625407,1363.7360004807022,4259840.0,42598400.0,1,-0.18674544605844604,1363.7360004807022,1.0,5151.964132950441,31457280.0,11141120.0,True,0.10776958719502405,0.9925945798135376,0.2586646968944617,0.2021572143084693,5,4.5,5.5,0.025756025804140062,2,4,907.071788260685,-0.5576777879695797,0.3348626215477541,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999999,-2.108243103625407,delay_only,0.030303030303030304,0.0012535807676613332,0.10581664852797985,6,3145728.0,31457280.0,0.9177300333976746,0.0,3,,0,2108.243103625407,0.015625,4.6699464321136475,2038.3278052528997,1618.4074881964318,4259840.0,42598400.0,10,2
65011712.0,29753344.0,5160.966919470112,8,0,1.0418328456580639,0.34842806450147623,8888.613001288202,4375.733759642257,0.1,5791.570777146697,5160.966919470112,1.0,2,1.0,0.0,0.0,0.0,0.0,0.9335022386884312,0.1,0.4651847839868466,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.5515151515151515,0.0,4,0.4,0.13121923804283142,2.0,0.0,137.1454820036888,,0.0,5.791570777146696,5.791570777146696,4375.733759642257,9476505.6,94765056.0,2,-0.179451768082904,4375.733759642256,1.0,6022.6619296953495,65011712.0,29753344.0,True,0.136335851162127,1.2556995941062743,0.2837509503229264,0.34220401388116395,7,3.6,4.6,0.010000000000000007,2,4,2299.0500013055375,-0.378118794773439,0.47459097660148786,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999999,-5.791570777146696,delay_only,0.04242424242424243,0.0008954148340438094,0.11025992874056101,8,6501171.2,65011712.0,0.9239169359207153,0.0,1,,0,5791.570777146697,0.028125,4.505170595645905,5685.980000606355,5160.966919470112,9476505.6,94765056.0,10,2
83886080.0,20971520.0,4157.382934508392,2,1,0.6937538273632526,0.38489864172952565,9791.332515716938,4850.119404874935,0.0,6022.6619296953495,4157.382934508391,1.0,2,1.0,0.0,0.0,0.0,0.0,1.1717135627334718,0.0,0.4196043210123155,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.9999999999999999,0.0,4,0.4,0.07717430591583252,2.0,0.0,91.09370596706867,,0.0,6.022661929695349,6.022661929695349,4850.119404874935,10485760.0,104857600.0,2,0.14282874555011188,4850.119404874935,1.0,6022.6619296953495,83886080.0,20971520.0,True,0.13869146121454728,1.277395564472714,0.31759001093539896,0.4484834899553997,7,3.0,5.0,0.04267553211163802,2,4,2485.247155215973,0.2929276498831773,0.48759052143788245,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999999,-6.022661929695349,delay_only,0.05454545454545454,0.0006964337598118517,0.10273831146251824,10,8388608.0,83886080.0,0.9200103282928467,0.0,2,,0,6022.6619296953495,0.0359375,4.547737288475036,5960.930333683681,4157.382934508391,10485760.0,104857600.0,10,2
29360128.0,1310720.0,1449.6019856193682,1,0,0.675668939948082,0.31864920568526633,2842.469162188334,1365.0975175536487,0.0,1936.7186214721569,1449.6019856193682,1.0,2,1.0,0.0,0.0,0.0,0.0,0.8769980131055551,0.0,0.4462534803634043,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.8181818181818182,0.0,4,0.2,0.057091839611530304,1.0,0.0,112.63260943815112,,0.0,1.9367186214721568,1.9367186214721568,1365.0975175536487,3067084.8,30670848.0,2,-0.06190361273028895,1365.0975175536485,1.0,6022.6619296953495,29360128.0,1310720.0,True,0.12205927170686144,1.1242074379757163,0.28137215068210464,0.2971822144018712,6,4.6,6.0,0.02583357570765413,2,4,767.313140376271,-0.14136279115344846,0.4379059880268843,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999999,-1.9367186214721568,delay_only,0.06666666666666667,0.0005698094398460605,0.1045046854256229,12,2936012.8,29360128.0,0.9162521362304688,0.0,3,,0,1936.7186214721569,0.0421875,4.491659045219421,1824.4444943911203,1449.6019856193682,3067084.8,30670848.0,10,2
29360128.0,9175040.0,1764.3811010588636,5,0,0.8769752457737923,0.33847201040590985,3443.301450008297,1688.1119960517406,0.0,2277.840285790404,1764.3811010588634,1.0,2,1.0,0.0,0.0,0.0,0.0,0.9555272064485845,0.0,0.47282404568773334,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.49090909090909085,0.0,4,0.2,0.055804457515478134,1.0,0.0,76.44921308383346,,0.0,2.277840285790404,2.277840285790404,1688.1119960517406,3853516.8,38535168.0,3,-0.04518012145254922,1688.1119960517406,1.0,5168.454351775587,29360128.0,9175040.0,True,0.11329189765793553,1.0434569388166777,0.2583476408484534,0.3229903968828653,6,4.6,5.6,0.024768456847868235,2,4,889.5642994262122,-0.09550976770632226,0.4730418944318982,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999999,-2.277840285790404,delay_only,0.07272727272727272,0.0011253819257641831,0.10078269319298366,14,2936012.8,29360128.0,0.9162782430648804,0.0,1,,0,2277.840285790404,0.0140625,4.588982200622558,2210.762827885588,1764.3811010588636,3853516.8,38535168.0,10,2
35651584.0,1310720.0,1814.5263091816228,6,1,0.8696592412889004,0.36372445928313263,3624.0148905917945,1765.9509148575337,0.0,2305.872034077273,1814.5263091816228,1.0,2,1.0,0.0,0.0,0.0,0.0,1.0316935354932728,0.0,0.446279938437432,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.9272727272727272,0.0,4,0.4,0.06232190877199173,2.0,0.0,92.1130608767271,,0.0,2.305872034077273,2.305872034077273,1765.9509148575337,3696230.4,36962304.0,3,-0.027506650335186674,1765.9509148575337,1.0,5168.454351775587,35651584.0,1310720.0,True,0.13502026806737616,1.2435826260160014,0.29341673421238923,0.3943544297509828,7,4.3,6.0,0.02374095888522467,2,4,929.1823948008981,-0.058051173245381456,0.4738345290441671,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999999,-2.305872034077273,delay_only,0.07878787878787878,0.001731598649460536,0.09942301383528572,16,3565158.4,35651584.0,0.9178091883659363,0.0,2,,0,2305.872034077273,0.025,4.490092921257019,2245.3122542060173,1814.5263091816228,3696230.4,36962304.0,10,2
83886080.0,25690112.0,3631.527743220663,1,0,0.7031969726085663,0.28859785527824217,7265.165546832955,3593.6238357882826,0.0,5168.454351775587,3631.527743220663,1.0,2,0.9999999999999999,0.0,0.0,0.0,0.0,0.5888672353650105,0.0,0.3096188752249384,100000000.0,0.10000000149011612,0.0,1.1102230246251565e-16,0.0,,-0.7333333333333332,0.0,4,0.2,0.05846821516752243,1.0,0.0,77.91787525638938,,0.0,5.168454351775587,5.168454351775587,3593.623835788283,10957619.2,109576192.0,3,-0.010547544530092956,3593.6238357882826,1.0,5168.454351775587,83886080.0,25690112.0,True,0.1328469029778488,1.2235651937888838,0.3444528119819275,0.24006904197385784,6,3.0,4.8,0.04058411024316014,2,4,2359.522800266461,-0.030713779780885818,0.3434140833638794,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999999999,-5.168454351775587,delay_only,0.09090909090909091,0.0015007188295324645,0.09556802939002713,18,8388608.0,83886080.0,0.9164230227470398,0.0,3,,0,5168.454351775587,0.03125,4.433070349693298,5105.350966040283,3631.5277432206626,10957619.2,109576192.0,10,2
109051904.0,1310720.0,4484.521132246905,0,0,0.737928319722414,0.3690649468980424,12000.137308000947,5960.042081933183,0.4,7571.30726965436,4484.521132246905,1.0,2,1.0,0.0,0.0,0.0,0.0,1.0998462954679513,0.4,0.5337547335006981,100000000.0,0.10000000149011612,0.0,0.0,0.0,,-0.8191500733197463,0.0,4,0.2,0.05805504694581032,1.0,0.0,80.05314413458109,,0.0,7.57130726965436,7.57130726965436,5960.042081933184,11036262.4,110362624.0,4,0.24756888112569866,5960.042081933182,1.0,18046.055326282665,109051904.0,1310720.0,True,0.1234284152143285,1.1368177156975692,0.2928011838060479,0.3892368863539524,6,3.2,6.0,0.01,2,4,2736.271365788064,0.45770033901500856,0.5408973077417375,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9692233691951198,-7.57130726965436,delay_only,0.10303030303030303,0.0013241636731168803,0.09318849767065224,20,10905190.4,109051904.0,0.9155423641204834,0.0,1,,0,7571.30726965436,0.025,4.499630284309387,7491.254125519779,4484.521132246905,11036262.4,110362624.0,10,2
